station ID = gr (Granada)
system = KASCAL
signal = 355, parallel, photoncounting, unknown
date of measurement, time, duration of measurement= 07.04.2018, 02UTC, 3600.0 s
location, WMO radiosonde station ID, date of radiosonde = Granada, ecmwf, 07.04.2018, 02UTC
lower and upper Rayleigh height limits = 5, 10
range,attnRayleighBSC,RangeCorrectedSignal
4.7100,3.0251e-06,1.6595e+07
4.7175,3.0207e-06,1.5767e+07
4.7250,3.0163e-06,1.7530e+07
4.7325,3.0119e-06,1.7940e+07
4.7400,3.0075e-06,1.6807e+07
4.7475,3.0032e-06,1.6777e+07
4.7550,2.9988e-06,1.6198e+07
4.7625,2.9944e-06,1.6359e+07
4.7700,2.9901e-06,1.6591e+07
4.7775,2.9857e-06,1.6323e+07
4.7850,2.9814e-06,1.5706e+07
4.7925,2.9770e-06,1.6426e+07
4.8000,2.9727e-06,1.5790e+07
4.8075,2.9684e-06,1.5867e+07
4.8150,2.9641e-06,1.5960e+07
4.8225,2.9598e-06,1.5839e+07
4.8300,2.9555e-06,1.5860e+07
4.8375,2.9512e-06,1.6080e+07
4.8450,2.9469e-06,1.5402e+07
4.8525,2.9427e-06,1.6138e+07
4.8600,2.9384e-06,1.5656e+07
4.8675,2.9341e-06,1.6064e+07
4.8750,2.9299e-06,1.5709e+07
4.8825,2.9256e-06,1.5670e+07
4.8900,2.9214e-06,1.5879e+07
4.8975,2.9172e-06,1.5183e+07
4.9050,2.9129e-06,1.5888e+07
4.9125,2.9087e-06,1.5849e+07
4.9200,2.9045e-06,1.5191e+07
4.9275,2.9003e-06,1.5576e+07
4.9350,2.8961e-06,1.6631e+07
4.9425,2.8919e-06,1.5761e+07
4.9500,2.8877e-06,1.6345e+07
4.9575,2.8836e-06,1.5318e+07
4.9650,2.8794e-06,1.6264e+07
4.9725,2.8752e-06,1.6720e+07
4.9800,2.8711e-06,1.6167e+07
4.9875,2.8669e-06,1.5338e+07
4.9950,2.8628e-06,1.4655e+07
5.0025,2.8587e-06,1.5278e+07
5.0100,2.8546e-06,1.5034e+07
5.0175,2.8504e-06,1.5446e+07
5.0250,2.8463e-06,1.5354e+07
5.0325,2.8422e-06,1.4984e+07
5.0400,2.8381e-06,1.5013e+07
5.0475,2.8340e-06,1.5833e+07
5.0550,2.8300e-06,1.4653e+07
5.0625,2.8259e-06,1.5553e+07
5.0700,2.8218e-06,1.4583e+07
5.0775,2.8177e-06,1.5049e+07
5.0850,2.8137e-06,1.5581e+07
5.0925,2.8096e-06,1.5076e+07
5.1000,2.8056e-06,1.5879e+07
5.1075,2.8016e-06,1.5212e+07
5.1150,2.7975e-06,1.6641e+07
5.1225,2.7935e-06,1.5908e+07
5.1300,2.7895e-06,1.5778e+07
5.1375,2.7855e-06,1.4573e+07
5.1450,2.7815e-06,1.5630e+07
5.1525,2.7775e-06,1.5594e+07
5.1600,2.7735e-06,1.4604e+07
5.1675,2.7695e-06,1.4061e+07
5.1750,2.7656e-06,1.5323e+07
5.1825,2.7616e-06,1.4633e+07
5.1900,2.7576e-06,1.5331e+07
5.1975,2.7537e-06,1.5096e+07
5.2050,2.7497e-06,1.4711e+07
5.2125,2.7458e-06,1.4737e+07
5.2200,2.7418e-06,1.5210e+07
5.2275,2.7379e-06,1.5304e+07
5.2350,2.7340e-06,1.5048e+07
5.2425,2.7301e-06,1.5459e+07
5.2500,2.7262e-06,1.4464e+07
5.2575,2.7223e-06,1.4775e+07
5.2650,2.7184e-06,1.4597e+07
5.2725,2.7145e-06,1.5653e+07
5.2800,2.7106e-06,1.4714e+07
5.2875,2.7067e-06,1.5028e+07
5.2950,2.7029e-06,1.5173e+07
5.3025,2.6990e-06,1.4071e+07
5.3100,2.6951e-06,1.5568e+07
5.3175,2.6913e-06,1.4357e+07
5.3250,2.6874e-06,1.5121e+07
5.3325,2.6836e-06,1.4801e+07
5.3400,2.6798e-06,1.4427e+07
5.3475,2.6760e-06,1.3859e+07
5.3550,2.6721e-06,1.5153e+07
5.3625,2.6683e-06,1.4339e+07
5.3700,2.6645e-06,1.4449e+07
5.3775,2.6607e-06,1.5509e+07
5.3850,2.6569e-06,1.4318e+07
5.3925,2.6531e-06,1.4093e+07
5.4000,2.6494e-06,1.4700e+07
5.4075,2.6456e-06,1.4367e+07
5.4150,2.6418e-06,1.4532e+07
5.4225,2.6381e-06,1.4429e+07
5.4300,2.6343e-06,1.5168e+07
5.4375,2.6306e-06,1.4168e+07
5.4450,2.6268e-06,1.5054e+07
5.4525,2.6231e-06,1.3867e+07
5.4600,2.6194e-06,1.4394e+07
5.4675,2.6156e-06,1.4997e+07
5.4750,2.6119e-06,1.4273e+07
5.4825,2.6082e-06,1.4677e+07
5.4900,2.6045e-06,1.4168e+07
5.4975,2.6008e-06,1.3656e+07
5.5050,2.5971e-06,1.4301e+07
5.5125,2.5934e-06,1.4174e+07
5.5200,2.5897e-06,1.4045e+07
5.5275,2.5861e-06,1.4715e+07
5.5350,2.5824e-06,1.4866e+07
5.5425,2.5787e-06,1.4813e+07
5.5500,2.5751e-06,1.3338e+07
5.5575,2.5714e-06,1.3787e+07
5.5650,2.5678e-06,1.3787e+07
5.5725,2.5641e-06,1.3409e+07
5.5800,2.5605e-06,1.3993e+07
5.5875,2.5569e-06,1.4941e+07
5.5950,2.5533e-06,1.4220e+07
5.6025,2.5496e-06,1.3877e+07
5.6100,2.5460e-06,1.3667e+07
5.6175,2.5424e-06,1.3875e+07
5.6250,2.5388e-06,1.4258e+07
5.6325,2.5352e-06,1.4007e+07
5.6400,2.5317e-06,1.4315e+07
5.6475,2.5281e-06,1.4837e+07
5.6550,2.5245e-06,1.4605e+07
5.6625,2.5209e-06,1.4020e+07
5.6700,2.5174e-06,1.3999e+07
5.6775,2.5138e-06,1.4154e+07
5.6850,2.5103e-06,1.4623e+07
5.6925,2.5067e-06,1.3402e+07
5.7000,2.5032e-06,1.3595e+07
5.7075,2.4997e-06,1.4165e+07
5.7150,2.4961e-06,1.3627e+07
5.7225,2.4926e-06,1.3663e+07
5.7300,2.4891e-06,1.3579e+07
5.7375,2.4856e-06,1.2615e+07
5.7450,2.4821e-06,1.3369e+07
5.7525,2.4786e-06,1.4169e+07
5.7600,2.4751e-06,1.3681e+07
5.7675,2.4716e-06,1.3899e+07
5.7750,2.4681e-06,1.3692e+07
5.7825,2.4647e-06,1.3809e+07
5.7900,2.4612e-06,1.5087e+07
5.7975,2.4577e-06,1.2513e+07
5.8050,2.4543e-06,1.3998e+07
5.8125,2.4508e-06,1.3932e+07
5.8200,2.4474e-06,1.3474e+07
5.8275,2.4439e-06,1.3901e+07
5.8350,2.4405e-06,1.3730e+07
5.8425,2.4371e-06,1.2086e+07
5.8500,2.4336e-06,1.3156e+07
5.8575,2.4302e-06,1.3190e+07
5.8650,2.4268e-06,1.3808e+07
5.8725,2.4234e-06,1.3320e+07
5.8800,2.4200e-06,1.2976e+07
5.8875,2.4166e-06,1.3452e+07
5.8950,2.4132e-06,1.3085e+07
5.9025,2.4098e-06,1.2865e+07
5.9100,2.4064e-06,1.3130e+07
5.9175,2.4031e-06,1.3398e+07
5.9250,2.3997e-06,1.3559e+07
5.9325,2.3963e-06,1.4086e+07
5.9400,2.3930e-06,1.3307e+07
5.9475,2.3896e-06,1.3104e+07
5.9550,2.3863e-06,1.3180e+07
5.9625,2.3829e-06,1.2890e+07
5.9700,2.3796e-06,1.2879e+07
5.9775,2.3763e-06,1.3193e+07
5.9850,2.3729e-06,1.2683e+07
5.9925,2.3696e-06,1.2802e+07
6.0000,2.3663e-06,1.3315e+07
6.0075,2.3630e-06,1.4071e+07
6.0150,2.3597e-06,1.3799e+07
6.0225,2.3564e-06,1.3965e+07
6.0300,2.3531e-06,1.2676e+07
6.0375,2.3498e-06,1.2663e+07
6.0450,2.3465e-06,1.3471e+07
6.0525,2.3433e-06,1.1703e+07
6.0600,2.3400e-06,1.2802e+07
6.0675,2.3367e-06,1.3281e+07
6.0750,2.3335e-06,1.3470e+07
6.0825,2.3302e-06,1.1707e+07
6.0900,2.3269e-06,1.3042e+07
6.0975,2.3237e-06,1.2149e+07
6.1050,2.3205e-06,1.2314e+07
6.1125,2.3172e-06,1.3184e+07
6.1200,2.3140e-06,1.3444e+07
6.1275,2.3108e-06,1.3271e+07
6.1350,2.3075e-06,1.3006e+07
6.1425,2.3043e-06,1.2122e+07
6.1500,2.3011e-06,1.2450e+07
6.1575,2.2979e-06,1.3793e+07
6.1650,2.2947e-06,1.1912e+07
6.1725,2.2915e-06,1.1987e+07
6.1800,2.2883e-06,1.2642e+07
6.1875,2.2852e-06,1.2672e+07
6.1950,2.2820e-06,1.3402e+07
6.2025,2.2788e-06,1.2991e+07
6.2100,2.2756e-06,1.2554e+07
6.2175,2.2725e-06,1.3007e+07
6.2250,2.2693e-06,1.2921e+07
6.2325,2.2662e-06,1.2976e+07
6.2400,2.2630e-06,1.1612e+07
6.2475,2.2599e-06,1.2516e+07
6.2550,2.2567e-06,1.2808e+07
6.2625,2.2536e-06,1.1982e+07
6.2700,2.2505e-06,1.3060e+07
6.2775,2.2473e-06,1.3761e+07
6.2850,2.2442e-06,1.2092e+07
6.2925,2.2411e-06,1.3395e+07
6.3000,2.2380e-06,1.2607e+07
6.3075,2.2349e-06,1.2445e+07
6.3150,2.2318e-06,1.2377e+07
6.3225,2.2287e-06,1.1606e+07
6.3300,2.2256e-06,1.2996e+07
6.3375,2.2225e-06,1.2807e+07
6.3450,2.2195e-06,1.2544e+07
6.3525,2.2164e-06,1.1594e+07
6.3600,2.2133e-06,1.2530e+07
6.3675,2.2103e-06,1.2707e+07
6.3750,2.2072e-06,1.3082e+07
6.3825,2.2041e-06,1.1531e+07
6.3900,2.2011e-06,1.2351e+07
6.3975,2.1981e-06,1.1585e+07
6.4050,2.1950e-06,1.2832e+07
6.4125,2.1920e-06,1.2139e+07
6.4200,2.1890e-06,1.2917e+07
6.4275,2.1859e-06,1.3324e+07
6.4350,2.1829e-06,1.1897e+07
6.4425,2.1799e-06,1.2605e+07
6.4500,2.1769e-06,1.2760e+07
6.4575,2.1739e-06,1.3018e+07
6.4650,2.1709e-06,1.2364e+07
6.4725,2.1679e-06,1.1909e+07
6.4800,2.1649e-06,1.1224e+07
6.4875,2.1619e-06,1.2832e+07
6.4950,2.1589e-06,1.2120e+07
6.5025,2.1559e-06,1.1224e+07
6.5100,2.1530e-06,1.2202e+07
6.5175,2.1500e-06,1.1457e+07
6.5250,2.1470e-06,1.1535e+07
6.5325,2.1441e-06,1.2960e+07
6.5400,2.1411e-06,1.1536e+07
6.5475,2.1382e-06,1.2187e+07
6.5550,2.1352e-06,1.2319e+07
6.5625,2.1323e-06,1.1407e+07
6.5700,2.1294e-06,1.1511e+07
6.5775,2.1264e-06,1.2010e+07
6.5850,2.1235e-06,1.1879e+07
6.5925,2.1206e-06,1.1617e+07
6.6000,2.1177e-06,1.1458e+07
6.6075,2.1148e-06,1.0716e+07
6.6150,2.1119e-06,1.1298e+07
6.6225,2.1089e-06,1.2175e+07
6.6300,2.1061e-06,1.1669e+07
6.6375,2.1032e-06,1.2230e+07
6.6450,2.1003e-06,1.1320e+07
6.6525,2.0974e-06,1.2151e+07
6.6600,2.0945e-06,1.2044e+07
6.6675,2.0916e-06,1.1855e+07
6.6750,2.0888e-06,1.0666e+07
6.6825,2.0859e-06,1.1232e+07
6.6900,2.0830e-06,1.2858e+07
6.6975,2.0802e-06,1.0792e+07
6.7050,2.0773e-06,1.2235e+07
6.7125,2.0745e-06,1.1168e+07
6.7200,2.0716e-06,1.2098e+07
6.7275,2.0688e-06,1.1136e+07
6.7350,2.0660e-06,1.1491e+07
6.7425,2.0631e-06,1.2013e+07
6.7500,2.0603e-06,1.1487e+07
6.7575,2.0575e-06,1.1236e+07
6.7650,2.0547e-06,1.1566e+07
6.7725,2.0518e-06,1.1619e+07
6.7800,2.0490e-06,1.0586e+07
6.7875,2.0462e-06,1.1447e+07
6.7950,2.0434e-06,1.2089e+07
6.8025,2.0406e-06,1.0516e+07
6.8100,2.0378e-06,1.1017e+07
6.8175,2.0351e-06,1.1408e+07
6.8250,2.0323e-06,1.2054e+07
6.8325,2.0295e-06,1.1260e+07
6.8400,2.0267e-06,1.0660e+07
6.8475,2.0240e-06,1.1736e+07
6.8550,2.0212e-06,1.2332e+07
6.8625,2.0184e-06,1.1987e+07
6.8700,2.0157e-06,1.1842e+07
6.8775,2.0129e-06,1.1867e+07
6.8850,2.0102e-06,1.1060e+07
6.8925,2.0074e-06,1.1516e+07
6.9000,2.0047e-06,1.1137e+07
6.9075,2.0020e-06,1.0988e+07
6.9150,1.9992e-06,1.1882e+07
6.9225,1.9965e-06,1.2082e+07
6.9300,1.9938e-06,1.1118e+07
6.9375,1.9911e-06,1.0909e+07
6.9450,1.9884e-06,1.1166e+07
6.9525,1.9856e-06,1.0896e+07
6.9600,1.9829e-06,1.1566e+07
6.9675,1.9802e-06,1.2092e+07
6.9750,1.9775e-06,1.0849e+07
6.9825,1.9749e-06,1.0991e+07
6.9900,1.9722e-06,1.1044e+07
6.9975,1.9695e-06,1.1305e+07
7.0050,1.9668e-06,1.1538e+07
7.0125,1.9641e-06,1.0787e+07
7.0200,1.9615e-06,1.1677e+07
7.0275,1.9588e-06,1.1013e+07
7.0350,1.9561e-06,1.0106e+07
7.0425,1.9535e-06,1.1331e+07
7.0500,1.9508e-06,1.0963e+07
7.0575,1.9482e-06,1.1379e+07
7.0650,1.9455e-06,1.0798e+07
7.0725,1.9429e-06,1.0669e+07
7.0800,1.9402e-06,1.0753e+07
7.0875,1.9376e-06,1.2085e+07
7.0950,1.9350e-06,1.1195e+07
7.1025,1.9323e-06,1.1280e+07
7.1100,1.9297e-06,1.0691e+07
7.1175,1.9271e-06,1.0713e+07
7.1250,1.9245e-06,1.1629e+07
7.1325,1.9219e-06,1.2085e+07
7.1400,1.9193e-06,1.0194e+07
7.1475,1.9167e-06,1.0153e+07
7.1550,1.9141e-06,1.0734e+07
7.1625,1.9115e-06,1.0507e+07
7.1700,1.9089e-06,1.2150e+07
7.1775,1.9063e-06,1.0176e+07
7.1850,1.9037e-06,1.0229e+07
7.1925,1.9011e-06,9.9989e+06
7.2000,1.8986e-06,1.0366e+07
7.2075,1.8960e-06,9.8835e+06
7.2150,1.8934e-06,1.1261e+07
7.2225,1.8909e-06,1.1000e+07
7.2300,1.8883e-06,1.0072e+07
7.2375,1.8858e-06,1.0633e+07
7.2450,1.8832e-06,1.2056e+07
7.2525,1.8807e-06,1.0996e+07
7.2600,1.8781e-06,9.9320e+06
7.2675,1.8756e-06,1.0369e+07
7.2750,1.8730e-06,9.8767e+06
7.2825,1.8705e-06,1.0122e+07
7.2900,1.8680e-06,1.0272e+07
7.2975,1.8655e-06,1.0003e+07
7.3050,1.8629e-06,1.1349e+07
7.3125,1.8604e-06,1.0627e+07
7.3200,1.8579e-06,1.0389e+07
7.3275,1.8554e-06,1.1225e+07
7.3350,1.8529e-06,1.1541e+07
7.3425,1.8504e-06,1.0290e+07
7.3500,1.8479e-06,9.9508e+06
7.3575,1.8454e-06,1.0529e+07
7.3650,1.8429e-06,1.0189e+07
7.3725,1.8404e-06,1.1165e+07
7.3800,1.8380e-06,9.9988e+06
7.3875,1.8355e-06,9.0927e+06
7.3950,1.8330e-06,9.8737e+06
7.4025,1.8305e-06,9.2623e+06
7.4100,1.8281e-06,9.9469e+06
7.4175,1.8256e-06,8.9663e+06
7.4250,1.8232e-06,1.1358e+07
7.4325,1.8207e-06,1.0878e+07
7.4400,1.8182e-06,9.8600e+06
7.4475,1.8158e-06,1.0149e+07
7.4550,1.8134e-06,1.1012e+07
7.4625,1.8109e-06,1.0055e+07
7.4700,1.8085e-06,1.0007e+07
7.4775,1.8060e-06,9.5870e+06
7.4850,1.8036e-06,9.3345e+06
7.4925,1.8012e-06,9.6593e+06
7.5000,1.7988e-06,1.0429e+07
7.5075,1.7964e-06,1.0450e+07
7.5150,1.7939e-06,9.0666e+06
7.5225,1.7915e-06,9.7369e+06
7.5300,1.7891e-06,9.4815e+06
7.5375,1.7867e-06,1.0120e+07
7.5450,1.7843e-06,8.9669e+06
7.5525,1.7819e-06,9.7457e+06
7.5600,1.7795e-06,1.0285e+07
7.5675,1.7771e-06,9.6455e+06
7.5750,1.7748e-06,1.0847e+07
7.5825,1.7724e-06,9.5096e+06
7.5900,1.7700e-06,9.3885e+06
7.5975,1.7676e-06,9.8618e+06
7.6050,1.7653e-06,1.0583e+07
7.6125,1.7629e-06,9.0931e+06
7.6200,1.7605e-06,9.8503e+06
7.6275,1.7582e-06,9.2349e+06
7.6350,1.7558e-06,1.0667e+07
7.6425,1.7535e-06,1.0050e+07
7.6500,1.7511e-06,9.6440e+06
7.6575,1.7488e-06,9.3075e+06
7.6650,1.7464e-06,9.7175e+06
7.6725,1.7441e-06,1.0807e+07
7.6800,1.7418e-06,1.0364e+07
7.6875,1.7394e-06,9.8105e+06
7.6950,1.7371e-06,9.1475e+06
7.7025,1.7348e-06,9.0573e+06
7.7100,1.7325e-06,9.7955e+06
7.7175,1.7301e-06,1.0320e+07
7.7250,1.7278e-06,9.7979e+06
7.7325,1.7255e-06,1.0215e+07
7.7400,1.7232e-06,1.0562e+07
7.7475,1.7209e-06,9.7458e+06
7.7550,1.7186e-06,1.0020e+07
7.7625,1.7163e-06,1.0441e+07
7.7700,1.7140e-06,9.3632e+06
7.7775,1.7117e-06,9.9679e+06
7.7850,1.7094e-06,1.0281e+07
7.7925,1.7072e-06,9.2704e+06
7.8000,1.7049e-06,9.6573e+06
7.8075,1.7026e-06,9.6754e+06
7.8150,1.7003e-06,9.6571e+06
7.8225,1.6981e-06,1.0121e+07
7.8300,1.6958e-06,8.7650e+06
7.8375,1.6935e-06,9.4150e+06
7.8450,1.6913e-06,8.7614e+06
7.8525,1.6890e-06,9.9743e+06
7.8600,1.6868e-06,9.0575e+06
7.8675,1.6845e-06,9.9377e+06
7.8750,1.6823e-06,9.9566e+06
7.8825,1.6800e-06,9.8248e+06
7.8900,1.6778e-06,9.9190e+06
7.8975,1.6756e-06,8.9928e+06
7.9050,1.6733e-06,9.9190e+06
7.9125,1.6711e-06,1.0317e+07
7.9200,1.6689e-06,9.1960e+06
7.9275,1.6667e-06,9.0993e+06
7.9350,1.6644e-06,9.4215e+06
7.9425,1.6622e-06,8.9425e+06
7.9500,1.6600e-06,9.8021e+06
7.9575,1.6578e-06,1.0243e+07
7.9650,1.6556e-06,8.8007e+06
7.9725,1.6534e-06,9.4723e+06
7.9800,1.6512e-06,8.3324e+06
7.9875,1.6490e-06,8.5801e+06
7.9950,1.6468e-06,1.0378e+07
8.0025,1.6446e-06,9.4667e+06
8.0100,1.6424e-06,9.0563e+06
8.0175,1.6403e-06,8.9560e+06
8.0250,1.6381e-06,9.0900e+06
8.0325,1.6359e-06,9.1073e+06
8.0400,1.6337e-06,8.4974e+06
8.0475,1.6316e-06,8.2775e+06
8.0550,1.6294e-06,9.4332e+06
8.0625,1.6272e-06,8.1509e+06
8.0700,1.6251e-06,9.3896e+06
8.0775,1.6229e-06,9.2092e+06
8.0850,1.6208e-06,8.9890e+06
8.0925,1.6186e-06,8.6880e+06
8.1000,1.6165e-06,9.0619e+06
8.1075,1.6143e-06,8.7999e+06
8.1150,1.6122e-06,7.9381e+06
8.1225,1.6100e-06,8.4325e+06
8.1300,1.6079e-06,8.5684e+06
8.1375,1.6058e-06,9.4274e+06
8.1450,1.6036e-06,8.9219e+06
8.1525,1.6015e-06,9.0590e+06
8.1600,1.5994e-06,9.0351e+06
8.1675,1.5973e-06,8.2839e+06
8.1750,1.5952e-06,8.3801e+06
8.1825,1.5931e-06,9.4506e+06
8.1900,1.5909e-06,9.8742e+06
8.1975,1.5888e-06,9.0373e+06
8.2050,1.5867e-06,8.1559e+06
8.2125,1.5846e-06,9.3156e+06
8.2200,1.5825e-06,9.1279e+06
8.2275,1.5804e-06,9.8832e+06
8.2350,1.5784e-06,8.6266e+06
8.2425,1.5763e-06,8.3133e+06
8.2500,1.5742e-06,9.6072e+06
8.2575,1.5721e-06,9.7070e+06
8.2650,1.5700e-06,7.6963e+06
8.2725,1.5680e-06,8.3735e+06
8.2800,1.5659e-06,8.9295e+06
8.2875,1.5638e-06,9.1948e+06
8.2950,1.5617e-06,9.9209e+06
8.3025,1.5597e-06,8.6436e+06
8.3100,1.5576e-06,8.4497e+06
8.3175,1.5556e-06,8.3393e+06
8.3250,1.5535e-06,8.7320e+06
8.3325,1.5515e-06,8.9587e+06
8.3400,1.5494e-06,8.8900e+06
8.3475,1.5474e-06,8.6950e+06
8.3550,1.5453e-06,8.9649e+06
8.3625,1.5433e-06,8.5993e+06
8.3700,1.5413e-06,8.8269e+06
8.3775,1.5392e-06,9.6512e+06
8.3850,1.5372e-06,7.8357e+06
8.3925,1.5352e-06,8.0208e+06
8.4000,1.5331e-06,8.6764e+06
8.4075,1.5311e-06,9.1634e+06
8.4150,1.5291e-06,8.3641e+06
8.4225,1.5271e-06,8.2071e+06
8.4300,1.5251e-06,7.5757e+06
8.4375,1.5231e-06,8.6248e+06
8.4450,1.5211e-06,8.2947e+06
8.4525,1.5191e-06,8.0925e+06
8.4600,1.5171e-06,7.7164e+06
8.4675,1.5151e-06,8.7734e+06
8.4750,1.5131e-06,8.7889e+06
8.4825,1.5111e-06,9.8506e+06
8.4900,1.5091e-06,8.1209e+06
8.4975,1.5071e-06,7.7849e+06
8.5050,1.5051e-06,7.4924e+06
8.5125,1.5031e-06,8.9983e+06
8.5200,1.5012e-06,7.3865e+06
8.5275,1.4992e-06,8.0606e+06
8.5350,1.4972e-06,7.9868e+06
8.5425,1.4953e-06,8.5756e+06
8.5500,1.4933e-06,8.9009e+06
8.5575,1.4913e-06,8.4280e+06
8.5650,1.4894e-06,8.8431e+06
8.5725,1.4874e-06,7.7449e+06
8.5800,1.4855e-06,8.9630e+06
8.5875,1.4835e-06,7.1914e+06
8.5950,1.4816e-06,9.1738e+06
8.6025,1.4796e-06,7.9787e+06
8.6100,1.4777e-06,8.8914e+06
8.6175,1.4757e-06,8.5015e+06
8.6250,1.4738e-06,8.9223e+06
8.6325,1.4719e-06,7.4925e+06
8.6400,1.4699e-06,7.6866e+06
8.6475,1.4680e-06,7.4735e+06
8.6550,1.4661e-06,7.8951e+06
8.6625,1.4642e-06,6.9537e+06
8.6700,1.4622e-06,8.7422e+06
8.6775,1.4603e-06,7.5709e+06
8.6850,1.4584e-06,8.3155e+06
8.6925,1.4565e-06,8.0548e+06
8.7000,1.4546e-06,8.0230e+06
8.7075,1.4527e-06,7.8993e+06
8.7150,1.4508e-06,7.7745e+06
8.7225,1.4489e-06,7.8802e+06
8.7300,1.4470e-06,8.3098e+06
8.7375,1.4451e-06,6.8895e+06
8.7450,1.4432e-06,7.6427e+06
8.7525,1.4413e-06,7.7023e+06
8.7600,1.4394e-06,7.7619e+06
8.7675,1.4375e-06,8.2880e+06
8.7750,1.4356e-06,6.9958e+06
8.7825,1.4338e-06,7.7554e+06
8.7900,1.4319e-06,7.3473e+06
8.7975,1.4300e-06,8.2975e+06
8.8050,1.4282e-06,9.3924e+06
8.8125,1.4263e-06,8.5144e+06
8.8200,1.4244e-06,7.8688e+06
8.8275,1.4226e-06,8.7794e+06
8.8350,1.4207e-06,8.2268e+06
8.8425,1.4188e-06,8.2405e+06
8.8500,1.4170e-06,7.8273e+06
8.8575,1.4151e-06,7.9833e+06
8.8650,1.4133e-06,7.8062e+06
8.8725,1.4114e-06,8.1534e+06
8.8800,1.4096e-06,8.9798e+06
8.8875,1.4078e-06,7.2717e+06
8.8950,1.4059e-06,7.8593e+06
8.9025,1.4041e-06,7.1524e+06
8.9100,1.4022e-06,8.5111e+06
8.9175,1.4004e-06,7.1765e+06
8.9250,1.3986e-06,7.7676e+06
8.9325,1.3968e-06,8.2158e+06
8.9400,1.3949e-06,7.2611e+06
8.9475,1.3931e-06,7.0308e+06
8.9550,1.3913e-06,7.4315e+06
8.9625,1.3895e-06,8.6608e+06
8.9700,1.3877e-06,8.7723e+06
8.9775,1.3859e-06,6.9803e+06
8.9850,1.3841e-06,7.8234e+06
8.9925,1.3823e-06,6.9056e+06
9.0000,1.3805e-06,7.7025e+06
9.0075,1.3787e-06,7.7645e+06
9.0150,1.3769e-06,6.7924e+06
9.0225,1.3751e-06,7.1491e+06
9.0300,1.3733e-06,7.5069e+06
9.0375,1.3715e-06,6.2326e+06
9.0450,1.3697e-06,7.2840e+06
9.0525,1.3679e-06,8.2889e+06
9.0600,1.3661e-06,7.3082e+06
9.0675,1.3644e-06,8.8649e+06
9.0750,1.3626e-06,7.5321e+06
9.0825,1.3608e-06,8.0442e+06
9.0900,1.3590e-06,8.5079e+06
9.0975,1.3573e-06,7.5194e+06
9.1050,1.3555e-06,7.2803e+06
9.1125,1.3537e-06,7.9465e+06
9.1200,1.3520e-06,8.0605e+06
9.1275,1.3502e-06,7.1145e+06
9.1350,1.3485e-06,7.2275e+06
9.1425,1.3467e-06,7.0873e+06
9.1500,1.3450e-06,6.9470e+06
9.1575,1.3432e-06,7.3647e+06
9.1650,1.3415e-06,8.4962e+06
9.1725,1.3397e-06,6.5732e+06
9.1800,1.3380e-06,7.7074e+06
9.1875,1.3362e-06,6.6459e+06
9.1950,1.3345e-06,6.5031e+06
9.2025,1.3328e-06,8.0017e+06
9.2100,1.3310e-06,7.7578e+06
9.2175,1.3293e-06,7.6157e+06
9.2250,1.3276e-06,8.6594e+06
9.2325,1.3259e-06,6.9693e+06
9.2400,1.3241e-06,7.4981e+06
9.2475,1.3224e-06,8.0283e+06
9.2550,1.3207e-06,8.3526e+06
9.2625,1.3190e-06,7.5865e+06
9.2700,1.3173e-06,7.4945e+06
9.2775,1.3156e-06,7.8198e+06
9.2850,1.3139e-06,7.4666e+06
9.2925,1.3122e-06,7.4788e+06
9.3000,1.3105e-06,7.1767e+06
9.3075,1.3088e-06,8.0801e+06
9.3150,1.3071e-06,7.4626e+06
9.3225,1.3054e-06,7.3692e+06
9.3300,1.3037e-06,7.2228e+06
9.3375,1.3020e-06,6.3892e+06
9.3450,1.3003e-06,7.8282e+06
9.3525,1.2986e-06,7.2574e+06
9.3600,1.2969e-06,7.4286e+06
9.3675,1.2953e-06,8.8227e+06
9.3750,1.2936e-06,6.8666e+06
9.3825,1.2919e-06,7.6246e+06
9.3900,1.2902e-06,6.6218e+06
9.3975,1.2886e-06,6.7391e+06
9.4050,1.2869e-06,7.0714e+06
9.4125,1.2852e-06,8.3173e+06
9.4200,1.2836e-06,7.4165e+06
9.4275,1.2819e-06,6.8359e+06
9.4350,1.2802e-06,7.7098e+06
9.4425,1.2786e-06,7.1278e+06
9.4500,1.2769e-06,7.0850e+06
9.4575,1.2753e-06,7.0963e+06
9.4650,1.2736e-06,6.0767e+06
9.4725,1.2720e-06,7.8800e+06
9.4800,1.2703e-06,7.7836e+06
9.4875,1.2687e-06,7.0324e+06
9.4950,1.2670e-06,7.0981e+06
9.5025,1.2654e-06,7.5469e+06
9.5100,1.2638e-06,6.7370e+06
9.5175,1.2621e-06,7.2963e+06
9.5250,1.2605e-06,7.3080e+06
9.5325,1.2589e-06,7.2095e+06
9.5400,1.2573e-06,7.5514e+06
9.5475,1.2556e-06,7.3425e+06
9.5550,1.2540e-06,7.4093e+06
9.5625,1.2524e-06,7.5319e+06
9.5700,1.2508e-06,7.3218e+06
9.5775,1.2492e-06,6.3328e+06
9.5850,1.2475e-06,7.8457e+06
9.5925,1.2459e-06,7.9135e+06
9.6000,1.2443e-06,7.0328e+06
9.6075,1.2427e-06,7.6029e+06
9.6150,1.2411e-06,7.6147e+06
9.6225,1.2395e-06,7.4021e+06
9.6300,1.2379e-06,6.2902e+06
9.6375,1.2363e-06,6.9751e+06
