station ID = GR (Granada)
system = KASCAL
signal = 355, photoncounting
date of the calibration, time = 21.08.2020, 00UTC
date of the Rayleigh measurement = 21.08.2020
GR, GT, HR, HT, K, laser polarisation rotation, system rotation y = 1.000, 1.000, 0.958, -0.958, 1.000, 0.000, -1
range,ITplus45,IRplus45,ITminus45,IRminus45,ITRayleigh,IRRayleigh
1890.0000,4.8247e+00,3.7127e+00,4.8846e+00,4.0169e+00,4.7363e+00,6.2880e+00
1897.5000,4.7363e+00,3.6627e+00,4.8143e+00,3.9498e+00,4.6836e+00,6.2865e+00
1905.0000,4.7229e+00,3.6304e+00,4.8527e+00,3.8372e+00,4.5735e+00,6.1983e+00
1912.5000,4.6501e+00,3.5620e+00,4.5913e+00,3.9396e+00,4.3875e+00,6.0757e+00
1920.0000,4.6471e+00,3.5569e+00,4.6389e+00,3.9055e+00,4.3733e+00,6.2300e+00
1927.5000,4.7261e+00,3.3176e+00,4.5772e+00,3.7427e+00,4.3845e+00,6.0213e+00
1935.0000,4.4576e+00,3.4084e+00,4.4033e+00,3.7613e+00,4.3420e+00,5.7722e+00
1942.5000,4.5728e+00,3.4320e+00,4.5513e+00,3.6559e+00,4.3131e+00,6.0759e+00
1950.0000,4.4936e+00,3.5158e+00,4.4440e+00,3.7243e+00,4.3843e+00,5.8175e+00
1957.5000,4.3493e+00,3.2751e+00,4.3621e+00,3.6843e+00,4.3495e+00,5.6235e+00
1965.0000,4.4161e+00,3.4185e+00,4.3877e+00,3.5218e+00,4.2307e+00,5.6748e+00
1972.5000,4.2135e+00,3.1045e+00,4.3491e+00,3.6244e+00,4.1480e+00,5.8316e+00
1980.0000,4.3855e+00,3.2290e+00,4.2630e+00,3.5047e+00,4.3193e+00,5.7454e+00
1987.5000,4.3283e+00,3.2973e+00,4.0999e+00,3.5603e+00,4.2847e+00,5.6699e+00
1995.0000,4.1500e+00,3.1675e+00,4.2173e+00,3.5105e+00,4.3004e+00,5.6171e+00
2002.5000,4.0313e+00,3.1780e+00,4.1487e+00,3.4662e+00,4.2293e+00,5.6618e+00
2010.0000,4.2926e+00,3.0860e+00,4.1312e+00,3.3767e+00,4.1577e+00,5.2986e+00
2017.5000,4.0741e+00,3.1302e+00,4.0469e+00,3.3367e+00,4.0201e+00,5.5095e+00
2025.0000,4.0485e+00,3.0040e+00,3.9499e+00,3.2897e+00,4.1261e+00,5.1948e+00
2032.5000,3.8991e+00,2.9463e+00,4.0401e+00,3.2315e+00,4.0359e+00,5.5018e+00
2040.0000,3.8974e+00,2.9923e+00,3.9245e+00,3.2188e+00,4.0041e+00,5.3353e+00
2047.5000,3.9868e+00,3.0772e+00,3.8370e+00,3.3382e+00,3.9692e+00,5.4087e+00
2055.0000,3.8083e+00,3.0382e+00,3.8416e+00,3.1590e+00,4.0010e+00,5.2396e+00
2062.5000,3.7881e+00,2.9275e+00,3.8671e+00,3.1860e+00,3.7151e+00,5.2843e+00
2070.0000,3.8926e+00,3.0535e+00,3.9168e+00,3.1848e+00,3.9583e+00,5.2393e+00
2077.5000,3.6648e+00,3.0159e+00,3.7958e+00,3.1180e+00,3.9980e+00,5.0592e+00
2085.0000,3.6237e+00,2.8527e+00,3.7358e+00,3.0355e+00,4.0742e+00,5.1387e+00
2092.5000,3.7506e+00,2.9293e+00,3.6043e+00,2.9520e+00,3.8548e+00,4.8918e+00
2100.0000,3.7586e+00,2.7880e+00,3.6244e+00,3.1222e+00,3.9287e+00,4.8760e+00
2107.5000,3.6235e+00,2.8544e+00,3.5988e+00,2.9363e+00,3.7592e+00,4.9238e+00
2115.0000,3.5672e+00,2.7880e+00,3.6216e+00,2.9803e+00,3.9347e+00,4.9857e+00
2122.5000,3.4525e+00,2.7744e+00,3.4865e+00,2.9135e+00,3.6060e+00,4.7102e+00
2130.0000,3.5568e+00,2.7285e+00,3.4907e+00,2.7960e+00,3.5129e+00,4.6910e+00
2137.5000,3.5278e+00,2.5877e+00,3.4408e+00,2.8356e+00,3.3596e+00,4.8344e+00
2145.0000,3.4577e+00,2.6589e+00,3.4393e+00,2.7746e+00,3.3141e+00,4.6926e+00
2152.5000,3.5623e+00,2.5452e+00,3.3979e+00,2.9334e+00,3.2731e+00,4.5106e+00
2160.0000,3.2359e+00,2.7490e+00,3.4080e+00,2.8171e+00,3.2857e+00,4.4304e+00
2167.5000,3.5038e+00,2.6046e+00,3.4976e+00,2.7321e+00,3.2622e+00,4.5147e+00
2175.0000,3.3365e+00,2.7489e+00,3.2334e+00,2.8398e+00,3.3029e+00,4.6149e+00
2182.5000,3.4390e+00,2.5841e+00,3.2459e+00,2.8228e+00,3.1392e+00,4.4529e+00
2190.0000,3.2482e+00,2.4671e+00,3.2360e+00,2.7521e+00,3.1033e+00,4.5006e+00
2197.5000,3.3296e+00,2.4026e+00,3.3652e+00,2.7549e+00,3.1708e+00,4.1990e+00
2205.0000,3.3758e+00,2.4704e+00,3.3567e+00,2.5666e+00,3.1158e+00,4.2259e+00
2212.5000,3.4184e+00,2.4773e+00,3.2301e+00,2.6671e+00,3.1677e+00,4.3781e+00
2220.0000,3.1507e+00,2.3908e+00,3.1706e+00,2.7661e+00,3.0765e+00,4.3448e+00
2227.5000,3.2170e+00,2.4196e+00,3.1946e+00,2.6218e+00,3.0560e+00,4.3131e+00
2235.0000,3.0316e+00,2.3518e+00,3.1436e+00,2.7336e+00,3.0953e+00,4.2416e+00
2242.5000,3.1165e+00,2.3569e+00,3.0355e+00,2.5977e+00,2.9948e+00,4.2164e+00
2250.0000,3.2138e+00,2.3383e+00,3.2217e+00,2.4465e+00,2.9255e+00,4.1496e+00
2257.5000,3.1506e+00,2.2942e+00,3.0912e+00,2.4309e+00,3.1424e+00,4.1799e+00
2265.0000,2.9446e+00,2.4654e+00,3.0258e+00,2.4084e+00,3.0246e+00,4.1276e+00
2272.5000,2.9991e+00,2.2434e+00,2.8215e+00,2.4918e+00,3.0607e+00,4.1180e+00
2280.0000,2.9325e+00,2.2909e+00,2.9264e+00,2.5029e+00,3.0734e+00,4.0245e+00
2287.5000,2.8119e+00,2.2434e+00,3.0582e+00,2.4819e+00,2.8832e+00,4.0819e+00
2295.0000,2.9275e+00,2.2163e+00,2.9280e+00,2.4240e+00,3.0702e+00,3.9881e+00
2302.5000,3.0602e+00,2.2214e+00,2.9419e+00,2.3335e+00,2.9302e+00,3.9584e+00
2310.0000,3.0365e+00,2.2536e+00,2.7620e+00,2.2418e+00,3.0387e+00,3.8998e+00
2317.5000,2.9889e+00,2.2671e+00,2.9037e+00,2.3504e+00,2.9460e+00,3.9012e+00
2325.0000,2.7999e+00,2.1368e+00,2.8996e+00,2.2939e+00,2.9602e+00,3.8887e+00
2332.5000,2.8678e+00,2.1589e+00,2.8188e+00,2.3547e+00,2.8658e+00,3.6704e+00
2340.0000,2.6998e+00,2.0963e+00,2.8384e+00,2.2897e+00,2.8848e+00,3.7827e+00
2347.5000,2.6540e+00,2.1029e+00,2.8059e+00,2.2615e+00,2.7799e+00,3.7589e+00
2355.0000,2.8221e+00,2.1131e+00,2.6953e+00,2.2558e+00,2.8565e+00,3.8095e+00
2362.5000,2.7116e+00,2.0810e+00,2.6317e+00,2.2164e+00,2.8722e+00,3.5788e+00
2370.0000,2.6775e+00,2.0421e+00,2.7493e+00,2.1896e+00,2.8612e+00,3.6043e+00
2377.5000,2.7252e+00,2.0235e+00,2.7280e+00,2.2036e+00,2.7420e+00,3.5823e+00
2385.0000,2.6384e+00,2.0894e+00,2.7339e+00,2.2784e+00,2.7043e+00,3.5647e+00
2392.5000,2.7829e+00,2.0134e+00,2.4932e+00,2.2856e+00,2.6604e+00,3.5285e+00
2400.0000,2.6520e+00,1.9457e+00,2.5794e+00,2.1853e+00,2.7451e+00,3.4464e+00
2407.5000,2.5621e+00,1.9457e+00,2.5624e+00,2.1302e+00,2.6653e+00,3.5726e+00
2415.0000,2.6215e+00,2.0133e+00,2.7026e+00,2.1613e+00,2.6134e+00,3.4196e+00
2422.5000,2.6096e+00,2.0116e+00,2.6417e+00,2.1120e+00,2.4912e+00,3.5363e+00
2430.0000,2.5502e+00,1.8783e+00,2.4988e+00,2.0712e+00,2.5807e+00,3.5900e+00
2437.5000,2.5367e+00,1.8681e+00,2.4706e+00,2.0782e+00,2.5914e+00,3.3189e+00
2445.0000,2.4824e+00,1.9020e+00,2.4607e+00,2.0626e+00,2.4914e+00,3.5348e+00
2452.5000,2.4383e+00,1.9424e+00,2.5780e+00,1.9950e+00,2.5447e+00,3.2274e+00
2460.0000,2.5130e+00,1.8191e+00,2.4253e+00,1.9556e+00,2.4803e+00,3.2747e+00
2467.5000,2.4434e+00,1.9035e+00,2.4479e+00,2.0176e+00,2.4459e+00,3.3313e+00
2475.0000,2.4096e+00,1.8816e+00,2.4393e+00,2.0092e+00,2.4865e+00,3.2210e+00
2482.5000,2.4179e+00,1.7533e+00,2.4057e+00,1.9176e+00,2.3989e+00,3.2320e+00
2490.0000,2.4162e+00,1.8310e+00,2.4139e+00,1.8795e+00,2.4257e+00,3.3219e+00
2497.5000,2.3280e+00,1.7938e+00,2.3999e+00,1.9612e+00,2.3959e+00,3.2699e+00
2505.0000,2.2892e+00,1.7786e+00,2.2770e+00,2.0034e+00,2.3787e+00,3.1928e+00
2512.5000,2.2553e+00,1.7163e+00,2.2531e+00,1.9753e+00,2.2817e+00,3.1725e+00
2520.0000,2.3112e+00,1.8208e+00,2.3362e+00,1.8711e+00,2.3631e+00,3.0952e+00
2527.5000,2.3399e+00,1.8005e+00,2.2983e+00,1.9105e+00,2.2550e+00,3.0640e+00
2535.0000,2.3806e+00,1.6691e+00,2.3364e+00,1.8148e+00,2.2661e+00,2.9743e+00
2542.5000,2.3840e+00,1.8326e+00,2.2516e+00,1.7643e+00,2.3067e+00,3.1283e+00
2550.0000,2.2772e+00,1.8073e+00,2.2094e+00,1.8078e+00,2.2832e+00,3.0621e+00
2557.5000,2.2671e+00,1.7382e+00,2.3293e+00,1.7656e+00,2.3426e+00,3.1269e+00
2565.0000,2.1790e+00,1.6453e+00,2.2093e+00,1.7769e+00,2.2503e+00,2.9397e+00
2572.5000,2.3722e+00,1.7735e+00,2.2022e+00,1.7881e+00,2.1940e+00,3.0356e+00
2580.0000,2.0674e+00,1.6994e+00,2.1783e+00,1.7938e+00,2.1300e+00,2.8957e+00
2587.5000,2.2502e+00,1.5375e+00,2.1262e+00,1.7024e+00,2.1379e+00,2.8581e+00
2595.0000,2.1944e+00,1.7432e+00,2.1895e+00,1.7348e+00,2.1442e+00,3.0323e+00
2602.5000,2.2182e+00,1.6639e+00,2.1853e+00,1.6800e+00,2.0522e+00,2.9618e+00
2610.0000,2.1267e+00,1.5914e+00,1.9682e+00,1.7362e+00,2.2223e+00,3.0450e+00
2617.5000,1.9457e+00,1.6167e+00,2.0458e+00,1.7882e+00,2.0163e+00,2.8517e+00
2625.0000,1.9947e+00,1.5476e+00,2.0668e+00,1.7024e+00,1.9319e+00,2.8583e+00
2632.5000,2.0860e+00,1.5392e+00,2.0431e+00,1.7755e+00,2.0896e+00,2.7387e+00
2640.0000,2.1690e+00,1.5746e+00,2.0190e+00,1.7530e+00,2.0098e+00,2.7325e+00
2647.5000,2.0574e+00,1.5156e+00,2.0415e+00,1.6407e+00,1.9615e+00,2.7074e+00
2655.0000,2.0911e+00,1.5897e+00,2.1007e+00,1.6687e+00,2.0802e+00,2.7560e+00
2662.5000,2.0454e+00,1.5544e+00,2.0077e+00,1.6532e+00,1.9522e+00,2.7623e+00
2670.0000,2.0099e+00,1.5224e+00,1.9978e+00,1.6505e+00,1.9116e+00,2.5915e+00
2677.5000,1.9558e+00,1.4702e+00,1.9909e+00,1.6715e+00,1.8742e+00,2.7593e+00
2685.0000,1.9373e+00,1.4836e+00,1.9853e+00,1.6715e+00,1.8992e+00,2.5977e+00
2692.5000,2.0203e+00,1.4096e+00,1.9824e+00,1.6968e+00,1.8182e+00,2.6183e+00
2700.0000,1.9423e+00,1.5290e+00,2.0472e+00,1.5493e+00,1.9460e+00,2.6150e+00
2707.5000,2.0067e+00,1.4887e+00,2.0556e+00,1.5733e+00,1.7652e+00,2.6181e+00
2715.0000,1.8984e+00,1.4533e+00,1.9034e+00,1.5986e+00,1.7933e+00,2.4412e+00
2722.5000,1.8562e+00,1.4870e+00,1.9007e+00,1.5844e+00,1.6920e+00,2.5757e+00
2730.0000,1.9103e+00,1.4718e+00,1.8965e+00,1.6194e+00,1.7730e+00,2.4490e+00
2737.5000,1.8192e+00,1.4786e+00,1.9190e+00,1.5451e+00,1.7045e+00,2.4129e+00
2745.0000,1.8799e+00,1.4601e+00,1.9374e+00,1.6912e+00,1.7203e+00,2.5837e+00
2752.5000,1.9457e+00,1.3675e+00,1.8838e+00,1.5774e+00,1.7574e+00,2.3739e+00
2760.0000,1.8883e+00,1.3775e+00,1.7839e+00,1.5156e+00,1.7559e+00,2.4630e+00
2767.5000,1.8310e+00,1.3877e+00,1.8318e+00,1.5479e+00,1.6360e+00,2.5289e+00
2775.0000,1.7719e+00,1.3658e+00,1.9261e+00,1.4750e+00,1.5770e+00,2.4099e+00
2782.5000,1.7820e+00,1.3979e+00,1.8121e+00,1.4792e+00,1.6531e+00,2.4194e+00
2790.0000,1.6925e+00,1.3826e+00,1.7502e+00,1.5100e+00,1.5614e+00,2.4287e+00
2797.5000,1.8325e+00,1.3170e+00,1.7699e+00,1.4848e+00,1.6158e+00,2.3317e+00
2805.0000,1.7819e+00,1.2868e+00,1.7263e+00,1.5171e+00,1.6173e+00,2.2879e+00
2812.5000,1.7889e+00,1.4045e+00,1.7544e+00,1.4763e+00,1.5800e+00,2.3066e+00
2820.0000,1.6909e+00,1.3220e+00,1.7390e+00,1.3628e+00,1.5815e+00,2.3503e+00
2827.5000,1.7584e+00,1.3540e+00,1.7825e+00,1.4188e+00,1.6329e+00,2.3707e+00
2835.0000,1.7027e+00,1.2465e+00,1.7516e+00,1.4792e+00,1.5925e+00,2.2145e+00
2842.5000,1.7483e+00,1.3254e+00,1.7460e+00,1.4567e+00,1.6034e+00,2.2878e+00
2850.0000,1.6504e+00,1.4399e+00,1.6616e+00,1.3949e+00,1.6204e+00,2.2738e+00
2857.5000,1.7533e+00,1.3322e+00,1.6729e+00,1.3894e+00,1.5365e+00,2.1847e+00
2865.0000,1.7027e+00,1.2952e+00,1.6940e+00,1.4581e+00,1.5458e+00,2.2833e+00
2872.5000,1.5846e+00,1.2817e+00,1.7067e+00,1.4160e+00,1.5349e+00,2.1864e+00
2880.0000,1.6689e+00,1.2817e+00,1.6225e+00,1.3893e+00,1.5474e+00,2.0926e+00
2887.5000,1.6911e+00,1.2531e+00,1.6546e+00,1.3445e+00,1.4666e+00,2.1052e+00
2895.0000,1.6201e+00,1.2767e+00,1.6420e+00,1.3487e+00,1.5070e+00,2.1598e+00
2902.5000,1.6202e+00,1.2582e+00,1.5324e+00,1.3347e+00,1.5271e+00,2.1410e+00
2910.0000,1.6167e+00,1.3137e+00,1.6420e+00,1.3880e+00,1.4992e+00,2.1254e+00
2917.5000,1.7026e+00,1.1877e+00,1.5886e+00,1.3235e+00,1.5800e+00,2.1816e+00
2925.0000,1.6908e+00,1.2531e+00,1.5423e+00,1.3011e+00,1.5288e+00,2.0754e+00
2932.5000,1.5948e+00,1.1625e+00,1.5367e+00,1.3137e+00,1.4541e+00,2.0068e+00
2940.0000,1.5931e+00,1.2245e+00,1.5466e+00,1.2100e+00,1.5505e+00,2.0443e+00
2947.5000,1.6420e+00,1.1708e+00,1.5058e+00,1.2675e+00,1.4665e+00,2.1584e+00
2955.0000,1.6320e+00,1.2044e+00,1.5494e+00,1.2129e+00,1.4682e+00,2.0598e+00
2962.5000,1.5999e+00,1.1406e+00,1.5521e+00,1.2759e+00,1.4448e+00,1.9662e+00
2970.0000,1.5931e+00,1.1809e+00,1.5479e+00,1.2646e+00,1.5365e+00,1.9616e+00
2977.5000,1.6082e+00,1.1272e+00,1.5311e+00,1.2226e+00,1.3920e+00,1.8976e+00
2985.0000,1.5072e+00,1.2380e+00,1.5452e+00,1.2282e+00,1.5396e+00,2.0380e+00
2992.5000,1.3877e+00,1.1843e+00,1.4484e+00,1.2689e+00,1.4479e+00,2.0348e+00
3000.0000,1.5173e+00,1.1843e+00,1.4413e+00,1.2338e+00,1.4494e+00,2.0239e+00
3007.5000,1.4415e+00,1.0767e+00,1.5704e+00,1.1708e+00,1.4294e+00,2.0443e+00
3015.0000,1.3338e+00,1.0533e+00,1.4427e+00,1.1932e+00,1.4169e+00,1.9740e+00
3022.5000,1.4062e+00,1.0768e+00,1.4623e+00,1.2324e+00,1.3812e+00,1.9866e+00
3030.0000,1.4500e+00,1.1271e+00,1.4708e+00,1.1918e+00,1.4028e+00,1.9381e+00
3037.5000,1.3860e+00,1.0667e+00,1.4300e+00,1.2045e+00,1.4231e+00,1.8976e+00
3045.0000,1.3204e+00,1.0684e+00,1.3782e+00,1.1387e+00,1.4371e+00,1.9070e+00
3052.5000,1.3877e+00,1.0952e+00,1.3992e+00,1.1484e+00,1.4665e+00,1.9444e+00
3060.0000,1.3053e+00,1.0717e+00,1.3725e+00,1.2282e+00,1.4277e+00,2.0037e+00
3067.5000,1.4399e+00,1.0617e+00,1.3165e+00,1.1512e+00,1.3904e+00,1.8961e+00
3075.0000,1.3288e+00,1.0264e+00,1.4146e+00,1.1261e+00,1.4526e+00,1.9414e+00
3082.5000,1.3759e+00,1.0062e+00,1.3501e+00,1.1554e+00,1.3641e+00,1.9646e+00
3090.0000,1.2146e+00,1.0633e+00,1.3936e+00,1.1372e+00,1.3795e+00,1.8976e+00
3097.5000,1.3675e+00,9.6937e-01,1.2660e+00,1.1806e+00,1.3502e+00,1.7933e+00
3105.0000,1.2767e+00,1.0046e+00,1.3669e+00,1.0742e+00,1.3920e+00,1.7823e+00
3112.5000,1.2935e+00,1.0197e+00,1.3305e+00,1.1456e+00,1.3765e+00,1.8432e+00
3120.0000,1.2633e+00,9.7945e-01,1.2576e+00,1.0911e+00,1.4448e+00,1.8540e+00
3127.5000,1.3288e+00,9.8278e-01,1.3347e+00,1.0029e+00,1.2910e+00,1.7870e+00
3135.0000,1.3002e+00,9.7942e-01,1.2773e+00,1.0184e+00,1.3020e+00,1.7575e+00
3142.5000,1.2330e+00,9.6602e-01,1.3193e+00,9.9594e-01,1.4837e+00,1.8259e+00
3150.0000,1.2280e+00,9.0735e-01,1.2591e+00,1.0211e+00,1.4852e+00,1.7309e+00
3157.5000,1.2666e+00,9.5601e-01,1.1806e+00,1.0603e+00,1.3874e+00,1.8260e+00
3165.0000,1.2094e+00,8.9558e-01,1.2759e+00,9.5262e-01,1.5318e+00,1.8307e+00
3172.5000,1.2683e+00,9.4928e-01,1.1834e+00,1.0114e+00,1.7124e+00,1.8540e+00
3180.0000,1.2733e+00,8.5201e-01,1.2255e+00,9.8474e-01,1.6891e+00,1.7730e+00
3187.5000,1.1658e+00,9.3079e-01,1.2212e+00,1.0085e+00,1.7061e+00,1.7869e+00
3195.0000,1.1490e+00,8.9055e-01,1.1275e+00,9.8058e-01,1.7622e+00,1.6920e+00
3202.5000,1.1120e+00,9.4924e-01,1.1876e+00,9.8615e-01,1.7076e+00,1.7731e+00
3210.0000,1.1338e+00,8.3523e-01,1.2171e+00,9.1348e-01,1.9226e+00,1.7496e+00
3217.5000,1.1440e+00,8.2689e-01,1.2226e+00,9.1904e-01,1.9414e+00,1.6952e+00
3225.0000,1.1708e+00,8.1346e-01,1.1386e+00,9.5680e-01,1.8867e+00,1.7325e+00
3232.5000,1.0885e+00,8.6540e-01,1.0953e+00,9.4981e-01,2.0785e+00,1.6765e+00
3240.0000,1.1187e+00,8.5201e-01,1.0952e+00,9.2331e-01,2.1582e+00,1.6220e+00
3247.5000,1.0700e+00,9.3421e-01,1.0799e+00,8.1014e-01,2.0817e+00,1.6687e+00
3255.0000,1.0903e+00,8.9728e-01,1.0798e+00,9.3443e-01,2.1068e+00,1.7699e+00
3262.5000,1.1322e+00,8.0677e-01,1.1037e+00,9.5821e-01,2.2348e+00,1.7278e+00
3270.0000,1.0231e+00,8.6206e-01,1.0925e+00,8.5480e-01,2.2347e+00,1.7185e+00
3277.5000,9.9282e-01,8.1182e-01,1.0505e+00,8.5898e-01,2.2395e+00,1.7575e+00
3285.0000,1.0466e+00,8.7717e-01,1.0910e+00,8.6740e-01,2.2207e+00,1.6267e+00
3292.5000,1.0130e+00,8.2351e-01,1.1009e+00,8.5769e-01,2.2566e+00,1.6220e+00
3300.0000,1.0113e+00,8.3361e-01,1.0155e+00,8.9253e-01,2.3832e+00,1.6033e+00
3307.5000,1.0734e+00,7.4145e-01,1.0449e+00,8.1710e-01,2.3895e+00,1.6500e+00
3315.0000,1.1960e+00,8.0180e-01,1.0813e+00,8.7714e-01,2.4133e+00,1.7107e+00
3322.5000,1.0549e+00,7.4482e-01,1.0141e+00,8.7018e-01,2.3854e+00,1.6298e+00
3330.0000,1.0667e+00,8.6542e-01,1.0281e+00,8.3244e-01,2.7022e+00,1.5566e+00
3337.5000,1.0398e+00,7.8836e-01,9.6657e-01,8.7717e-01,2.6613e+00,1.5971e+00
3345.0000,1.0265e+00,8.5537e-01,1.0226e+00,7.9197e-01,2.8994e+00,1.6205e+00
3352.5000,9.6096e-01,7.9839e-01,1.0352e+00,7.9615e-01,2.8335e+00,1.5925e+00
3360.0000,9.6600e-01,8.2188e-01,1.0001e+00,8.1015e-01,2.8902e+00,1.6547e+00
3367.5000,9.8623e-01,8.4697e-01,9.6654e-01,8.9672e-01,2.9419e+00,1.6501e+00
3375.0000,9.3252e-01,7.0295e-01,9.8194e-01,7.7661e-01,2.8036e+00,1.6314e+00
3382.5000,9.1910e-01,7.3145e-01,9.9037e-01,8.5760e-01,2.7834e+00,1.6002e+00
3390.0000,9.1235e-01,7.1633e-01,9.5398e-01,8.4643e-01,2.7015e+00,1.6097e+00
3397.5000,9.9790e-01,6.8286e-01,9.8757e-01,8.1009e-01,2.6858e+00,1.6049e+00
3405.0000,9.5766e-01,7.4314e-01,9.3022e-01,8.1430e-01,2.6589e+00,1.6096e+00
3412.5000,9.1571e-01,7.7159e-01,8.9949e-01,7.9059e-01,2.6117e+00,1.5194e+00
3420.0000,9.6604e-01,6.7784e-01,9.1627e-01,7.5986e-01,2.7156e+00,1.4774e+00
3427.5000,9.6940e-01,7.1802e-01,9.1629e-01,6.9431e-01,2.8111e+00,1.6049e+00
3435.0000,8.9395e-01,7.2637e-01,9.6795e-01,6.2176e-01,2.7373e+00,1.6112e+00
3442.5000,9.1741e-01,7.0126e-01,8.7854e-01,7.5149e-01,2.6918e+00,1.5536e+00
3450.0000,9.2246e-01,7.3475e-01,8.5627e-01,7.2359e-01,2.6808e+00,1.5209e+00
3457.5000,8.3525e-01,6.4604e-01,8.9252e-01,7.2361e-01,2.7263e+00,1.5956e+00
3465.0000,9.1405e-01,7.0797e-01,9.3866e-01,7.2640e-01,2.7672e+00,1.5396e+00
3472.5000,8.9225e-01,7.1464e-01,8.7856e-01,7.1940e-01,2.7154e+00,1.4355e+00
3480.0000,9.3246e-01,6.6444e-01,8.4223e-01,7.0125e-01,2.6825e+00,1.5287e+00
3487.5000,8.7379e-01,7.0632e-01,8.0314e-01,6.7477e-01,2.7436e+00,1.5302e+00
3495.0000,8.9556e-01,6.4604e-01,8.6741e-01,7.0547e-01,2.5977e+00,1.4541e+00
3502.5000,8.6885e-01,6.6111e-01,8.6179e-01,7.3479e-01,2.6339e+00,1.5831e+00
3510.0000,8.6876e-01,6.3431e-01,8.4084e-01,7.4175e-01,2.6810e+00,1.4526e+00
3517.5000,8.2186e-01,6.6777e-01,8.0455e-01,6.9011e-01,2.5664e+00,1.3454e+00
3525.0000,8.4363e-01,6.1926e-01,8.2266e-01,7.4313e-01,2.5275e+00,1.4308e+00
3532.5000,8.5701e-01,6.1757e-01,8.2553e-01,7.0410e-01,2.4600e+00,1.3935e+00
3540.0000,9.0236e-01,6.4940e-01,7.9056e-01,7.3754e-01,2.5883e+00,1.4090e+00
3547.5000,8.1679e-01,6.2595e-01,8.2408e-01,6.1759e-01,2.4757e+00,1.4449e+00
3555.0000,8.5536e-01,6.7111e-01,7.9334e-01,7.1939e-01,2.4428e+00,1.3393e+00
3562.5000,8.2519e-01,6.4769e-01,8.6319e-01,6.9150e-01,2.4082e+00,1.3128e+00
3570.0000,8.1347e-01,6.3264e-01,7.6684e-01,7.0825e-01,2.4600e+00,1.4262e+00
3577.5000,8.2187e-01,6.1088e-01,7.8921e-01,6.8591e-01,2.4350e+00,1.3532e+00
3585.0000,8.0340e-01,6.2594e-01,7.6125e-01,6.2596e-01,2.2957e+00,1.3532e+00
3592.5000,7.5484e-01,6.0087e-01,7.6965e-01,6.5943e-01,2.3129e+00,1.2927e+00
3600.0000,7.9002e-01,6.6609e-01,8.0035e-01,6.4688e-01,2.3646e+00,1.3252e+00
3607.5000,7.4149e-01,5.9083e-01,7.8498e-01,6.5802e-01,2.3395e+00,1.3144e+00
3615.0000,7.8832e-01,6.0921e-01,7.2079e-01,6.3012e-01,2.2691e+00,1.3626e+00
3622.5000,7.7996e-01,5.6074e-01,7.8919e-01,6.4269e-01,2.1942e+00,1.3160e+00
3630.0000,7.7493e-01,6.0255e-01,8.0731e-01,6.0922e-01,2.2801e+00,1.2662e+00
3637.5000,8.0512e-01,5.7075e-01,7.5427e-01,6.3574e-01,2.2909e+00,1.3066e+00
3645.0000,7.3140e-01,6.1927e-01,7.6685e-01,6.3850e-01,2.1598e+00,1.3253e+00
3652.5000,7.1970e-01,5.7576e-01,7.5571e-01,6.1205e-01,2.2004e+00,1.2943e+00
3660.0000,7.4981e-01,5.6573e-01,7.1382e-01,6.7758e-01,2.1488e+00,1.2445e+00
3667.5000,7.7667e-01,5.6910e-01,6.9570e-01,6.2738e-01,2.0458e+00,1.2478e+00
3675.0000,6.9125e-01,5.8246e-01,7.7940e-01,5.8552e-01,2.0863e+00,1.2633e+00
3682.5000,7.9837e-01,5.5904e-01,7.1660e-01,6.1063e-01,2.1222e+00,1.2788e+00
3690.0000,7.5484e-01,5.6071e-01,7.4453e-01,5.8413e-01,2.1254e+00,1.2585e+00
3697.5000,7.2138e-01,5.6906e-01,6.9012e-01,5.6044e-01,2.0957e+00,1.2461e+00
3705.0000,6.8785e-01,5.4735e-01,7.4591e-01,5.9807e-01,2.2097e+00,1.2275e+00
3712.5000,7.2810e-01,5.2227e-01,7.9195e-01,5.9531e-01,2.0661e+00,1.1685e+00
3720.0000,6.9629e-01,5.7745e-01,6.5523e-01,5.8273e-01,1.9896e+00,1.1949e+00
3727.5000,7.4486e-01,5.5235e-01,7.0548e-01,5.8692e-01,2.0177e+00,1.3004e+00
3735.0000,7.0964e-01,5.5401e-01,7.3755e-01,5.6462e-01,2.0411e+00,1.2197e+00
3742.5000,7.2133e-01,5.6741e-01,6.8035e-01,5.7716e-01,2.0426e+00,1.1468e+00
3750.0000,7.0292e-01,5.5741e-01,6.4687e-01,6.1479e-01,2.0286e+00,1.2182e+00
3757.5000,6.6945e-01,5.2394e-01,7.1242e-01,5.7995e-01,1.9414e+00,1.1314e+00
3765.0000,6.6610e-01,5.6240e-01,6.6642e-01,5.7718e-01,2.0707e+00,1.1686e+00
3772.5000,6.6446e-01,5.3732e-01,7.0966e-01,6.0368e-01,1.9413e+00,1.1437e+00
3780.0000,6.7782e-01,5.3897e-01,6.9572e-01,6.0365e-01,2.1333e+00,1.1345e+00
3787.5000,6.1931e-01,5.1892e-01,6.7336e-01,5.8132e-01,1.9912e+00,1.1174e+00
3795.0000,7.0963e-01,4.7045e-01,6.0925e-01,5.4510e-01,2.0318e+00,1.1050e+00
