station ID = gr (Granada)
system = VELETA
signal = 355, perpendicular, analog, dark-subtracted
date, time= 21.02.2022, 19UTC
range,E,N,S,W,channel
2415.0000,9.7370e+05,1.1246e+06,7.0480e+05,8.6981e+05,355xsa
2422.5000,9.5112e+05,1.1978e+06,7.0441e+05,8.6647e+05,355xsa
2430.0000,9.4021e+05,1.1730e+06,7.1098e+05,8.6604e+05,355xsa
2437.5000,1.0137e+06,1.1461e+06,7.1980e+05,8.6233e+05,355xsa
2445.0000,9.8305e+05,1.1256e+06,6.9892e+05,8.3969e+05,355xsa
2452.5000,9.8502e+05,1.1834e+06,7.3052e+05,8.2182e+05,355xsa
2460.0000,1.0739e+06,1.1575e+06,7.1305e+05,8.5597e+05,355xsa
2467.5000,9.3665e+05,1.1420e+06,6.9079e+05,8.7007e+05,355xsa
2475.0000,1.0260e+06,1.1563e+06,7.3257e+05,9.2311e+05,355xsa
2482.5000,1.0590e+06,1.1301e+06,6.4888e+05,9.1222e+05,355xsa
2490.0000,9.3574e+05,1.1033e+06,7.4379e+05,8.4756e+05,355xsa
2497.5000,9.7795e+05,1.0749e+06,7.3538e+05,8.7931e+05,355xsa
2505.0000,9.6512e+05,1.0726e+06,6.6559e+05,8.3845e+05,355xsa
2512.5000,1.0777e+06,1.0337e+06,6.7643e+05,8.9055e+05,355xsa
2520.0000,1.0219e+06,1.0545e+06,7.0565e+05,8.5304e+05,355xsa
2527.5000,9.8687e+05,1.0710e+06,6.5898e+05,8.2782e+05,355xsa
2535.0000,8.8297e+05,1.0967e+06,6.6181e+05,8.7150e+05,355xsa
2542.5000,9.3903e+05,1.0469e+06,7.3101e+05,8.7820e+05,355xsa
2550.0000,1.0047e+06,1.1223e+06,6.6394e+05,9.1072e+05,355xsa
2557.5000,9.8361e+05,1.1149e+06,7.1351e+05,8.5069e+05,355xsa
2565.0000,9.0065e+05,1.0950e+06,7.2773e+05,8.5658e+05,355xsa
2572.5000,9.1467e+05,1.0390e+06,6.6404e+05,8.5733e+05,355xsa
2580.0000,9.6896e+05,1.0995e+06,6.4559e+05,7.9354e+05,355xsa
2587.5000,9.2923e+05,1.0784e+06,7.0652e+05,8.6396e+05,355xsa
2595.0000,9.7000e+05,1.1333e+06,7.1473e+05,8.5711e+05,355xsa
2602.5000,1.0344e+06,1.1412e+06,7.2943e+05,9.2335e+05,355xsa
2610.0000,1.0332e+06,1.1919e+06,6.4638e+05,8.0702e+05,355xsa
2617.5000,9.7482e+05,1.1275e+06,7.0768e+05,7.9426e+05,355xsa
2625.0000,1.0019e+06,1.0522e+06,6.8862e+05,8.1679e+05,355xsa
2632.5000,9.8038e+05,1.0089e+06,6.7824e+05,7.8389e+05,355xsa
2640.0000,9.8267e+05,1.0680e+06,6.9604e+05,8.6867e+05,355xsa
2647.5000,1.0073e+06,1.0542e+06,6.6413e+05,7.8786e+05,355xsa
2655.0000,9.6592e+05,1.0934e+06,6.8104e+05,8.3915e+05,355xsa
2662.5000,8.8562e+05,1.0796e+06,6.3661e+05,8.2925e+05,355xsa
2670.0000,9.7686e+05,1.0386e+06,6.9915e+05,8.4963e+05,355xsa
2677.5000,9.4981e+05,1.0668e+06,6.1829e+05,8.2598e+05,355xsa
2685.0000,9.3559e+05,1.0290e+06,7.0996e+05,8.2866e+05,355xsa
2692.5000,9.1503e+05,1.0753e+06,6.4514e+05,8.2224e+05,355xsa
2700.0000,9.9178e+05,1.0932e+06,6.6480e+05,8.3400e+05,355xsa
2707.5000,9.2326e+05,1.0898e+06,6.8017e+05,8.4832e+05,355xsa
2715.0000,8.9566e+05,1.0604e+06,6.7170e+05,8.7052e+05,355xsa
2722.5000,8.9559e+05,1.0577e+06,6.8697e+05,8.3263e+05,355xsa
2730.0000,9.1190e+05,1.0777e+06,6.6450e+05,8.8395e+05,355xsa
2737.5000,8.8416e+05,1.0940e+06,7.0548e+05,8.2710e+05,355xsa
2745.0000,9.1633e+05,1.0666e+06,5.9113e+05,7.7112e+05,355xsa
2752.5000,9.6859e+05,1.0637e+06,6.4546e+05,8.1283e+05,355xsa
2760.0000,9.7878e+05,1.0672e+06,6.7195e+05,7.6538e+05,355xsa
2767.5000,9.8177e+05,1.0315e+06,6.5303e+05,7.4722e+05,355xsa
2775.0000,9.3778e+05,9.5460e+05,5.9551e+05,8.0190e+05,355xsa
2782.5000,8.9930e+05,9.5531e+05,6.7351e+05,8.4455e+05,355xsa
2790.0000,9.0758e+05,1.0003e+06,6.7002e+05,9.2323e+05,355xsa
2797.5000,9.7453e+05,1.0749e+06,6.0812e+05,8.5129e+05,355xsa
2805.0000,9.1043e+05,1.0380e+06,6.8551e+05,7.9267e+05,355xsa
2812.5000,8.9547e+05,1.0039e+06,5.9563e+05,7.9933e+05,355xsa
2820.0000,9.7922e+05,1.0737e+06,6.5459e+05,8.4294e+05,355xsa
2827.5000,9.3106e+05,1.0266e+06,6.6187e+05,7.5911e+05,355xsa
2835.0000,9.0713e+05,9.9824e+05,6.4877e+05,7.7077e+05,355xsa
2842.5000,9.4562e+05,9.9394e+05,6.8315e+05,7.7375e+05,355xsa
2850.0000,9.1566e+05,1.0386e+06,6.1409e+05,7.9023e+05,355xsa
2857.5000,9.3017e+05,1.0208e+06,6.3504e+05,7.8831e+05,355xsa
2865.0000,8.7386e+05,1.0114e+06,6.6536e+05,8.1526e+05,355xsa
2872.5000,8.6865e+05,9.8176e+05,6.1152e+05,7.6417e+05,355xsa
2880.0000,9.0608e+05,1.0288e+06,5.9252e+05,7.4118e+05,355xsa
2887.5000,1.0747e+06,1.0110e+06,6.2782e+05,7.7697e+05,355xsa
2895.0000,9.4679e+05,1.0057e+06,6.0609e+05,7.7903e+05,355xsa
2902.5000,8.6662e+05,1.0318e+06,6.8004e+05,7.4767e+05,355xsa
2910.0000,9.6380e+05,9.8690e+05,6.6835e+05,8.1840e+05,355xsa
2917.5000,9.2435e+05,1.0580e+06,6.8852e+05,7.9984e+05,355xsa
2925.0000,8.0038e+05,1.0096e+06,6.6598e+05,7.4394e+05,355xsa
2932.5000,8.4762e+05,8.8419e+05,6.2014e+05,7.9089e+05,355xsa
2940.0000,8.7012e+05,1.0135e+06,6.2625e+05,8.0900e+05,355xsa
2947.5000,9.0077e+05,9.7569e+05,6.6949e+05,7.8075e+05,355xsa
2955.0000,8.8139e+05,9.7741e+05,6.1993e+05,8.0485e+05,355xsa
2962.5000,9.3316e+05,9.8030e+05,6.0197e+05,7.7682e+05,355xsa
2970.0000,9.0172e+05,1.0474e+06,6.1877e+05,7.2366e+05,355xsa
2977.5000,9.0117e+05,1.0065e+06,6.2040e+05,8.1655e+05,355xsa
2985.0000,8.8156e+05,9.8800e+05,6.1990e+05,7.8474e+05,355xsa
2992.5000,8.6293e+05,9.7446e+05,6.5488e+05,7.8777e+05,355xsa
3000.0000,8.4897e+05,9.5434e+05,6.2920e+05,7.3805e+05,355xsa
3007.5000,9.1360e+05,9.6892e+05,6.2867e+05,7.9538e+05,355xsa
3015.0000,9.4188e+05,1.0483e+06,5.7420e+05,8.0891e+05,355xsa
3022.5000,8.7166e+05,9.7490e+05,5.7675e+05,7.5597e+05,355xsa
3030.0000,8.7225e+05,9.8876e+05,6.0575e+05,7.0404e+05,355xsa
3037.5000,8.9190e+05,9.5927e+05,5.8718e+05,7.6162e+05,355xsa
3045.0000,8.8122e+05,9.5993e+05,5.8506e+05,8.2383e+05,355xsa
3052.5000,9.0294e+05,9.5235e+05,6.2520e+05,7.2716e+05,355xsa
3060.0000,8.5819e+05,9.9860e+05,5.9655e+05,7.7358e+05,355xsa
3067.5000,8.6815e+05,1.0635e+06,6.1223e+05,7.6175e+05,355xsa
3075.0000,8.6919e+05,1.0110e+06,5.8575e+05,7.4144e+05,355xsa
3082.5000,8.6024e+05,1.0385e+06,5.4578e+05,7.8564e+05,355xsa
3090.0000,8.7866e+05,1.0183e+06,5.7497e+05,8.4836e+05,355xsa
3097.5000,8.9301e+05,9.8746e+05,5.7549e+05,8.1314e+05,355xsa
3105.0000,9.0911e+05,9.2625e+05,5.9168e+05,7.4847e+05,355xsa
3112.5000,7.8251e+05,1.0371e+06,6.2835e+05,7.7244e+05,355xsa
3120.0000,8.9482e+05,1.0322e+06,5.9477e+05,7.0294e+05,355xsa
3127.5000,8.4178e+05,9.4901e+05,6.3708e+05,7.1030e+05,355xsa
3135.0000,8.1152e+05,8.9828e+05,6.2215e+05,7.4102e+05,355xsa
3142.5000,8.0604e+05,9.7721e+05,6.9976e+05,7.4122e+05,355xsa
3150.0000,8.5293e+05,9.3043e+05,6.7788e+05,7.6864e+05,355xsa
3157.5000,8.8267e+05,9.6696e+05,6.7402e+05,7.6352e+05,355xsa
3165.0000,8.5191e+05,9.8039e+05,6.1477e+05,7.6002e+05,355xsa
3172.5000,8.4606e+05,8.8578e+05,5.7675e+05,7.1963e+05,355xsa
3180.0000,9.0523e+05,9.9964e+05,6.1718e+05,7.6724e+05,355xsa
3187.5000,8.7680e+05,9.9093e+05,5.4263e+05,7.7637e+05,355xsa
3195.0000,8.7055e+05,1.0260e+06,6.0676e+05,6.6138e+05,355xsa
3202.5000,9.6918e+05,9.5579e+05,5.9466e+05,7.3400e+05,355xsa
3210.0000,9.0214e+05,9.7913e+05,5.8802e+05,7.6991e+05,355xsa
3217.5000,8.6462e+05,9.6547e+05,5.8972e+05,7.4580e+05,355xsa
3225.0000,7.9957e+05,9.8231e+05,5.4842e+05,7.2496e+05,355xsa
3232.5000,7.7709e+05,9.5927e+05,5.8780e+05,7.0638e+05,355xsa
3240.0000,8.8884e+05,9.2815e+05,5.8590e+05,7.6552e+05,355xsa
3247.5000,8.6473e+05,9.9357e+05,5.5359e+05,7.5263e+05,355xsa
3255.0000,8.6658e+05,9.7087e+05,5.4682e+05,7.0979e+05,355xsa
3262.5000,8.2476e+05,1.0060e+06,6.0525e+05,7.4661e+05,355xsa
3270.0000,7.9015e+05,9.4542e+05,5.9644e+05,7.1453e+05,355xsa
3277.5000,8.6877e+05,9.6723e+05,5.9117e+05,7.2546e+05,355xsa
3285.0000,8.0692e+05,9.2266e+05,5.4598e+05,7.9241e+05,355xsa
3292.5000,8.3412e+05,9.1696e+05,6.2635e+05,7.0567e+05,355xsa
3300.0000,7.9512e+05,9.2668e+05,6.0559e+05,7.2328e+05,355xsa
3307.5000,8.5175e+05,1.0102e+06,6.2948e+05,7.2026e+05,355xsa
3315.0000,8.1167e+05,9.9061e+05,5.7722e+05,6.6730e+05,355xsa
3322.5000,8.6585e+05,9.5469e+05,5.9817e+05,6.6584e+05,355xsa
3330.0000,8.3707e+05,9.3045e+05,6.0200e+05,6.9064e+05,355xsa
3337.5000,8.1782e+05,8.9237e+05,5.6394e+05,7.1187e+05,355xsa
3345.0000,8.4236e+05,8.1903e+05,6.1160e+05,7.4010e+05,355xsa
3352.5000,8.7661e+05,9.1259e+05,6.9091e+05,7.8799e+05,355xsa
3360.0000,8.9316e+05,9.6106e+05,6.2667e+05,7.0926e+05,355xsa
3367.5000,7.4305e+05,8.7351e+05,5.5107e+05,7.0744e+05,355xsa
3375.0000,8.0156e+05,9.5036e+05,5.3423e+05,6.4111e+05,355xsa
3382.5000,8.8074e+05,9.2396e+05,5.9670e+05,7.1918e+05,355xsa
3390.0000,8.1065e+05,8.1006e+05,6.0247e+05,7.2004e+05,355xsa
3397.5000,7.3366e+05,8.9227e+05,6.4503e+05,6.8841e+05,355xsa
3405.0000,7.8523e+05,9.0643e+05,5.6655e+05,6.7299e+05,355xsa
3412.5000,7.8553e+05,1.0008e+06,6.0457e+05,6.8819e+05,355xsa
3420.0000,7.3944e+05,9.4258e+05,5.4976e+05,6.7853e+05,355xsa
3427.5000,8.1157e+05,9.5110e+05,5.7248e+05,6.9505e+05,355xsa
3435.0000,7.6874e+05,9.3527e+05,5.9857e+05,7.9686e+05,355xsa
3442.5000,8.6206e+05,9.4860e+05,5.8794e+05,6.9512e+05,355xsa
3450.0000,7.8999e+05,8.8457e+05,5.6832e+05,7.0501e+05,355xsa
3457.5000,7.9869e+05,8.4993e+05,5.7970e+05,7.1335e+05,355xsa
3465.0000,8.6685e+05,9.3174e+05,6.3511e+05,6.6518e+05,355xsa
3472.5000,7.9011e+05,8.5569e+05,5.4306e+05,7.5306e+05,355xsa
3480.0000,8.2800e+05,8.6677e+05,5.7455e+05,7.3005e+05,355xsa
3487.5000,7.2688e+05,9.0308e+05,6.2608e+05,7.5133e+05,355xsa
3495.0000,7.4905e+05,8.5067e+05,5.3771e+05,7.3553e+05,355xsa
3502.5000,9.0276e+05,9.7447e+05,6.4811e+05,7.5033e+05,355xsa
3510.0000,8.4735e+05,9.6069e+05,6.5130e+05,6.8257e+05,355xsa
3517.5000,7.6963e+05,9.0233e+05,5.7484e+05,7.6557e+05,355xsa
3525.0000,7.7333e+05,9.4534e+05,5.8066e+05,7.7053e+05,355xsa
3532.5000,8.4598e+05,8.1785e+05,5.8821e+05,6.5329e+05,355xsa
3540.0000,8.8907e+05,7.9075e+05,5.6183e+05,6.9811e+05,355xsa
3547.5000,7.8111e+05,8.2012e+05,5.6379e+05,6.9211e+05,355xsa
3555.0000,8.0668e+05,8.3516e+05,5.4947e+05,7.6828e+05,355xsa
3562.5000,8.3073e+05,9.7029e+05,5.8104e+05,6.7260e+05,355xsa
3570.0000,8.0789e+05,9.1262e+05,6.1243e+05,7.0999e+05,355xsa
3577.5000,7.8093e+05,8.7482e+05,5.5038e+05,7.0170e+05,355xsa
3585.0000,8.2210e+05,8.1229e+05,5.2873e+05,6.8810e+05,355xsa
3592.5000,7.7918e+05,8.7255e+05,5.4713e+05,6.9798e+05,355xsa
3600.0000,8.7335e+05,8.6522e+05,5.6479e+05,7.0397e+05,355xsa
3607.5000,7.5262e+05,8.3222e+05,5.6141e+05,6.8618e+05,355xsa
3615.0000,7.9694e+05,8.8130e+05,5.1813e+05,6.5183e+05,355xsa
3622.5000,8.8786e+05,8.8896e+05,5.6743e+05,6.9590e+05,355xsa
3630.0000,8.4465e+05,9.7571e+05,5.3852e+05,6.5323e+05,355xsa
3637.5000,7.7102e+05,9.6225e+05,5.5644e+05,6.9674e+05,355xsa
3645.0000,7.8231e+05,9.9504e+05,6.1637e+05,7.2708e+05,355xsa
3652.5000,7.9231e+05,8.8973e+05,5.3934e+05,6.7085e+05,355xsa
3660.0000,6.4940e+05,8.5571e+05,5.6516e+05,6.8450e+05,355xsa
3667.5000,7.9565e+05,9.5403e+05,5.2965e+05,7.6571e+05,355xsa
3675.0000,7.9570e+05,8.1240e+05,5.7301e+05,6.2742e+05,355xsa
3682.5000,8.0447e+05,8.6719e+05,5.8592e+05,6.8513e+05,355xsa
3690.0000,8.5850e+05,8.3012e+05,5.4078e+05,6.9116e+05,355xsa
3697.5000,7.0632e+05,8.0616e+05,5.8051e+05,7.0184e+05,355xsa
3705.0000,7.9525e+05,8.4153e+05,6.2938e+05,6.2050e+05,355xsa
3712.5000,7.4990e+05,8.2626e+05,5.2451e+05,6.3235e+05,355xsa
3720.0000,7.1260e+05,9.2292e+05,5.9181e+05,7.2542e+05,355xsa
3727.5000,7.8281e+05,9.0216e+05,6.1256e+05,6.6007e+05,355xsa
3735.0000,8.0440e+05,1.0074e+06,6.0558e+05,6.2444e+05,355xsa
3742.5000,7.5115e+05,8.5248e+05,5.0406e+05,6.3264e+05,355xsa
3750.0000,7.9848e+05,8.2302e+05,5.2134e+05,6.9142e+05,355xsa
3757.5000,7.9068e+05,8.7033e+05,6.1242e+05,7.2768e+05,355xsa
3765.0000,7.5108e+05,8.1857e+05,6.0334e+05,8.0024e+05,355xsa
3772.5000,8.6790e+05,8.8598e+05,5.4401e+05,7.2433e+05,355xsa
3780.0000,7.4739e+05,7.7523e+05,5.3988e+05,6.7299e+05,355xsa
3787.5000,7.5134e+05,8.1963e+05,4.5258e+05,7.2233e+05,355xsa
3795.0000,7.1429e+05,8.2190e+05,5.9054e+05,6.5491e+05,355xsa
3802.5000,7.3182e+05,7.3108e+05,5.5319e+05,7.4129e+05,355xsa
3810.0000,8.0456e+05,9.4795e+05,4.9585e+05,6.6551e+05,355xsa
3817.5000,8.2304e+05,9.0427e+05,5.4719e+05,6.4196e+05,355xsa
3825.0000,7.8066e+05,8.8007e+05,5.1464e+05,7.0001e+05,355xsa
3832.5000,7.9369e+05,9.3180e+05,5.5946e+05,6.9679e+05,355xsa
3840.0000,8.0029e+05,8.6849e+05,5.9313e+05,7.6598e+05,355xsa
3847.5000,7.2617e+05,7.1487e+05,5.6435e+05,6.3453e+05,355xsa
3855.0000,7.0231e+05,8.4004e+05,5.4943e+05,7.2363e+05,355xsa
3862.5000,7.6369e+05,8.8679e+05,5.3488e+05,6.2988e+05,355xsa
3870.0000,8.3670e+05,8.4964e+05,5.0804e+05,7.0389e+05,355xsa
3877.5000,7.4824e+05,8.5242e+05,5.0542e+05,6.2561e+05,355xsa
3885.0000,8.0177e+05,8.1480e+05,4.8129e+05,6.7407e+05,355xsa
3892.5000,8.3157e+05,8.2771e+05,5.6685e+05,7.1877e+05,355xsa
3900.0000,6.9354e+05,8.2059e+05,5.2470e+05,6.7103e+05,355xsa
3907.5000,6.0929e+05,8.4859e+05,5.5466e+05,6.1515e+05,355xsa
3915.0000,6.9941e+05,9.4171e+05,5.5628e+05,7.1153e+05,355xsa
3922.5000,6.9062e+05,8.2904e+05,5.9543e+05,6.5638e+05,355xsa
3930.0000,7.1839e+05,9.1020e+05,5.4223e+05,6.3638e+05,355xsa
3937.5000,8.8768e+05,8.5799e+05,5.3064e+05,6.6351e+05,355xsa
3945.0000,7.2335e+05,8.4649e+05,5.7433e+05,7.1245e+05,355xsa
3952.5000,7.5787e+05,8.5554e+05,5.3522e+05,6.5004e+05,355xsa
3960.0000,7.4959e+05,7.6579e+05,5.4735e+05,6.2541e+05,355xsa
3967.5000,6.9749e+05,8.9565e+05,4.8595e+05,6.2458e+05,355xsa
3975.0000,7.7241e+05,8.5353e+05,5.0224e+05,5.9321e+05,355xsa
3982.5000,6.5440e+05,8.4009e+05,5.6649e+05,5.9814e+05,355xsa
3990.0000,7.3132e+05,8.2545e+05,5.9074e+05,5.5238e+05,355xsa
3997.5000,7.1782e+05,8.4589e+05,6.2221e+05,6.4273e+05,355xsa
4005.0000,8.4391e+05,8.7624e+05,6.3433e+05,6.1090e+05,355xsa
4012.5000,6.3756e+05,7.8296e+05,4.8121e+05,5.5699e+05,355xsa
4020.0000,7.9274e+05,7.4645e+05,5.6735e+05,6.1384e+05,355xsa
4027.5000,8.0725e+05,8.2235e+05,5.8651e+05,5.9854e+05,355xsa
4035.0000,6.8776e+05,7.9673e+05,5.0649e+05,6.7360e+05,355xsa
4042.5000,7.5014e+05,8.1852e+05,5.7316e+05,6.0024e+05,355xsa
4050.0000,7.7015e+05,8.0322e+05,5.5917e+05,6.5305e+05,355xsa
4057.5000,6.7872e+05,8.0396e+05,5.4841e+05,7.2019e+05,355xsa
4065.0000,7.5907e+05,8.1926e+05,5.7732e+05,6.0246e+05,355xsa
4072.5000,7.4276e+05,7.7058e+05,5.2775e+05,6.8449e+05,355xsa
4080.0000,7.4381e+05,6.8203e+05,5.7200e+05,6.2440e+05,355xsa
4087.5000,6.8936e+05,8.0174e+05,4.7672e+05,5.7065e+05,355xsa
4095.0000,6.5780e+05,7.2513e+05,4.7052e+05,5.5740e+05,355xsa
4102.5000,7.2124e+05,8.6353e+05,4.8821e+05,7.7447e+05,355xsa
4110.0000,7.6166e+05,7.6995e+05,5.0431e+05,6.3018e+05,355xsa
4117.5000,7.2365e+05,8.1470e+05,5.3488e+05,6.2961e+05,355xsa
4125.0000,7.4416e+05,6.6833e+05,5.2875e+05,6.1288e+05,355xsa
4132.5000,7.3992e+05,6.4413e+05,5.3010e+05,6.1395e+05,355xsa
4140.0000,8.0476e+05,8.2131e+05,5.8023e+05,5.9760e+05,355xsa
4147.5000,6.7827e+05,7.1294e+05,5.1122e+05,6.0792e+05,355xsa
4155.0000,6.9476e+05,7.5706e+05,4.7036e+05,6.3879e+05,355xsa
4162.5000,6.6263e+05,8.3848e+05,4.6091e+05,6.6987e+05,355xsa
4170.0000,7.3279e+05,7.9966e+05,4.4489e+05,5.9745e+05,355xsa
4177.5000,8.1409e+05,8.1319e+05,4.3940e+05,6.0374e+05,355xsa
4185.0000,7.2679e+05,8.9149e+05,4.4275e+05,6.4449e+05,355xsa
4192.5000,6.6030e+05,8.0832e+05,5.1642e+05,6.8552e+05,355xsa
4200.0000,7.4816e+05,7.7893e+05,4.5370e+05,5.5825e+05,355xsa
4207.5000,6.4224e+05,8.3391e+05,5.1952e+05,5.6565e+05,355xsa
4215.0000,7.4267e+05,7.0924e+05,5.8459e+05,5.7549e+05,355xsa
4222.5000,7.2779e+05,7.7703e+05,4.7006e+05,5.5700e+05,355xsa
4230.0000,7.8859e+05,9.5200e+05,5.3237e+05,5.4079e+05,355xsa
4237.5000,7.7861e+05,7.7586e+05,4.8801e+05,6.0356e+05,355xsa
4245.0000,7.2214e+05,8.8487e+05,5.4470e+05,5.8493e+05,355xsa
4252.5000,7.7617e+05,7.5501e+05,5.8646e+05,6.3603e+05,355xsa
4260.0000,7.3463e+05,7.9150e+05,4.8952e+05,6.3951e+05,355xsa
4267.5000,8.2424e+05,8.9736e+05,5.1654e+05,6.1646e+05,355xsa
4275.0000,6.0418e+05,8.1629e+05,5.0226e+05,5.5607e+05,355xsa
4282.5000,6.3302e+05,8.5831e+05,5.4193e+05,6.0650e+05,355xsa
4290.0000,7.1507e+05,7.8710e+05,4.1722e+05,5.9241e+05,355xsa
4297.5000,6.7251e+05,7.1975e+05,5.4574e+05,6.5770e+05,355xsa
4305.0000,8.0927e+05,7.7000e+05,5.2315e+05,5.7710e+05,355xsa
4312.5000,6.6650e+05,7.2290e+05,4.9535e+05,6.6419e+05,355xsa
4320.0000,6.5491e+05,7.8676e+05,5.3186e+05,6.0010e+05,355xsa
4327.5000,6.9970e+05,7.7109e+05,4.5882e+05,6.3518e+05,355xsa
4335.0000,6.7029e+05,7.6676e+05,5.5658e+05,5.0429e+05,355xsa
4342.5000,6.9370e+05,8.6336e+05,5.1952e+05,5.7121e+05,355xsa
4350.0000,6.8263e+05,8.7147e+05,5.2645e+05,6.4373e+05,355xsa
4357.5000,7.7765e+05,8.2751e+05,4.5427e+05,6.0734e+05,355xsa
4365.0000,7.0349e+05,8.1292e+05,4.1903e+05,6.1783e+05,355xsa
4372.5000,7.5645e+05,8.4747e+05,4.7295e+05,5.6294e+05,355xsa
4380.0000,6.2707e+05,7.0345e+05,4.6612e+05,5.3106e+05,355xsa
4387.5000,5.9334e+05,7.0847e+05,4.1292e+05,5.5180e+05,355xsa
4395.0000,6.6606e+05,7.6719e+05,5.0794e+05,5.0590e+05,355xsa
4402.5000,7.3665e+05,8.0659e+05,5.4252e+05,5.8383e+05,355xsa
4410.0000,7.2927e+05,7.4475e+05,5.7007e+05,5.9438e+05,355xsa
4417.5000,5.9090e+05,7.4861e+05,4.4306e+05,5.1970e+05,355xsa
4425.0000,6.3736e+05,7.1068e+05,4.3792e+05,5.6460e+05,355xsa
4432.5000,6.6616e+05,7.9165e+05,5.0732e+05,5.5719e+05,355xsa
4440.0000,6.6842e+05,7.4156e+05,4.6495e+05,4.6487e+05,355xsa
4447.5000,6.7001e+05,8.4327e+05,5.1143e+05,5.3683e+05,355xsa
4455.0000,6.4738e+05,8.3939e+05,5.4813e+05,5.8707e+05,355xsa
4462.5000,6.9883e+05,8.3075e+05,5.1151e+05,6.5721e+05,355xsa
4470.0000,6.8763e+05,7.6109e+05,5.9246e+05,6.4046e+05,355xsa
4477.5000,6.0774e+05,6.7125e+05,4.9526e+05,5.5633e+05,355xsa
4485.0000,6.2545e+05,7.0554e+05,5.5486e+05,5.9841e+05,355xsa
4492.5000,7.1510e+05,7.1748e+05,4.1788e+05,6.5650e+05,355xsa
4500.0000,7.6278e+05,7.6585e+05,5.1809e+05,6.2095e+05,355xsa
4507.5000,8.3142e+05,7.3329e+05,4.8126e+05,6.0306e+05,355xsa
4515.0000,6.3661e+05,7.8064e+05,4.9945e+05,6.1473e+05,355xsa
4522.5000,6.3804e+05,7.6314e+05,5.4130e+05,6.5005e+05,355xsa
4530.0000,7.0205e+05,6.6831e+05,4.8051e+05,4.8183e+05,355xsa
4537.5000,6.6251e+05,7.0402e+05,4.4164e+05,5.6506e+05,355xsa
4545.0000,5.7789e+05,7.8755e+05,3.9829e+05,6.0823e+05,355xsa
4552.5000,6.5145e+05,6.3142e+05,4.9162e+05,5.6529e+05,355xsa
4560.0000,7.2054e+05,6.6662e+05,4.9536e+05,5.7702e+05,355xsa
4567.5000,7.2856e+05,7.8970e+05,5.2456e+05,6.2628e+05,355xsa
4575.0000,7.4728e+05,6.2845e+05,5.4331e+05,6.0919e+05,355xsa
4582.5000,6.6646e+05,7.7854e+05,5.5007e+05,4.9875e+05,355xsa
4590.0000,7.5789e+05,8.2964e+05,5.4188e+05,5.5179e+05,355xsa
4597.5000,5.9920e+05,7.9152e+05,4.6128e+05,4.7481e+05,355xsa
4605.0000,7.2333e+05,7.7111e+05,5.0590e+05,4.9001e+05,355xsa
4612.5000,6.7810e+05,7.7362e+05,6.1858e+05,5.7452e+05,355xsa
4620.0000,6.7597e+05,7.9929e+05,5.3885e+05,5.9375e+05,355xsa
4627.5000,6.8542e+05,6.4369e+05,5.2029e+05,5.9640e+05,355xsa
4635.0000,6.5343e+05,6.6543e+05,5.2052e+05,6.0271e+05,355xsa
4642.5000,7.0740e+05,7.9029e+05,4.3529e+05,5.5353e+05,355xsa
4650.0000,6.8111e+05,6.4630e+05,4.1398e+05,6.0369e+05,355xsa
4657.5000,6.0098e+05,7.4174e+05,4.4031e+05,5.6594e+05,355xsa
4665.0000,5.8153e+05,8.4148e+05,4.5427e+05,5.0360e+05,355xsa
4672.5000,6.4333e+05,7.5689e+05,5.1714e+05,5.0078e+05,355xsa
4680.0000,6.8622e+05,7.1107e+05,4.8837e+05,5.2466e+05,355xsa
4687.5000,6.0056e+05,7.9749e+05,4.9366e+05,6.4101e+05,355xsa
4695.0000,6.6598e+05,8.4636e+05,5.1840e+05,7.5885e+05,355xsa
4702.5000,7.1756e+05,7.3291e+05,5.0657e+05,5.6269e+05,355xsa
4710.0000,5.9506e+05,6.6308e+05,4.3977e+05,5.8553e+05,355xsa
4717.5000,6.3542e+05,7.9341e+05,4.8491e+05,5.8439e+05,355xsa
4725.0000,7.4941e+05,7.1800e+05,5.4547e+05,5.5901e+05,355xsa
4732.5000,5.8330e+05,7.2484e+05,5.0394e+05,5.7824e+05,355xsa
4740.0000,6.4149e+05,7.8805e+05,4.6138e+05,5.2449e+05,355xsa
4747.5000,5.5416e+05,7.8138e+05,4.1625e+05,5.0935e+05,355xsa
4755.0000,6.2794e+05,8.3825e+05,4.4975e+05,5.3778e+05,355xsa
4762.5000,6.2608e+05,6.4951e+05,4.2503e+05,5.5715e+05,355xsa
4770.0000,5.8410e+05,6.5850e+05,4.1249e+05,5.0031e+05,355xsa
4777.5000,6.6406e+05,7.5802e+05,4.5710e+05,6.3105e+05,355xsa
4785.0000,5.9399e+05,7.1230e+05,4.2363e+05,5.4536e+05,355xsa
4792.5000,6.2620e+05,5.3474e+05,4.4208e+05,5.8832e+05,355xsa
4800.0000,5.8678e+05,7.9486e+05,4.5830e+05,4.3323e+05,355xsa
4807.5000,6.7399e+05,6.2267e+05,4.2135e+05,5.3954e+05,355xsa
4815.0000,6.7296e+05,6.7098e+05,4.3760e+05,6.4336e+05,355xsa
4822.5000,6.3643e+05,7.5818e+05,4.2714e+05,5.9256e+05,355xsa
4830.0000,7.8151e+05,8.5858e+05,4.2610e+05,5.4855e+05,355xsa
