station ID = gr (Granada)
system = VELETA
signal = 355, parallel, analog, dark-subtracted
date, time= 21.02.2022, 19UTC
range,E,N,S,W,channel
2430.0000,4.7073e+05,3.8789e+05,4.3352e+05,5.0441e+05,355xpa
2437.5000,4.5492e+05,3.7619e+05,4.5694e+05,5.3390e+05,355xpa
2445.0000,4.7068e+05,3.8985e+05,4.4274e+05,5.5117e+05,355xpa
2452.5000,4.6114e+05,4.0815e+05,4.5260e+05,4.9871e+05,355xpa
2460.0000,4.5371e+05,3.7907e+05,4.3445e+05,5.3334e+05,355xpa
2467.5000,4.7093e+05,4.0201e+05,4.2823e+05,5.0545e+05,355xpa
2475.0000,4.2626e+05,4.1256e+05,4.3167e+05,5.0084e+05,355xpa
2482.5000,4.2341e+05,4.0462e+05,4.3679e+05,5.1996e+05,355xpa
2490.0000,4.3123e+05,4.0686e+05,4.2095e+05,5.1765e+05,355xpa
2497.5000,4.4208e+05,3.6344e+05,4.3511e+05,5.0872e+05,355xpa
2505.0000,4.6302e+05,3.9178e+05,4.3156e+05,5.0561e+05,355xpa
2512.5000,4.6109e+05,4.0184e+05,4.1533e+05,5.0180e+05,355xpa
2520.0000,4.1909e+05,4.0381e+05,4.6236e+05,5.1126e+05,355xpa
2527.5000,4.4692e+05,4.2353e+05,4.3242e+05,4.9179e+05,355xpa
2535.0000,4.2431e+05,3.9796e+05,4.2171e+05,5.1497e+05,355xpa
2542.5000,4.5618e+05,3.9528e+05,4.2706e+05,5.1714e+05,355xpa
2550.0000,4.5865e+05,3.9629e+05,4.3289e+05,4.9728e+05,355xpa
2557.5000,4.0040e+05,3.9308e+05,4.0529e+05,5.1395e+05,355xpa
2565.0000,4.1546e+05,3.8023e+05,4.1257e+05,4.7929e+05,355xpa
2572.5000,4.1543e+05,3.8739e+05,4.3585e+05,4.8726e+05,355xpa
2580.0000,4.2462e+05,3.9665e+05,4.2599e+05,5.0251e+05,355xpa
2587.5000,4.3367e+05,3.9896e+05,4.2211e+05,5.0294e+05,355xpa
2595.0000,4.3824e+05,4.1223e+05,4.3734e+05,5.0358e+05,355xpa
2602.5000,4.4973e+05,3.7927e+05,3.8915e+05,4.7114e+05,355xpa
2610.0000,3.9877e+05,4.1770e+05,4.0386e+05,5.0410e+05,355xpa
2617.5000,4.1639e+05,3.7460e+05,4.2941e+05,4.8518e+05,355xpa
2625.0000,4.0827e+05,3.7371e+05,4.5569e+05,4.9357e+05,355xpa
2632.5000,4.1577e+05,3.7585e+05,4.5054e+05,4.9921e+05,355xpa
2640.0000,4.2807e+05,3.6335e+05,4.3658e+05,4.4419e+05,355xpa
2647.5000,4.2409e+05,3.6637e+05,4.3503e+05,4.3556e+05,355xpa
2655.0000,4.2817e+05,3.8135e+05,4.2269e+05,4.6096e+05,355xpa
2662.5000,4.3083e+05,3.8158e+05,3.8472e+05,5.0297e+05,355xpa
2670.0000,4.1973e+05,3.8687e+05,3.9486e+05,4.8914e+05,355xpa
2677.5000,4.1359e+05,3.9245e+05,3.8664e+05,4.9699e+05,355xpa
2685.0000,4.3496e+05,3.6925e+05,4.0835e+05,4.3894e+05,355xpa
2692.5000,4.0620e+05,4.1922e+05,4.2194e+05,4.6572e+05,355xpa
2700.0000,4.2946e+05,3.8030e+05,3.9316e+05,4.8240e+05,355xpa
2707.5000,4.1769e+05,3.6875e+05,4.3758e+05,4.8831e+05,355xpa
2715.0000,4.0977e+05,3.3758e+05,4.1703e+05,4.4181e+05,355xpa
2722.5000,4.3514e+05,3.7210e+05,4.3265e+05,4.4828e+05,355xpa
2730.0000,4.0244e+05,3.8248e+05,4.0776e+05,4.8055e+05,355xpa
2737.5000,4.0617e+05,3.9856e+05,4.2727e+05,4.4968e+05,355xpa
2745.0000,4.0585e+05,3.7802e+05,3.7165e+05,4.8330e+05,355xpa
2752.5000,4.0910e+05,3.5929e+05,3.4364e+05,4.6489e+05,355xpa
2760.0000,3.9455e+05,3.9816e+05,4.0928e+05,4.5297e+05,355xpa
2767.5000,4.0682e+05,3.8865e+05,4.2760e+05,4.7957e+05,355xpa
2775.0000,4.0772e+05,3.9755e+05,4.0878e+05,4.5947e+05,355xpa
2782.5000,4.0757e+05,3.9209e+05,3.9866e+05,4.5487e+05,355xpa
2790.0000,4.2850e+05,3.8022e+05,4.1031e+05,4.3649e+05,355xpa
2797.5000,4.4751e+05,3.5999e+05,4.2154e+05,4.6006e+05,355xpa
2805.0000,4.3072e+05,3.6593e+05,4.0700e+05,4.8812e+05,355xpa
2812.5000,3.7137e+05,3.5556e+05,4.2795e+05,4.5053e+05,355xpa
2820.0000,3.8844e+05,3.5045e+05,4.0301e+05,4.4404e+05,355xpa
2827.5000,4.1463e+05,3.5800e+05,3.5748e+05,4.7675e+05,355xpa
2835.0000,4.3535e+05,3.2695e+05,3.7082e+05,4.8282e+05,355xpa
2842.5000,4.2752e+05,3.3416e+05,4.0208e+05,4.2131e+05,355xpa
2850.0000,3.8519e+05,3.5161e+05,3.9402e+05,4.1335e+05,355xpa
2857.5000,4.1545e+05,3.5817e+05,3.7091e+05,4.4790e+05,355xpa
2865.0000,3.7062e+05,3.2306e+05,3.7481e+05,4.9671e+05,355xpa
2872.5000,3.9969e+05,3.3174e+05,3.7454e+05,4.4814e+05,355xpa
2880.0000,4.0740e+05,3.4416e+05,3.6385e+05,4.2772e+05,355xpa
2887.5000,3.6658e+05,3.3126e+05,3.9626e+05,4.6527e+05,355xpa
2895.0000,3.8865e+05,3.5144e+05,4.0457e+05,4.8416e+05,355xpa
2902.5000,3.6012e+05,3.6725e+05,3.9925e+05,4.7640e+05,355xpa
2910.0000,3.5624e+05,3.3127e+05,4.0533e+05,4.3524e+05,355xpa
2917.5000,3.6154e+05,3.4250e+05,4.1521e+05,4.6028e+05,355xpa
2925.0000,3.5818e+05,3.4108e+05,4.0314e+05,4.5714e+05,355xpa
2932.5000,4.1772e+05,3.9004e+05,4.0084e+05,4.5074e+05,355xpa
2940.0000,4.0551e+05,3.4986e+05,4.0612e+05,4.7385e+05,355xpa
2947.5000,3.9551e+05,3.0748e+05,3.9170e+05,4.1768e+05,355xpa
2955.0000,3.7800e+05,3.3894e+05,3.7328e+05,4.5325e+05,355xpa
2962.5000,3.7337e+05,3.5731e+05,3.9719e+05,4.5079e+05,355xpa
2970.0000,3.7527e+05,3.5404e+05,3.7469e+05,4.6085e+05,355xpa
2977.5000,3.8047e+05,3.9940e+05,3.8169e+05,4.3854e+05,355xpa
2985.0000,3.9115e+05,3.7152e+05,4.0868e+05,4.5525e+05,355xpa
2992.5000,3.6975e+05,3.3515e+05,3.1241e+05,4.4418e+05,355xpa
3000.0000,3.6794e+05,3.2646e+05,3.7162e+05,4.0250e+05,355xpa
3007.5000,3.4986e+05,3.3974e+05,3.4038e+05,4.4804e+05,355xpa
3015.0000,3.6331e+05,3.5500e+05,4.0030e+05,4.7677e+05,355xpa
3022.5000,3.7131e+05,3.6203e+05,4.2397e+05,4.5902e+05,355xpa
3030.0000,3.8436e+05,3.4174e+05,3.5576e+05,4.0654e+05,355xpa
3037.5000,4.0346e+05,3.1123e+05,3.4064e+05,4.1074e+05,355xpa
3045.0000,3.9069e+05,3.5078e+05,3.4201e+05,4.2566e+05,355xpa
3052.5000,3.7588e+05,3.2031e+05,3.7116e+05,4.2839e+05,355xpa
3060.0000,3.7932e+05,3.3616e+05,3.9457e+05,4.2828e+05,355xpa
3067.5000,3.9648e+05,3.3749e+05,3.7992e+05,4.5174e+05,355xpa
3075.0000,3.3242e+05,3.3562e+05,3.3756e+05,4.6709e+05,355xpa
3082.5000,3.6560e+05,3.1375e+05,3.3535e+05,4.5360e+05,355xpa
3090.0000,3.6058e+05,3.4376e+05,3.5478e+05,4.3866e+05,355xpa
3097.5000,3.3697e+05,3.0999e+05,3.5780e+05,4.1478e+05,355xpa
3105.0000,3.3501e+05,3.0953e+05,3.2491e+05,4.0013e+05,355xpa
3112.5000,3.4812e+05,3.3860e+05,3.5996e+05,3.9911e+05,355xpa
3120.0000,3.2011e+05,3.2770e+05,3.4983e+05,4.1852e+05,355xpa
3127.5000,3.3093e+05,3.4287e+05,3.6344e+05,4.4208e+05,355xpa
3135.0000,3.5650e+05,2.8989e+05,3.5553e+05,4.2155e+05,355xpa
3142.5000,3.9603e+05,2.9128e+05,3.7263e+05,4.0014e+05,355xpa
3150.0000,3.1823e+05,3.3033e+05,3.7104e+05,4.4308e+05,355xpa
3157.5000,3.8326e+05,3.3630e+05,3.4950e+05,4.3674e+05,355xpa
3165.0000,3.5453e+05,3.4435e+05,3.6236e+05,4.3203e+05,355xpa
3172.5000,3.3882e+05,3.2416e+05,3.4839e+05,4.2385e+05,355xpa
3180.0000,3.6133e+05,3.3597e+05,3.5004e+05,4.1969e+05,355xpa
3187.5000,3.3446e+05,3.4341e+05,3.6960e+05,4.0893e+05,355xpa
3195.0000,3.5852e+05,2.9694e+05,3.6996e+05,4.0255e+05,355xpa
3202.5000,3.4665e+05,3.1607e+05,3.9186e+05,4.0097e+05,355xpa
3210.0000,3.5526e+05,3.2139e+05,3.8427e+05,4.0006e+05,355xpa
3217.5000,3.0360e+05,3.1623e+05,3.2642e+05,3.8018e+05,355xpa
3225.0000,3.5260e+05,3.4837e+05,3.4028e+05,4.0169e+05,355xpa
3232.5000,3.4220e+05,3.1245e+05,3.4612e+05,4.1666e+05,355xpa
3240.0000,3.4272e+05,2.6979e+05,3.6587e+05,3.9868e+05,355xpa
3247.5000,4.0256e+05,3.4896e+05,3.8543e+05,3.9767e+05,355xpa
3255.0000,3.6170e+05,3.0784e+05,3.7285e+05,4.1494e+05,355xpa
3262.5000,3.7960e+05,3.3668e+05,3.4319e+05,3.8439e+05,355xpa
3270.0000,3.9222e+05,3.0235e+05,3.3934e+05,3.5319e+05,355xpa
3277.5000,3.9657e+05,3.2376e+05,3.4017e+05,3.9121e+05,355xpa
3285.0000,3.5816e+05,2.9928e+05,3.7318e+05,4.0837e+05,355xpa
3292.5000,3.2049e+05,3.1939e+05,3.6349e+05,3.6688e+05,355xpa
3300.0000,3.1826e+05,3.0682e+05,3.5519e+05,3.7852e+05,355xpa
3307.5000,3.5270e+05,3.0525e+05,3.1751e+05,3.6875e+05,355xpa
3315.0000,3.5021e+05,2.9993e+05,3.7928e+05,3.4398e+05,355xpa
3322.5000,3.2635e+05,3.0915e+05,3.8923e+05,3.6200e+05,355xpa
3330.0000,3.5376e+05,2.9739e+05,3.5679e+05,4.1738e+05,355xpa
3337.5000,3.2666e+05,2.8061e+05,3.1235e+05,3.6943e+05,355xpa
3345.0000,3.3610e+05,2.9590e+05,2.9896e+05,3.9953e+05,355xpa
3352.5000,3.2313e+05,2.6219e+05,2.9078e+05,3.5867e+05,355xpa
3360.0000,3.4639e+05,3.0430e+05,3.2805e+05,3.7481e+05,355xpa
3367.5000,3.3372e+05,3.3795e+05,2.9301e+05,3.9609e+05,355xpa
3375.0000,3.4022e+05,3.2401e+05,2.8775e+05,3.8781e+05,355xpa
3382.5000,3.2778e+05,2.8823e+05,3.4486e+05,3.6899e+05,355xpa
3390.0000,3.3001e+05,2.6498e+05,3.3783e+05,4.1775e+05,355xpa
3397.5000,3.4947e+05,2.8571e+05,3.2368e+05,3.9535e+05,355xpa
3405.0000,3.5258e+05,3.1172e+05,3.7972e+05,3.7392e+05,355xpa
3412.5000,3.0876e+05,2.7285e+05,3.5219e+05,3.7122e+05,355xpa
3420.0000,2.8316e+05,2.9069e+05,3.1609e+05,3.7563e+05,355xpa
3427.5000,3.1466e+05,3.2063e+05,3.1270e+05,4.2585e+05,355xpa
3435.0000,3.0005e+05,3.7002e+05,3.5925e+05,3.2056e+05,355xpa
3442.5000,3.2987e+05,3.1060e+05,3.1504e+05,3.5208e+05,355xpa
3450.0000,3.0550e+05,2.5104e+05,3.3376e+05,3.7096e+05,355xpa
3457.5000,2.8333e+05,3.4450e+05,3.2468e+05,3.3247e+05,355xpa
3465.0000,2.8090e+05,3.0734e+05,2.7726e+05,3.6443e+05,355xpa
3472.5000,3.1276e+05,3.0459e+05,3.5774e+05,4.0850e+05,355xpa
3480.0000,3.1370e+05,3.1576e+05,3.1619e+05,3.4091e+05,355xpa
3487.5000,3.0640e+05,2.7096e+05,2.8294e+05,3.4774e+05,355xpa
3495.0000,3.0358e+05,3.0855e+05,3.3341e+05,3.8194e+05,355xpa
3502.5000,3.1195e+05,3.0073e+05,3.0491e+05,3.9647e+05,355xpa
3510.0000,3.1204e+05,2.8407e+05,2.9203e+05,4.0527e+05,355xpa
3517.5000,3.6075e+05,2.4964e+05,3.2388e+05,3.6465e+05,355xpa
3525.0000,3.1345e+05,2.7682e+05,2.6842e+05,3.5357e+05,355xpa
3532.5000,3.3254e+05,3.3212e+05,2.5434e+05,4.2316e+05,355xpa
3540.0000,3.3693e+05,2.8215e+05,3.2507e+05,4.0543e+05,355xpa
3547.5000,3.0424e+05,3.0296e+05,3.3242e+05,3.4275e+05,355xpa
3555.0000,3.1538e+05,3.0168e+05,3.2954e+05,3.3649e+05,355xpa
3562.5000,2.8446e+05,2.8962e+05,3.1029e+05,3.5297e+05,355xpa
3570.0000,2.7658e+05,2.8954e+05,2.9000e+05,3.4366e+05,355xpa
3577.5000,3.1982e+05,2.8686e+05,3.3156e+05,4.0365e+05,355xpa
3585.0000,2.8370e+05,2.9547e+05,3.1988e+05,3.2477e+05,355xpa
3592.5000,3.5268e+05,3.1857e+05,2.6830e+05,4.2585e+05,355xpa
3600.0000,3.1639e+05,2.6500e+05,2.6854e+05,3.7713e+05,355xpa
3607.5000,2.7096e+05,2.7449e+05,3.2347e+05,3.9634e+05,355xpa
3615.0000,3.2789e+05,2.5127e+05,3.4785e+05,3.6787e+05,355xpa
3622.5000,3.3370e+05,3.0124e+05,3.0438e+05,3.5784e+05,355xpa
3630.0000,2.4532e+05,3.1141e+05,2.8911e+05,3.4369e+05,355xpa
3637.5000,2.8400e+05,3.0239e+05,3.0825e+05,3.5902e+05,355xpa
3645.0000,3.2345e+05,2.6942e+05,2.8881e+05,3.3618e+05,355xpa
3652.5000,3.0127e+05,2.4521e+05,2.8819e+05,3.3938e+05,355xpa
3660.0000,3.1840e+05,2.4667e+05,3.1116e+05,3.2761e+05,355xpa
3667.5000,3.0876e+05,2.1806e+05,2.4954e+05,3.8365e+05,355xpa
3675.0000,3.4344e+05,2.4412e+05,2.7161e+05,3.9895e+05,355xpa
3682.5000,3.2784e+05,2.5799e+05,3.2419e+05,3.1786e+05,355xpa
3690.0000,2.4750e+05,2.9272e+05,3.1675e+05,3.4731e+05,355xpa
3697.5000,3.0364e+05,2.2535e+05,2.8236e+05,3.3389e+05,355xpa
3705.0000,3.0720e+05,2.6394e+05,2.6211e+05,3.0315e+05,355xpa
3712.5000,3.0004e+05,2.3185e+05,2.8653e+05,3.1512e+05,355xpa
3720.0000,2.9281e+05,2.4451e+05,3.2051e+05,3.4876e+05,355xpa
3727.5000,3.2130e+05,2.7281e+05,2.7754e+05,3.2332e+05,355xpa
3735.0000,3.0463e+05,2.5641e+05,3.0750e+05,3.3786e+05,355xpa
3742.5000,2.7928e+05,2.4843e+05,3.5762e+05,3.4777e+05,355xpa
3750.0000,2.1320e+05,2.8135e+05,3.2046e+05,3.1533e+05,355xpa
3757.5000,2.3367e+05,2.6286e+05,2.2748e+05,3.2472e+05,355xpa
3765.0000,2.6775e+05,2.8985e+05,2.8748e+05,3.1641e+05,355xpa
3772.5000,3.2863e+05,2.1963e+05,3.3155e+05,3.1478e+05,355xpa
3780.0000,2.2534e+05,2.5827e+05,2.7719e+05,3.4557e+05,355xpa
3787.5000,2.9770e+05,3.0499e+05,2.5009e+05,3.2652e+05,355xpa
3795.0000,3.4964e+05,2.3251e+05,2.9794e+05,3.4978e+05,355xpa
3802.5000,2.8928e+05,2.3539e+05,2.8246e+05,3.5117e+05,355xpa
3810.0000,2.9288e+05,2.4664e+05,3.1505e+05,3.2058e+05,355xpa
3817.5000,2.6539e+05,2.3330e+05,3.3556e+05,3.4110e+05,355xpa
3825.0000,2.8230e+05,2.1438e+05,2.4664e+05,3.1220e+05,355xpa
3832.5000,2.4857e+05,2.8043e+05,2.6503e+05,3.2587e+05,355xpa
3840.0000,2.6853e+05,2.4605e+05,2.6157e+05,3.2814e+05,355xpa
3847.5000,2.7159e+05,2.7209e+05,2.5607e+05,3.1789e+05,355xpa
3855.0000,2.4193e+05,2.3286e+05,2.7973e+05,3.7705e+05,355xpa
3862.5000,2.9141e+05,2.5248e+05,3.0105e+05,3.2796e+05,355xpa
3870.0000,2.8543e+05,1.9915e+05,2.8699e+05,3.4801e+05,355xpa
3877.5000,3.0743e+05,1.9789e+05,2.9422e+05,3.2388e+05,355xpa
3885.0000,3.1834e+05,1.9149e+05,2.5239e+05,3.3639e+05,355xpa
3892.5000,2.5796e+05,2.7644e+05,2.8212e+05,2.9507e+05,355xpa
3900.0000,3.5843e+05,2.4864e+05,2.8321e+05,3.1992e+05,355xpa
3907.5000,2.8219e+05,2.4494e+05,2.5119e+05,3.1960e+05,355xpa
3915.0000,3.0094e+05,2.4692e+05,2.3605e+05,3.0161e+05,355xpa
3922.5000,3.2451e+05,2.4057e+05,2.5364e+05,2.7357e+05,355xpa
3930.0000,2.8546e+05,2.1270e+05,2.9491e+05,3.3638e+05,355xpa
3937.5000,3.1282e+05,2.0984e+05,2.8290e+05,3.2821e+05,355xpa
3945.0000,2.7023e+05,2.2013e+05,2.8451e+05,3.0783e+05,355xpa
3952.5000,3.3956e+05,2.7762e+05,2.7871e+05,3.2753e+05,355xpa
3960.0000,2.8398e+05,2.2925e+05,2.3194e+05,2.6926e+05,355xpa
3967.5000,2.7012e+05,1.8371e+05,2.6109e+05,3.0975e+05,355xpa
3975.0000,3.1720e+05,2.0850e+05,2.2674e+05,2.7291e+05,355xpa
3982.5000,2.6841e+05,2.2272e+05,2.1147e+05,3.1371e+05,355xpa
3990.0000,2.8884e+05,1.9065e+05,3.1639e+05,3.0842e+05,355xpa
3997.5000,3.2892e+05,2.4661e+05,2.2985e+05,2.9388e+05,355xpa
4005.0000,2.6221e+05,2.2253e+05,2.8997e+05,3.3140e+05,355xpa
4012.5000,2.7738e+05,2.0045e+05,2.9705e+05,3.3210e+05,355xpa
4020.0000,2.9977e+05,1.7491e+05,2.3738e+05,3.5306e+05,355xpa
4027.5000,2.4592e+05,1.9370e+05,2.9213e+05,2.9941e+05,355xpa
4035.0000,2.5622e+05,2.3084e+05,2.9322e+05,3.1266e+05,355xpa
4042.5000,2.6271e+05,2.0457e+05,2.4558e+05,3.0884e+05,355xpa
4050.0000,2.7147e+05,1.7420e+05,2.1370e+05,3.3611e+05,355xpa
4057.5000,2.1166e+05,2.6188e+05,2.4964e+05,2.8826e+05,355xpa
4065.0000,2.2477e+05,2.3373e+05,2.3768e+05,2.6581e+05,355xpa
4072.5000,2.2222e+05,2.2560e+05,2.3463e+05,3.1513e+05,355xpa
4080.0000,1.7114e+05,2.3376e+05,2.3888e+05,3.2814e+05,355xpa
4087.5000,2.3462e+05,2.1141e+05,2.1371e+05,3.4916e+05,355xpa
4095.0000,2.8833e+05,2.2128e+05,2.4007e+05,2.9191e+05,355xpa
4102.5000,2.1467e+05,2.4034e+05,1.9418e+05,3.7511e+05,355xpa
4110.0000,2.6011e+05,1.8684e+05,2.0176e+05,2.5055e+05,355xpa
4117.5000,2.9323e+05,2.3348e+05,2.6914e+05,2.9340e+05,355xpa
4125.0000,1.8013e+05,2.1012e+05,2.3149e+05,3.0773e+05,355xpa
4132.5000,2.5197e+05,2.3692e+05,2.9310e+05,2.8455e+05,355xpa
4140.0000,2.1397e+05,2.3720e+05,2.9707e+05,2.7280e+05,355xpa
4147.5000,2.9402e+05,2.2291e+05,1.8855e+05,3.0119e+05,355xpa
4155.0000,3.0621e+05,1.3888e+05,2.6353e+05,3.3797e+05,355xpa
4162.5000,2.7561e+05,2.4683e+05,2.5744e+05,2.4113e+05,355xpa
4170.0000,2.6187e+05,2.3005e+05,2.4717e+05,2.8384e+05,355xpa
4177.5000,2.2555e+05,2.3975e+05,2.7527e+05,2.5529e+05,355xpa
4185.0000,2.5782e+05,2.2340e+05,2.8694e+05,2.7580e+05,355xpa
4192.5000,2.5100e+05,2.4862e+05,2.6295e+05,3.3516e+05,355xpa
4200.0000,2.4413e+05,2.8119e+05,2.2743e+05,2.5626e+05,355xpa
4207.5000,3.1759e+05,1.7181e+05,2.2284e+05,3.0757e+05,355xpa
4215.0000,2.8320e+05,2.2119e+05,2.3929e+05,2.8037e+05,355xpa
4222.5000,2.7636e+05,1.8150e+05,2.5827e+05,2.4693e+05,355xpa
4230.0000,1.9973e+05,2.4702e+05,1.4095e+05,2.7934e+05,355xpa
4237.5000,2.4364e+05,2.3208e+05,2.3820e+05,2.8459e+05,355xpa
4245.0000,2.6587e+05,2.0970e+05,2.5187e+05,2.4163e+05,355xpa
4252.5000,2.5762e+05,1.9634e+05,2.2763e+05,2.5106e+05,355xpa
4260.0000,2.4931e+05,1.9211e+05,1.9892e+05,3.3190e+05,355xpa
4267.5000,2.6376e+05,1.5638e+05,2.6936e+05,2.9418e+05,355xpa
4275.0000,2.3372e+05,2.1886e+05,2.3934e+05,2.3700e+05,355xpa
4282.5000,2.5133e+05,1.5127e+05,2.0165e+05,3.1863e+05,355xpa
4290.0000,2.2601e+05,1.8672e+05,2.0859e+05,3.3035e+05,355xpa
4297.5000,2.1804e+05,1.9301e+05,1.7678e+05,3.6656e+05,355xpa
4305.0000,2.7533e+05,1.9243e+05,2.2324e+05,2.7300e+05,355xpa
4312.5000,2.5360e+05,1.5087e+05,2.2591e+05,2.0210e+05,355xpa
4320.0000,2.3804e+05,1.9693e+05,2.1848e+05,3.0210e+05,355xpa
4327.5000,2.0777e+05,2.0650e+05,2.5985e+05,3.7487e+05,355xpa
4335.0000,2.5498e+05,2.0021e+05,1.7860e+05,2.5707e+05,355xpa
4342.5000,2.8142e+05,1.9899e+05,2.4568e+05,2.4838e+05,355xpa
4350.0000,2.2020e+05,1.7018e+05,2.0485e+05,1.9537e+05,355xpa
4357.5000,2.6664e+05,1.6819e+05,1.7917e+05,2.3659e+05,355xpa
4365.0000,2.7014e+05,1.6554e+05,2.7858e+05,2.4773e+05,355xpa
4372.5000,2.0175e+05,2.1924e+05,2.0308e+05,2.5765e+05,355xpa
4380.0000,2.4795e+05,2.3105e+05,1.8818e+05,2.5854e+05,355xpa
4387.5000,2.4423e+05,2.2858e+05,1.6730e+05,3.4097e+05,355xpa
4395.0000,2.4834e+05,2.1234e+05,2.3660e+05,2.7602e+05,355xpa
4402.5000,2.8663e+05,2.0847e+05,1.9340e+05,1.7976e+05,355xpa
4410.0000,1.5513e+05,2.4740e+05,2.5997e+05,2.0607e+05,355xpa
4417.5000,2.1848e+05,1.6161e+05,2.3903e+05,3.1060e+05,355xpa
4425.0000,1.9335e+05,1.4690e+05,2.1795e+05,2.5525e+05,355xpa
4432.5000,2.1265e+05,1.6271e+05,1.5543e+05,2.4813e+05,355xpa
4440.0000,2.1470e+05,2.4544e+05,1.4393e+05,2.6768e+05,355xpa
4447.5000,2.4023e+05,2.2147e+05,2.3625e+05,2.7327e+05,355xpa
4455.0000,2.2557e+05,1.5899e+05,2.7606e+05,2.1165e+05,355xpa
4462.5000,2.4388e+05,1.8719e+05,1.8926e+05,2.4745e+05,355xpa
4470.0000,1.9798e+05,1.4990e+05,1.9735e+05,2.2120e+05,355xpa
4477.5000,2.4416e+05,1.5652e+05,2.2926e+05,2.1447e+05,355xpa
4485.0000,2.5861e+05,1.9318e+05,2.3685e+05,2.7313e+05,355xpa
4492.5000,1.9245e+05,1.8972e+05,1.6719e+05,2.4053e+05,355xpa
4500.0000,2.3839e+05,2.0819e+05,1.8491e+05,3.0309e+05,355xpa
4507.5000,1.6826e+05,1.6413e+05,1.7657e+05,2.3112e+05,355xpa
4515.0000,1.5432e+05,1.5432e+05,1.7440e+05,2.5331e+05,355xpa
4522.5000,1.5483e+05,2.1999e+05,1.6042e+05,2.5345e+05,355xpa
4530.0000,1.6717e+05,1.8386e+05,1.9086e+05,2.9463e+05,355xpa
4537.5000,1.7819e+05,1.3633e+05,2.0335e+05,2.6630e+05,355xpa
4545.0000,2.2988e+05,1.7318e+05,2.2152e+05,2.9168e+05,355xpa
4552.5000,2.1448e+05,2.0114e+05,1.9767e+05,2.5121e+05,355xpa
4560.0000,1.5600e+05,1.5248e+05,2.0608e+05,2.8375e+05,355xpa
4567.5000,1.2965e+05,1.4167e+05,1.9191e+05,1.8359e+05,355xpa
4575.0000,1.4568e+05,2.1945e+05,2.0672e+05,2.8491e+05,355xpa
4582.5000,1.8174e+05,2.1803e+05,1.9815e+05,2.2251e+05,355xpa
4590.0000,2.2660e+05,1.6663e+05,1.7096e+05,2.4823e+05,355xpa
4597.5000,2.2806e+05,1.5213e+05,2.2954e+05,2.6193e+05,355xpa
4605.0000,1.8353e+05,2.0293e+05,2.0010e+05,2.5129e+05,355xpa
4612.5000,1.6682e+05,1.7980e+05,2.0364e+05,2.2111e+05,355xpa
4620.0000,1.7821e+05,1.0227e+05,2.2311e+05,1.8494e+05,355xpa
4627.5000,1.7226e+05,1.5703e+05,1.9626e+05,2.5375e+05,355xpa
4635.0000,1.5244e+05,1.9903e+05,1.7797e+05,1.9779e+05,355xpa
4642.5000,2.2013e+05,1.5439e+05,1.6247e+05,2.1450e+05,355xpa
4650.0000,1.9373e+05,1.4903e+05,1.3296e+05,2.3278e+05,355xpa
4657.5000,1.8774e+05,1.4878e+05,1.4809e+05,2.2324e+05,355xpa
4665.0000,1.4926e+05,1.1533e+05,1.5889e+05,2.1511e+05,355xpa
4672.5000,7.5009e+04,1.7341e+05,1.0539e+05,2.6019e+05,355xpa
4680.0000,1.4576e+05,2.1850e+05,1.2354e+05,1.4078e+05,355xpa
4687.5000,1.4623e+05,2.1250e+05,1.7234e+05,2.3208e+05,355xpa
4695.0000,1.9002e+05,1.3400e+05,2.3938e+05,2.5822e+05,355xpa
4702.5000,1.7265e+05,1.4717e+05,1.7869e+05,2.9876e+05,355xpa
4710.0000,2.1004e+05,1.6869e+05,1.5220e+05,2.7491e+05,355xpa
4717.5000,1.6545e+05,2.0015e+05,2.0095e+05,2.9841e+05,355xpa
4725.0000,2.2045e+05,1.8565e+05,1.5014e+05,1.9949e+05,355xpa
4732.5000,1.7258e+05,1.5057e+05,1.0432e+05,2.1075e+05,355xpa
4740.0000,1.5333e+05,1.0537e+05,2.1581e+05,2.3045e+05,355xpa
4747.5000,1.5916e+05,1.3778e+05,2.2643e+05,2.1438e+05,355xpa
4755.0000,1.3591e+05,1.3822e+05,1.5818e+05,2.2349e+05,355xpa
4762.5000,2.5933e+05,1.3327e+05,2.1864e+05,1.6885e+05,355xpa
4770.0000,1.8535e+05,1.6530e+05,1.4608e+05,1.6090e+05,355xpa
4777.5000,2.4627e+05,1.5809e+05,1.9372e+05,1.5290e+05,355xpa
4785.0000,1.7178e+05,1.2134e+05,1.2527e+05,2.5425e+05,355xpa
4792.5000,2.2135e+05,1.1861e+05,2.0661e+05,2.5271e+05,355xpa
4800.0000,2.1111e+05,1.5099e+05,1.1669e+05,2.0978e+05,355xpa
4807.5000,1.8514e+05,1.0760e+05,1.1940e+05,2.1278e+05,355xpa
4815.0000,2.6036e+05,9.3800e+04,1.5906e+05,1.8123e+05,355xpa
4822.5000,2.0679e+05,9.5667e+04,1.9502e+05,2.7874e+05,355xpa
4830.0000,1.4340e+05,1.3312e+05,1.6875e+05,2.5431e+05,355xpa
4837.5000,1.5257e+05,2.0570e+05,1.3914e+05,2.0196e+05,355xpa
4845.0000,1.7690e+05,1.7293e+05,1.8093e+05,3.1794e+05,355xpa
