station ID = gr (Granada)
system = VELETA
signal = 355, perpendicular, photoncounting, dark-subtracted
date, time= 21.02.2022, 19UTC
range,E,N,S,W,channel
2392.5000,3.0090e+07,3.3860e+07,2.1849e+07,2.6963e+07,355xsp
2400.0000,2.7525e+07,3.2938e+07,2.1721e+07,2.7825e+07,355xsp
2407.5000,2.9666e+07,3.1803e+07,2.2717e+07,2.7566e+07,355xsp
2415.0000,2.9112e+07,3.4162e+07,2.0896e+07,2.9518e+07,355xsp
2422.5000,2.7539e+07,3.2677e+07,2.0790e+07,2.7643e+07,355xsp
2430.0000,2.8326e+07,3.0948e+07,2.2198e+07,2.6972e+07,355xsp
2437.5000,2.7880e+07,3.1403e+07,2.0540e+07,2.6995e+07,355xsp
2445.0000,2.7469e+07,2.9768e+07,2.0259e+07,2.7879e+07,355xsp
2452.5000,2.9748e+07,3.1513e+07,2.1824e+07,2.7778e+07,355xsp
2460.0000,2.8887e+07,3.0695e+07,2.1094e+07,2.7423e+07,355xsp
2467.5000,2.6160e+07,3.3127e+07,2.0254e+07,2.6061e+07,355xsp
2475.0000,2.6250e+07,3.0360e+07,2.1389e+07,2.7903e+07,355xsp
2482.5000,2.7544e+07,3.1398e+07,2.1411e+07,2.9171e+07,355xsp
2490.0000,2.8991e+07,3.1980e+07,2.0906e+07,2.8602e+07,355xsp
2497.5000,2.7023e+07,3.1745e+07,2.0818e+07,2.7658e+07,355xsp
2505.0000,2.5817e+07,3.1571e+07,2.2517e+07,2.6535e+07,355xsp
2512.5000,2.7304e+07,3.1257e+07,1.8417e+07,2.6296e+07,355xsp
2520.0000,2.6378e+07,3.1442e+07,2.0767e+07,2.6350e+07,355xsp
2527.5000,2.7191e+07,3.1480e+07,2.1725e+07,2.6544e+07,355xsp
2535.0000,2.7213e+07,3.3779e+07,2.2327e+07,2.8828e+07,355xsp
2542.5000,2.9519e+07,3.2490e+07,2.0362e+07,2.7295e+07,355xsp
2550.0000,2.7083e+07,3.3315e+07,2.0928e+07,2.5822e+07,355xsp
2557.5000,2.9611e+07,3.2116e+07,2.0232e+07,2.5258e+07,355xsp
2565.0000,2.7441e+07,2.9924e+07,2.0725e+07,2.5670e+07,355xsp
2572.5000,2.7905e+07,3.0558e+07,2.1485e+07,2.6317e+07,355xsp
2580.0000,2.7114e+07,3.1153e+07,1.8965e+07,2.7038e+07,355xsp
2587.5000,2.8004e+07,3.1027e+07,2.1700e+07,2.6124e+07,355xsp
2595.0000,2.6315e+07,3.1521e+07,1.8843e+07,2.5121e+07,355xsp
2602.5000,2.7201e+07,3.0261e+07,2.1488e+07,2.7436e+07,355xsp
2610.0000,2.7637e+07,3.0792e+07,1.9602e+07,2.5694e+07,355xsp
2617.5000,2.6897e+07,3.0021e+07,2.0065e+07,2.7600e+07,355xsp
2625.0000,2.6731e+07,3.0354e+07,1.9281e+07,2.5824e+07,355xsp
2632.5000,2.7560e+07,3.2634e+07,2.0257e+07,2.5101e+07,355xsp
2640.0000,2.7444e+07,3.1259e+07,2.0848e+07,2.5765e+07,355xsp
2647.5000,2.6590e+07,2.9870e+07,2.0091e+07,2.7711e+07,355xsp
2655.0000,2.6819e+07,3.1656e+07,2.0724e+07,2.5975e+07,355xsp
2662.5000,2.4990e+07,3.1835e+07,1.9916e+07,2.7704e+07,355xsp
2670.0000,2.6026e+07,3.3201e+07,2.0637e+07,2.7407e+07,355xsp
2677.5000,2.4742e+07,3.0304e+07,2.0223e+07,2.4827e+07,355xsp
2685.0000,2.6073e+07,3.0309e+07,1.7646e+07,2.5830e+07,355xsp
2692.5000,2.7253e+07,3.0605e+07,2.0824e+07,2.4155e+07,355xsp
2700.0000,2.7904e+07,2.9440e+07,1.9408e+07,2.3792e+07,355xsp
2707.5000,2.6762e+07,3.0106e+07,1.8894e+07,2.4257e+07,355xsp
2715.0000,2.6069e+07,2.7536e+07,2.0251e+07,2.6826e+07,355xsp
2722.5000,2.4990e+07,2.8668e+07,2.0993e+07,2.7650e+07,355xsp
2730.0000,2.7506e+07,2.8521e+07,1.9630e+07,2.7973e+07,355xsp
2737.5000,2.5438e+07,3.0907e+07,2.0332e+07,2.6503e+07,355xsp
2745.0000,2.5576e+07,2.9481e+07,1.9719e+07,2.4462e+07,355xsp
2752.5000,2.5805e+07,2.9945e+07,1.9612e+07,2.5328e+07,355xsp
2760.0000,2.7289e+07,3.0375e+07,1.9892e+07,2.5859e+07,355xsp
2767.5000,2.6782e+07,2.9004e+07,1.9263e+07,2.5212e+07,355xsp
2775.0000,2.6363e+07,2.8502e+07,2.0327e+07,2.5176e+07,355xsp
2782.5000,2.6905e+07,3.1179e+07,2.0174e+07,2.3729e+07,355xsp
2790.0000,2.6249e+07,2.9128e+07,1.8698e+07,2.4431e+07,355xsp
2797.5000,2.5230e+07,2.9681e+07,1.9373e+07,2.7012e+07,355xsp
2805.0000,2.4610e+07,2.9166e+07,1.9611e+07,2.4874e+07,355xsp
2812.5000,2.5320e+07,2.9503e+07,1.8465e+07,2.4647e+07,355xsp
2820.0000,2.8399e+07,2.9301e+07,1.9596e+07,2.2660e+07,355xsp
2827.5000,2.8417e+07,2.9914e+07,1.9340e+07,2.4408e+07,355xsp
2835.0000,2.4496e+07,3.0207e+07,1.9260e+07,2.2948e+07,355xsp
2842.5000,2.5587e+07,2.8478e+07,1.9592e+07,2.5542e+07,355xsp
2850.0000,2.6462e+07,3.1132e+07,2.0293e+07,2.6600e+07,355xsp
2857.5000,2.5490e+07,3.0270e+07,1.9986e+07,2.3403e+07,355xsp
2865.0000,2.4176e+07,2.6454e+07,1.8975e+07,2.5947e+07,355xsp
2872.5000,2.4771e+07,2.8474e+07,1.9541e+07,2.5856e+07,355xsp
2880.0000,2.4291e+07,2.8009e+07,2.0861e+07,2.4101e+07,355xsp
2887.5000,2.4891e+07,2.9434e+07,2.0124e+07,2.4841e+07,355xsp
2895.0000,2.5020e+07,2.8919e+07,1.8806e+07,2.5305e+07,355xsp
2902.5000,2.5352e+07,2.7679e+07,1.7669e+07,2.3381e+07,355xsp
2910.0000,2.5427e+07,2.8595e+07,1.8862e+07,2.4508e+07,355xsp
2917.5000,2.3917e+07,3.0441e+07,1.9246e+07,2.4492e+07,355xsp
2925.0000,2.6123e+07,2.8602e+07,1.9343e+07,2.5931e+07,355xsp
2932.5000,2.3626e+07,2.8454e+07,1.8860e+07,2.4990e+07,355xsp
2940.0000,2.5557e+07,2.9136e+07,1.8664e+07,2.4282e+07,355xsp
2947.5000,2.4652e+07,2.8988e+07,1.6654e+07,2.7075e+07,355xsp
2955.0000,2.4883e+07,2.9734e+07,1.7576e+07,2.5127e+07,355xsp
2962.5000,2.3961e+07,3.0934e+07,1.8308e+07,2.4605e+07,355xsp
2970.0000,2.6684e+07,2.8128e+07,1.7854e+07,2.1636e+07,355xsp
2977.5000,2.3952e+07,2.9028e+07,1.7144e+07,2.5861e+07,355xsp
2985.0000,2.5944e+07,2.7201e+07,1.8638e+07,2.5285e+07,355xsp
2992.5000,2.4650e+07,2.7692e+07,1.8832e+07,2.4704e+07,355xsp
3000.0000,2.4010e+07,2.9212e+07,1.8064e+07,2.5796e+07,355xsp
3007.5000,2.4694e+07,3.0748e+07,1.7747e+07,2.3873e+07,355xsp
3015.0000,2.3632e+07,2.8574e+07,1.7427e+07,2.3273e+07,355xsp
3022.5000,2.5253e+07,3.0118e+07,1.7770e+07,2.3802e+07,355xsp
3030.0000,2.4336e+07,2.9695e+07,1.7032e+07,2.5999e+07,355xsp
3037.5000,2.5607e+07,2.6753e+07,1.7481e+07,2.4352e+07,355xsp
3045.0000,2.3057e+07,2.8146e+07,1.9551e+07,2.3738e+07,355xsp
3052.5000,2.5178e+07,2.9712e+07,1.7652e+07,2.3486e+07,355xsp
3060.0000,2.2809e+07,2.9488e+07,1.8846e+07,2.1431e+07,355xsp
3067.5000,2.3719e+07,2.7175e+07,1.9681e+07,2.3185e+07,355xsp
3075.0000,2.3782e+07,2.6825e+07,2.0205e+07,2.3941e+07,355xsp
3082.5000,2.3951e+07,2.5987e+07,2.0518e+07,2.3952e+07,355xsp
3090.0000,2.3689e+07,2.6708e+07,2.0187e+07,2.3311e+07,355xsp
3097.5000,2.5052e+07,2.7437e+07,1.9203e+07,2.2936e+07,355xsp
3105.0000,2.4464e+07,2.8392e+07,1.8482e+07,2.3321e+07,355xsp
3112.5000,2.4310e+07,2.7648e+07,1.8465e+07,2.3596e+07,355xsp
3120.0000,2.4482e+07,2.8225e+07,1.7291e+07,2.4593e+07,355xsp
3127.5000,2.3993e+07,2.9524e+07,1.7649e+07,2.2006e+07,355xsp
3135.0000,2.7557e+07,2.8997e+07,1.6298e+07,2.3272e+07,355xsp
3142.5000,2.5059e+07,2.8297e+07,1.7597e+07,2.4052e+07,355xsp
3150.0000,2.5802e+07,2.8038e+07,1.7123e+07,2.5465e+07,355xsp
3157.5000,2.4403e+07,2.7323e+07,1.6756e+07,2.2204e+07,355xsp
3165.0000,2.1290e+07,2.5979e+07,1.6948e+07,2.2590e+07,355xsp
3172.5000,2.3265e+07,2.6502e+07,1.7314e+07,2.3945e+07,355xsp
3180.0000,2.5721e+07,2.7772e+07,1.8646e+07,2.3774e+07,355xsp
3187.5000,2.5495e+07,2.6924e+07,1.7362e+07,2.1535e+07,355xsp
3195.0000,2.4287e+07,2.8670e+07,1.6297e+07,2.4517e+07,355xsp
3202.5000,2.4170e+07,2.7179e+07,1.8218e+07,2.3764e+07,355xsp
3210.0000,2.2777e+07,2.8823e+07,1.8362e+07,2.3410e+07,355xsp
3217.5000,2.2763e+07,2.8841e+07,1.6934e+07,2.5449e+07,355xsp
3225.0000,2.4747e+07,2.4739e+07,1.6840e+07,2.3922e+07,355xsp
3232.5000,2.2560e+07,2.7394e+07,1.7798e+07,2.2383e+07,355xsp
3240.0000,2.4028e+07,2.6986e+07,1.9178e+07,2.3493e+07,355xsp
3247.5000,2.4502e+07,2.9203e+07,1.9030e+07,2.2891e+07,355xsp
3255.0000,2.3239e+07,2.8497e+07,1.7511e+07,2.1501e+07,355xsp
3262.5000,2.5391e+07,2.7364e+07,1.8787e+07,2.2561e+07,355xsp
3270.0000,2.3096e+07,2.8164e+07,1.6711e+07,2.2906e+07,355xsp
3277.5000,2.3079e+07,2.7615e+07,1.6907e+07,2.3436e+07,355xsp
3285.0000,2.3180e+07,2.3962e+07,1.9350e+07,2.3967e+07,355xsp
3292.5000,2.4874e+07,2.6765e+07,1.9561e+07,2.4444e+07,355xsp
3300.0000,2.3635e+07,2.5349e+07,1.8548e+07,2.1976e+07,355xsp
3307.5000,2.1278e+07,2.6700e+07,1.7095e+07,1.9986e+07,355xsp
3315.0000,2.2673e+07,2.8002e+07,1.7543e+07,2.3974e+07,355xsp
3322.5000,2.4207e+07,2.2958e+07,1.6941e+07,2.1097e+07,355xsp
3330.0000,2.2629e+07,2.5879e+07,2.0323e+07,2.2759e+07,355xsp
3337.5000,2.1853e+07,2.4168e+07,1.6846e+07,2.1727e+07,355xsp
3345.0000,2.2203e+07,2.6996e+07,1.7296e+07,2.1950e+07,355xsp
3352.5000,2.1986e+07,2.7687e+07,1.8006e+07,2.4015e+07,355xsp
3360.0000,2.1517e+07,2.8387e+07,1.8025e+07,2.1385e+07,355xsp
3367.5000,2.1800e+07,2.6338e+07,1.8488e+07,2.2438e+07,355xsp
3375.0000,2.4336e+07,2.7737e+07,1.9464e+07,2.4019e+07,355xsp
3382.5000,2.5219e+07,2.5213e+07,1.7237e+07,2.1221e+07,355xsp
3390.0000,2.2027e+07,2.5453e+07,1.6089e+07,2.3127e+07,355xsp
3397.5000,2.5313e+07,2.5567e+07,1.7780e+07,2.1541e+07,355xsp
3405.0000,2.2288e+07,2.7708e+07,1.7467e+07,2.1896e+07,355xsp
3412.5000,2.4092e+07,2.4676e+07,1.6760e+07,2.1995e+07,355xsp
3420.0000,2.1895e+07,2.4521e+07,1.9133e+07,2.4065e+07,355xsp
3427.5000,2.0931e+07,2.7082e+07,1.7437e+07,2.3180e+07,355xsp
3435.0000,2.3019e+07,2.5267e+07,1.5791e+07,2.2683e+07,355xsp
3442.5000,2.3784e+07,2.8120e+07,1.9718e+07,2.0714e+07,355xsp
3450.0000,2.4695e+07,2.5153e+07,1.7933e+07,2.3351e+07,355xsp
3457.5000,2.2714e+07,2.7425e+07,1.6135e+07,2.3720e+07,355xsp
3465.0000,2.1932e+07,2.3478e+07,1.6405e+07,2.3553e+07,355xsp
3472.5000,2.4947e+07,2.4463e+07,1.6949e+07,2.1009e+07,355xsp
3480.0000,2.3350e+07,2.4637e+07,1.6207e+07,2.2393e+07,355xsp
3487.5000,2.1533e+07,2.2623e+07,1.7848e+07,2.2217e+07,355xsp
3495.0000,2.3280e+07,2.5196e+07,1.6965e+07,2.0596e+07,355xsp
3502.5000,2.3239e+07,2.7239e+07,1.8345e+07,2.2961e+07,355xsp
3510.0000,2.4170e+07,2.5064e+07,1.6281e+07,2.1257e+07,355xsp
3517.5000,2.2397e+07,2.5938e+07,1.6698e+07,2.1765e+07,355xsp
3525.0000,2.0951e+07,2.4648e+07,1.6003e+07,2.1652e+07,355xsp
3532.5000,2.4060e+07,2.6442e+07,1.5860e+07,2.0900e+07,355xsp
3540.0000,2.1906e+07,2.3730e+07,1.4874e+07,2.2749e+07,355xsp
3547.5000,2.2423e+07,2.5750e+07,1.7901e+07,1.9663e+07,355xsp
3555.0000,2.2801e+07,2.4215e+07,1.5640e+07,2.2018e+07,355xsp
3562.5000,2.5398e+07,2.6462e+07,1.6488e+07,2.0972e+07,355xsp
3570.0000,2.3281e+07,2.6215e+07,1.5985e+07,2.2634e+07,355xsp
3577.5000,1.9279e+07,2.8779e+07,1.7272e+07,2.1938e+07,355xsp
3585.0000,2.2830e+07,2.8901e+07,1.6263e+07,2.1816e+07,355xsp
3592.5000,2.1979e+07,2.4440e+07,1.7416e+07,2.0167e+07,355xsp
3600.0000,1.9523e+07,2.5563e+07,1.5238e+07,2.3164e+07,355xsp
3607.5000,2.4066e+07,2.3984e+07,1.6687e+07,2.1795e+07,355xsp
3615.0000,2.2181e+07,2.4819e+07,1.6756e+07,1.9759e+07,355xsp
3622.5000,2.3972e+07,2.5513e+07,1.7856e+07,2.0210e+07,355xsp
3630.0000,2.3256e+07,2.1394e+07,1.5715e+07,2.3922e+07,355xsp
3637.5000,2.1567e+07,2.3268e+07,1.8895e+07,2.1267e+07,355xsp
3645.0000,2.0462e+07,2.3663e+07,1.9047e+07,2.0536e+07,355xsp
3652.5000,2.1670e+07,2.5567e+07,1.5985e+07,2.1745e+07,355xsp
3660.0000,2.0555e+07,2.6195e+07,1.6876e+07,2.2211e+07,355xsp
3667.5000,2.2604e+07,2.5394e+07,1.8377e+07,2.0941e+07,355xsp
3675.0000,2.2849e+07,2.7323e+07,1.6636e+07,1.8524e+07,355xsp
3682.5000,2.2485e+07,2.3618e+07,1.5034e+07,1.9437e+07,355xsp
3690.0000,2.1583e+07,2.4711e+07,1.5552e+07,2.3876e+07,355xsp
3697.5000,2.1675e+07,2.5734e+07,1.7606e+07,2.3127e+07,355xsp
3705.0000,2.3690e+07,2.3753e+07,1.8140e+07,2.4379e+07,355xsp
3712.5000,2.2466e+07,2.2998e+07,1.5744e+07,2.0837e+07,355xsp
3720.0000,2.1467e+07,2.1613e+07,1.4567e+07,2.2943e+07,355xsp
3727.5000,2.1872e+07,2.5141e+07,1.5092e+07,2.2022e+07,355xsp
3735.0000,1.9608e+07,2.3122e+07,1.7731e+07,2.1486e+07,355xsp
3742.5000,2.2357e+07,2.4868e+07,1.5136e+07,2.2753e+07,355xsp
3750.0000,2.3632e+07,2.5442e+07,1.5904e+07,2.1267e+07,355xsp
3757.5000,2.2219e+07,2.4908e+07,1.5020e+07,2.1902e+07,355xsp
3765.0000,2.2148e+07,2.5964e+07,1.6667e+07,2.2705e+07,355xsp
3772.5000,2.4877e+07,2.5187e+07,1.7291e+07,2.3118e+07,355xsp
3780.0000,2.2646e+07,2.1915e+07,1.6881e+07,1.9037e+07,355xsp
3787.5000,2.1931e+07,2.2243e+07,1.7188e+07,2.3704e+07,355xsp
3795.0000,2.2665e+07,2.4597e+07,1.5886e+07,2.0239e+07,355xsp
3802.5000,2.2755e+07,2.4858e+07,1.4978e+07,2.1454e+07,355xsp
3810.0000,2.1133e+07,2.5282e+07,1.6093e+07,2.1132e+07,355xsp
3817.5000,2.2607e+07,2.2843e+07,1.4120e+07,1.8927e+07,355xsp
3825.0000,2.1218e+07,2.5564e+07,1.6711e+07,2.1964e+07,355xsp
3832.5000,2.1963e+07,2.2775e+07,1.4311e+07,2.3614e+07,355xsp
3840.0000,1.9648e+07,2.3031e+07,1.8907e+07,1.9979e+07,355xsp
3847.5000,1.9229e+07,2.5116e+07,1.7074e+07,2.0803e+07,355xsp
3855.0000,1.8636e+07,2.5799e+07,1.7390e+07,2.0218e+07,355xsp
3862.5000,1.9962e+07,2.7999e+07,1.6623e+07,2.1550e+07,355xsp
3870.0000,2.2896e+07,2.7517e+07,1.5682e+07,2.1634e+07,355xsp
3877.5000,2.1383e+07,2.6355e+07,1.7341e+07,2.2228e+07,355xsp
3885.0000,2.0449e+07,2.6290e+07,1.4368e+07,2.2396e+07,355xsp
3892.5000,2.0189e+07,2.6048e+07,1.4593e+07,1.9339e+07,355xsp
3900.0000,1.9755e+07,2.5551e+07,1.4737e+07,2.0011e+07,355xsp
3907.5000,2.1115e+07,2.5907e+07,1.5048e+07,1.9403e+07,355xsp
3915.0000,1.9996e+07,2.4455e+07,1.6048e+07,2.0249e+07,355xsp
3922.5000,2.0932e+07,2.5242e+07,1.4991e+07,2.0070e+07,355xsp
3930.0000,2.0406e+07,2.2128e+07,1.6777e+07,1.8763e+07,355xsp
3937.5000,2.1354e+07,2.5608e+07,1.7623e+07,2.1266e+07,355xsp
3945.0000,2.0477e+07,2.2473e+07,1.6208e+07,1.8383e+07,355xsp
3952.5000,2.0903e+07,2.3347e+07,1.4260e+07,2.2045e+07,355xsp
3960.0000,2.2661e+07,2.2643e+07,1.6332e+07,2.3447e+07,355xsp
3967.5000,2.1856e+07,2.3259e+07,1.6130e+07,2.1326e+07,355xsp
3975.0000,1.9993e+07,2.2106e+07,1.5926e+07,2.0169e+07,355xsp
3982.5000,2.1935e+07,2.2367e+07,1.6074e+07,1.8999e+07,355xsp
3990.0000,1.9881e+07,2.3078e+07,1.5601e+07,2.0676e+07,355xsp
3997.5000,2.1922e+07,2.4150e+07,1.6821e+07,2.0487e+07,355xsp
4005.0000,2.1824e+07,2.3161e+07,1.4463e+07,2.1012e+07,355xsp
4012.5000,2.1994e+07,2.0810e+07,1.5237e+07,2.0819e+07,355xsp
4020.0000,2.1897e+07,2.2518e+07,1.5657e+07,2.0717e+07,355xsp
4027.5000,2.0432e+07,2.1966e+07,1.3539e+07,1.7978e+07,355xsp
4035.0000,1.9322e+07,2.2596e+07,1.3770e+07,2.4158e+07,355xsp
4042.5000,2.0494e+07,2.2680e+07,1.3822e+07,2.2232e+07,355xsp
4050.0000,2.1856e+07,2.2489e+07,1.5615e+07,2.0291e+07,355xsp
4057.5000,2.1014e+07,2.2018e+07,1.6318e+07,1.8802e+07,355xsp
4065.0000,2.0629e+07,1.7936e+07,1.3887e+07,2.1275e+07,355xsp
4072.5000,2.2657e+07,2.2181e+07,1.5232e+07,1.7546e+07,355xsp
4080.0000,2.0036e+07,2.1890e+07,1.6406e+07,1.8076e+07,355xsp
4087.5000,2.0297e+07,2.1316e+07,1.4504e+07,2.0201e+07,355xsp
4095.0000,2.0370e+07,2.3837e+07,1.5401e+07,2.0655e+07,355xsp
4102.5000,2.1295e+07,2.4682e+07,1.4705e+07,2.0349e+07,355xsp
4110.0000,2.2129e+07,2.4013e+07,1.4287e+07,1.8911e+07,355xsp
4117.5000,2.2022e+07,2.6574e+07,1.4813e+07,1.9359e+07,355xsp
4125.0000,1.8860e+07,2.4952e+07,1.4393e+07,2.1244e+07,355xsp
4132.5000,1.9789e+07,2.3222e+07,1.3777e+07,1.7781e+07,355xsp
4140.0000,1.8709e+07,2.3211e+07,1.3731e+07,1.9191e+07,355xsp
4147.5000,1.9553e+07,2.4453e+07,1.5319e+07,1.9355e+07,355xsp
4155.0000,2.3199e+07,2.0863e+07,1.4023e+07,1.8844e+07,355xsp
4162.5000,2.1343e+07,2.5312e+07,1.4946e+07,1.7557e+07,355xsp
4170.0000,2.1805e+07,2.5111e+07,1.3251e+07,1.9467e+07,355xsp
4177.5000,2.0809e+07,2.4122e+07,1.2812e+07,1.8074e+07,355xsp
4185.0000,2.0687e+07,2.3030e+07,1.7164e+07,2.0003e+07,355xsp
4192.5000,1.9877e+07,2.1636e+07,1.4279e+07,1.8303e+07,355xsp
4200.0000,2.1036e+07,2.3495e+07,1.4330e+07,1.9747e+07,355xsp
4207.5000,1.9722e+07,2.4172e+07,1.5864e+07,1.8336e+07,355xsp
4215.0000,1.8700e+07,2.4358e+07,1.4828e+07,1.9690e+07,355xsp
4222.5000,1.9164e+07,2.3845e+07,1.5578e+07,1.9066e+07,355xsp
4230.0000,1.9732e+07,2.3129e+07,1.5533e+07,2.0431e+07,355xsp
4237.5000,2.0305e+07,2.2203e+07,1.5790e+07,1.8494e+07,355xsp
4245.0000,2.0679e+07,2.2384e+07,1.5342e+07,1.8560e+07,355xsp
4252.5000,2.1056e+07,2.4795e+07,1.4589e+07,2.0751e+07,355xsp
4260.0000,2.0928e+07,2.3049e+07,1.3221e+07,1.8488e+07,355xsp
4267.5000,1.9373e+07,2.2622e+07,1.4387e+07,1.8859e+07,355xsp
4275.0000,2.1587e+07,2.4349e+07,1.5253e+07,1.8312e+07,355xsp
4282.5000,2.1765e+07,2.6177e+07,1.3566e+07,1.8788e+07,355xsp
4290.0000,1.8957e+07,2.3481e+07,1.4127e+07,2.0913e+07,355xsp
4297.5000,1.9953e+07,2.3768e+07,1.1807e+07,1.9024e+07,355xsp
4305.0000,2.0543e+07,2.4683e+07,1.2985e+07,1.7638e+07,355xsp
4312.5000,1.8014e+07,2.2683e+07,1.4692e+07,1.8115e+07,355xsp
4320.0000,1.9747e+07,2.2659e+07,1.3492e+07,1.9430e+07,355xsp
4327.5000,1.8035e+07,2.2842e+07,1.4378e+07,1.7508e+07,355xsp
4335.0000,1.7572e+07,2.2079e+07,1.5371e+07,1.7991e+07,355xsp
4342.5000,2.0373e+07,2.1944e+07,1.5529e+07,1.7735e+07,355xsp
4350.0000,1.8644e+07,2.2232e+07,1.5793e+07,1.8857e+07,355xsp
4357.5000,1.9347e+07,2.1352e+07,1.2669e+07,1.8070e+07,355xsp
4365.0000,1.8352e+07,2.4627e+07,1.3988e+07,1.9518e+07,355xsp
4372.5000,2.0550e+07,2.1286e+07,1.3824e+07,1.7128e+07,355xsp
4380.0000,1.8367e+07,2.3076e+07,1.4836e+07,1.6649e+07,355xsp
4387.5000,1.8537e+07,2.2617e+07,1.4347e+07,1.8319e+07,355xsp
4395.0000,1.9789e+07,2.2911e+07,1.4612e+07,1.8598e+07,355xsp
4402.5000,1.9532e+07,2.1797e+07,1.6178e+07,2.0613e+07,355xsp
4410.0000,1.8184e+07,1.9587e+07,1.5037e+07,1.9923e+07,355xsp
4417.5000,1.8138e+07,1.9982e+07,1.5961e+07,1.6390e+07,355xsp
4425.0000,1.8419e+07,2.0595e+07,1.4923e+07,2.0715e+07,355xsp
4432.5000,2.0131e+07,2.2755e+07,1.4094e+07,2.0125e+07,355xsp
4440.0000,2.0967e+07,2.0624e+07,1.4363e+07,1.8761e+07,355xsp
4447.5000,1.9823e+07,2.1249e+07,1.2976e+07,1.6393e+07,355xsp
4455.0000,1.5786e+07,2.1429e+07,1.5125e+07,1.8777e+07,355xsp
4462.5000,1.8730e+07,1.9719e+07,1.3398e+07,1.6726e+07,355xsp
4470.0000,2.0022e+07,2.0234e+07,1.4334e+07,1.6671e+07,355xsp
4477.5000,1.9418e+07,2.2210e+07,1.3152e+07,2.1545e+07,355xsp
4485.0000,1.9370e+07,2.0482e+07,1.1513e+07,1.8919e+07,355xsp
4492.5000,1.8419e+07,1.8631e+07,1.4029e+07,1.6613e+07,355xsp
4500.0000,2.0180e+07,1.9148e+07,1.3623e+07,1.8027e+07,355xsp
4507.5000,2.0587e+07,1.9324e+07,1.2422e+07,1.8881e+07,355xsp
4515.0000,2.0316e+07,2.0415e+07,1.4510e+07,1.6552e+07,355xsp
4522.5000,1.9466e+07,2.1971e+07,1.6386e+07,1.9465e+07,355xsp
4530.0000,1.9301e+07,2.2618e+07,1.4950e+07,1.8841e+07,355xsp
4537.5000,1.7524e+07,2.0848e+07,1.3736e+07,1.7182e+07,355xsp
4545.0000,1.7699e+07,2.0917e+07,1.5626e+07,1.9082e+07,355xsp
4552.5000,1.9845e+07,2.2843e+07,1.5332e+07,1.6134e+07,355xsp
4560.0000,2.1421e+07,1.9312e+07,1.2134e+07,1.7116e+07,355xsp
4567.5000,1.7873e+07,1.7977e+07,1.5548e+07,1.8923e+07,355xsp
4575.0000,1.9336e+07,2.0615e+07,1.2330e+07,1.5242e+07,355xsp
4582.5000,2.1397e+07,1.9151e+07,1.3426e+07,1.8107e+07,355xsp
4590.0000,2.0052e+07,2.1216e+07,1.3233e+07,1.8048e+07,355xsp
4597.5000,1.5867e+07,2.3654e+07,1.2570e+07,1.7281e+07,355xsp
4605.0000,1.8405e+07,2.5627e+07,1.3320e+07,1.6272e+07,355xsp
4612.5000,1.7515e+07,1.7738e+07,1.3482e+07,1.6325e+07,355xsp
4620.0000,1.6975e+07,2.0061e+07,1.3526e+07,1.6855e+07,355xsp
4627.5000,1.7749e+07,2.2762e+07,1.2018e+07,2.1456e+07,355xsp
4635.0000,1.9006e+07,2.1875e+07,1.6011e+07,1.7684e+07,355xsp
4642.5000,1.7984e+07,1.8812e+07,1.2697e+07,1.8224e+07,355xsp
4650.0000,1.6834e+07,2.0444e+07,1.2376e+07,1.5866e+07,355xsp
4657.5000,2.0163e+07,2.1601e+07,1.5441e+07,1.7250e+07,355xsp
4665.0000,1.6702e+07,2.3376e+07,1.3670e+07,1.6213e+07,355xsp
4672.5000,1.8707e+07,2.2475e+07,1.3469e+07,1.6023e+07,355xsp
4680.0000,1.6196e+07,2.1077e+07,1.1926e+07,1.8275e+07,355xsp
4687.5000,1.8457e+07,2.3848e+07,1.2331e+07,1.7105e+07,355xsp
4695.0000,1.7777e+07,2.1704e+07,1.2248e+07,1.7037e+07,355xsp
4702.5000,1.7098e+07,1.9920e+07,1.2410e+07,1.5733e+07,355xsp
4710.0000,1.7644e+07,2.0230e+07,1.2574e+07,1.6527e+07,355xsp
4717.5000,1.7703e+07,2.2161e+07,1.2863e+07,1.6331e+07,355xsp
4725.0000,1.6260e+07,1.8738e+07,1.3401e+07,1.8504e+07,355xsp
4732.5000,1.9189e+07,2.0300e+07,1.1945e+07,1.6435e+07,355xsp
4740.0000,1.8370e+07,2.0238e+07,1.2860e+07,1.5985e+07,355xsp
4747.5000,1.7422e+07,1.9296e+07,1.4157e+07,2.0063e+07,355xsp
4755.0000,1.7099e+07,2.0240e+07,1.3824e+07,1.7475e+07,355xsp
4762.5000,1.7279e+07,2.1572e+07,1.1846e+07,1.5127e+07,355xsp
4770.0000,1.9501e+07,2.1513e+07,1.2389e+07,1.7077e+07,355xsp
4777.5000,1.7644e+07,1.8902e+07,1.4082e+07,1.8407e+07,355xsp
4785.0000,1.7827e+07,1.9218e+07,1.3616e+07,1.7696e+07,355xsp
4792.5000,1.5448e+07,2.0947e+07,1.3658e+07,1.7623e+07,355xsp
4800.0000,1.9096e+07,2.1270e+07,1.5757e+07,1.8450e+07,355xsp
4807.5000,1.8900e+07,2.1466e+07,1.4517e+07,1.7218e+07,355xsp
