station ID = gr (Granada)
system = VELETA
signal = 387, total, analog, dark-subtracted
date, time= 21.02.2022, 19UTC
range,E,N,S,W,channel
2265.0000,-2.0857e+00,-9.9942e-01,-2.2161e+00,-2.6072e+00,387xta
2272.5000,-2.0996e+00,-1.0060e+00,-2.2308e+00,-2.6245e+00,387xta
2280.0000,-2.1135e+00,-1.0127e+00,-2.2456e+00,-2.6418e+00,387xta
2287.5000,-2.1274e+00,-1.0194e+00,-2.2603e+00,-2.6592e+00,387xta
2295.0000,-2.1414e+00,-1.0261e+00,-2.2752e+00,-2.6767e+00,387xta
2302.5000,-2.1554e+00,-1.0328e+00,-2.2901e+00,-2.6942e+00,387xta
2310.0000,-2.1694e+00,-1.0395e+00,-2.3050e+00,-2.7118e+00,387xta
2317.5000,-2.1836e+00,-1.0463e+00,-2.3200e+00,-2.7294e+00,387xta
2325.0000,-2.1977e+00,-1.0531e+00,-2.3351e+00,-2.7471e+00,387xta
2332.5000,-2.2119e+00,-1.0599e+00,-2.3502e+00,-2.7649e+00,387xta
2340.0000,-2.2262e+00,-1.0667e+00,-2.3653e+00,-2.7827e+00,387xta
2347.5000,-2.2405e+00,-1.0736e+00,-2.3805e+00,-2.8006e+00,387xta
2355.0000,-2.2548e+00,-1.0804e+00,-2.3957e+00,-2.8185e+00,387xta
2362.5000,-2.2692e+00,-1.0873e+00,-2.4110e+00,-2.8365e+00,387xta
2370.0000,-2.2836e+00,-1.0942e+00,-2.4263e+00,-2.8545e+00,387xta
2377.5000,-2.2981e+00,-1.1012e+00,-2.4417e+00,-2.8726e+00,387xta
2385.0000,-2.3126e+00,-1.1081e+00,-2.4571e+00,-2.8908e+00,387xta
2392.5000,-2.3272e+00,-1.1151e+00,-2.4726e+00,-2.9090e+00,387xta
2400.0000,-2.3418e+00,-1.1221e+00,-2.4881e+00,-2.9272e+00,387xta
2407.5000,-2.3564e+00,-1.1291e+00,-2.5037e+00,-2.9456e+00,387xta
2415.0000,-2.3711e+00,-1.1362e+00,-2.5193e+00,-2.9639e+00,387xta
2422.5000,-2.3859e+00,-1.1432e+00,-2.5350e+00,-2.9824e+00,387xta
2430.0000,-2.4007e+00,-1.1503e+00,-2.5507e+00,-3.0009e+00,387xta
2437.5000,-2.4155e+00,-1.1574e+00,-2.5665e+00,-3.0194e+00,387xta
2445.0000,-2.4304e+00,-1.1646e+00,-2.5823e+00,-3.0380e+00,387xta
2452.5000,-2.4454e+00,-1.1717e+00,-2.5982e+00,-3.0567e+00,387xta
2460.0000,-2.4603e+00,-1.1789e+00,-2.6141e+00,-3.0754e+00,387xta
2467.5000,-2.4754e+00,-1.1861e+00,-2.6301e+00,-3.0942e+00,387xta
2475.0000,-2.4904e+00,-1.1933e+00,-2.6461e+00,-3.1130e+00,387xta
2482.5000,-2.5055e+00,-1.2006e+00,-2.6621e+00,-3.1319e+00,387xta
2490.0000,-2.5207e+00,-1.2078e+00,-2.6783e+00,-3.1509e+00,387xta
2497.5000,-2.5359e+00,-1.2151e+00,-2.6944e+00,-3.1699e+00,387xta
2505.0000,-2.5512e+00,-1.2224e+00,-2.7106e+00,-3.1890e+00,387xta
2512.5000,-2.5665e+00,-1.2298e+00,-2.7269e+00,-3.2081e+00,387xta
2520.0000,-2.5818e+00,-1.2371e+00,-2.7432e+00,-3.2273e+00,387xta
2527.5000,-2.5972e+00,-1.2445e+00,-2.7595e+00,-3.2465e+00,387xta
2535.0000,-2.6126e+00,-1.2519e+00,-2.7759e+00,-3.2658e+00,387xta
2542.5000,-2.6281e+00,-1.2593e+00,-2.7924e+00,-3.2852e+00,387xta
2550.0000,-2.6437e+00,-1.2668e+00,-2.8089e+00,-3.3046e+00,387xta
2557.5000,-2.6592e+00,-1.2742e+00,-2.8254e+00,-3.3240e+00,387xta
2565.0000,-2.6748e+00,-1.2817e+00,-2.8420e+00,-3.3436e+00,387xta
2572.5000,-2.6905e+00,-1.2892e+00,-2.8587e+00,-3.3631e+00,387xta
2580.0000,-2.7062e+00,-1.2967e+00,-2.8754e+00,-3.3828e+00,387xta
2587.5000,-2.7220e+00,-1.3043e+00,-2.8921e+00,-3.4025e+00,387xta
2595.0000,-2.7378e+00,-1.3119e+00,-2.9089e+00,-3.4222e+00,387xta
2602.5000,-2.7536e+00,-1.3194e+00,-2.9257e+00,-3.4420e+00,387xta
2610.0000,-2.7695e+00,-1.3271e+00,-2.9426e+00,-3.4619e+00,387xta
2617.5000,-2.7855e+00,-1.3347e+00,-2.9596e+00,-3.4818e+00,387xta
2625.0000,-2.8015e+00,-1.3424e+00,-2.9765e+00,-3.5018e+00,387xta
2632.5000,-2.8175e+00,-1.3500e+00,-2.9936e+00,-3.5219e+00,387xta
2640.0000,-2.8336e+00,-1.3577e+00,-3.0107e+00,-3.5419e+00,387xta
2647.5000,-2.8497e+00,-1.3655e+00,-3.0278e+00,-3.5621e+00,387xta
2655.0000,-2.8659e+00,-1.3732e+00,-3.0450e+00,-3.5823e+00,387xta
2662.5000,-2.8821e+00,-1.3810e+00,-3.0622e+00,-3.6026e+00,387xta
2670.0000,-2.8983e+00,-1.3888e+00,-3.0795e+00,-3.6229e+00,387xta
2677.5000,-2.9146e+00,-1.3966e+00,-3.0968e+00,-3.6433e+00,387xta
2685.0000,-2.9310e+00,-1.4044e+00,-3.1142e+00,-3.6637e+00,387xta
2692.5000,-2.9474e+00,-1.4123e+00,-3.1316e+00,-3.6842e+00,387xta
2700.0000,-2.9638e+00,-1.4202e+00,-3.1491e+00,-3.7048e+00,387xta
2707.5000,-2.9803e+00,-1.4281e+00,-3.1666e+00,-3.7254e+00,387xta
2715.0000,-2.9968e+00,-1.4360e+00,-3.1841e+00,-3.7461e+00,387xta
2722.5000,-3.0134e+00,-1.4439e+00,-3.2018e+00,-3.7668e+00,387xta
2730.0000,-3.0301e+00,-1.4519e+00,-3.2194e+00,-3.7876e+00,387xta
2737.5000,-3.0467e+00,-1.4599e+00,-3.2371e+00,-3.8084e+00,387xta
2745.0000,-3.0634e+00,-1.4679e+00,-3.2549e+00,-3.8293e+00,387xta
2752.5000,-3.0802e+00,-1.4759e+00,-3.2727e+00,-3.8503e+00,387xta
2760.0000,-3.0970e+00,-1.4840e+00,-3.2906e+00,-3.8713e+00,387xta
2767.5000,-3.1139e+00,-1.4921e+00,-3.3085e+00,-3.8923e+00,387xta
2775.0000,-3.1308e+00,-1.5002e+00,-3.3264e+00,-3.9135e+00,387xta
2782.5000,-3.1477e+00,-1.5083e+00,-3.3444e+00,-3.9346e+00,387xta
2790.0000,-3.1647e+00,-1.5164e+00,-3.3625e+00,-3.9559e+00,387xta
2797.5000,-3.1817e+00,-1.5246e+00,-3.3806e+00,-3.9772e+00,387xta
2805.0000,-3.1988e+00,-1.5328e+00,-3.3987e+00,-3.9985e+00,387xta
2812.5000,-3.2160e+00,-1.5410e+00,-3.4169e+00,-4.0199e+00,387xta
2820.0000,-3.2331e+00,-1.5492e+00,-3.4352e+00,-4.0414e+00,387xta
2827.5000,-3.2503e+00,-1.5575e+00,-3.4535e+00,-4.0629e+00,387xta
2835.0000,-3.2676e+00,-1.5657e+00,-3.4718e+00,-4.0845e+00,387xta
2842.5000,-3.2849e+00,-1.5740e+00,-3.4902e+00,-4.1062e+00,387xta
2850.0000,-3.3023e+00,-1.5823e+00,-3.5087e+00,-4.1279e+00,387xta
2857.5000,-3.3197e+00,-1.5907e+00,-3.5272e+00,-4.1496e+00,387xta
2865.0000,-3.3371e+00,-1.5990e+00,-3.5457e+00,-4.1714e+00,387xta
2872.5000,-3.3546e+00,-1.6074e+00,-3.5643e+00,-4.1933e+00,387xta
2880.0000,-3.3722e+00,-1.6158e+00,-3.5829e+00,-4.2152e+00,387xta
2887.5000,-3.3898e+00,-1.6243e+00,-3.6016e+00,-4.2372e+00,387xta
2895.0000,-3.4074e+00,-1.6327e+00,-3.6204e+00,-4.2592e+00,387xta
2902.5000,-3.4251e+00,-1.6412e+00,-3.6391e+00,-4.2813e+00,387xta
2910.0000,-3.4428e+00,-1.6497e+00,-3.6580e+00,-4.3035e+00,387xta
2917.5000,-3.4606e+00,-1.6582e+00,-3.6768e+00,-4.3257e+00,387xta
2925.0000,-3.4784e+00,-1.6667e+00,-3.6958e+00,-4.3480e+00,387xta
2932.5000,-3.4962e+00,-1.6753e+00,-3.7147e+00,1.7442e+03,387xta
2940.0000,-3.5141e+00,-1.6839e+00,-3.7338e+00,5.8144e+02,387xta
2947.5000,-3.5321e+00,-1.6925e+00,-3.7528e+00,-4.4151e+00,387xta
2955.0000,-3.5501e+00,-1.7011e+00,-3.7720e+00,-4.4376e+00,387xta
2962.5000,-3.5681e+00,-1.7097e+00,-3.7911e+00,-4.4602e+00,387xta
2970.0000,-3.5862e+00,-1.7184e+00,-3.8104e+00,-4.4828e+00,387xta
2977.5000,-3.6044e+00,-1.7271e+00,-3.8296e+00,-4.5054e+00,387xta
2985.0000,-3.6225e+00,-1.7358e+00,-3.8489e+00,-4.5282e+00,387xta
2992.5000,-3.6408e+00,-1.7445e+00,-3.8683e+00,-4.5510e+00,387xta
3000.0000,-3.6590e+00,-1.7533e+00,-3.8877e+00,-4.5738e+00,387xta
3007.5000,-3.6774e+00,-1.7621e+00,-3.9072e+00,-4.5967e+00,387xta
3015.0000,-3.6957e+00,-1.7709e+00,-3.9267e+00,-4.6197e+00,387xta
3022.5000,-3.7141e+00,-1.7797e+00,-3.9463e+00,-4.6427e+00,387xta
3030.0000,-3.7326e+00,-1.7885e+00,-3.9659e+00,-4.6657e+00,387xta
3037.5000,-3.7511e+00,-1.7974e+00,-3.9855e+00,-4.6889e+00,387xta
3045.0000,-3.7696e+00,-1.8063e+00,-4.0052e+00,-4.7120e+00,387xta
3052.5000,-3.7882e+00,-1.8152e+00,-4.0250e+00,-4.7353e+00,387xta
3060.0000,-3.8069e+00,-1.8241e+00,-4.0448e+00,-4.7586e+00,387xta
3067.5000,-3.8255e+00,-1.8331e+00,-4.0646e+00,-4.7819e+00,387xta
3075.0000,-3.8443e+00,-1.8420e+00,-4.0845e+00,-4.8053e+00,387xta
3082.5000,-3.8631e+00,-1.8510e+00,-4.1045e+00,-4.8288e+00,387xta
3090.0000,-3.8819e+00,-1.8601e+00,-4.1245e+00,-4.8523e+00,387xta
3097.5000,-3.9007e+00,-1.8691e+00,-4.1445e+00,-4.8759e+00,387xta
3105.0000,-3.9197e+00,-1.8782e+00,-4.1646e+00,-4.8996e+00,387xta
3112.5000,-3.9386e+00,-1.8873e+00,-4.1848e+00,-4.9233e+00,387xta
3120.0000,-3.9576e+00,-1.8964e+00,-4.2050e+00,-4.9470e+00,387xta
3127.5000,-3.9767e+00,-1.9055e+00,-4.2252e+00,-4.9708e+00,387xta
3135.0000,-3.9958e+00,-1.9146e+00,-4.2455e+00,-4.9947e+00,387xta
3142.5000,-4.0149e+00,-1.9238e+00,-4.2658e+00,-5.0186e+00,387xta
3150.0000,-4.0341e+00,-1.9330e+00,-4.2862e+00,-5.0426e+00,387xta
3157.5000,-4.0533e+00,-1.9422e+00,-4.3067e+00,-5.0667e+00,387xta
3165.0000,-4.0726e+00,-1.9515e+00,-4.3271e+00,-5.0908e+00,387xta
3172.5000,-4.0919e+00,-1.9607e+00,-4.3477e+00,-5.1149e+00,387xta
3180.0000,-4.1113e+00,-1.9700e+00,-4.3683e+00,-5.1391e+00,387xta
3187.5000,-4.1307e+00,-1.9793e+00,-4.3889e+00,-5.1634e+00,387xta
3195.0000,-4.1502e+00,-1.9886e+00,-4.4096e+00,-5.1877e+00,387xta
3202.5000,-4.1697e+00,-1.9980e+00,-4.4303e+00,-5.2121e+00,387xta
3210.0000,-4.1892e+00,-2.0073e+00,-4.4511e+00,-5.2365e+00,387xta
3217.5000,-4.2088e+00,-2.0167e+00,-4.4719e+00,-5.2610e+00,387xta
3225.0000,-4.2285e+00,-2.0261e+00,-4.4928e+00,-5.2856e+00,387xta
3232.5000,-4.2482e+00,-2.0356e+00,-4.5137e+00,-5.3102e+00,387xta
3240.0000,-4.2679e+00,-2.0450e+00,-4.5346e+00,-5.3349e+00,387xta
3247.5000,-4.2877e+00,-2.0545e+00,-4.5557e+00,-5.3596e+00,387xta
3255.0000,-4.3075e+00,-2.0640e+00,-4.5767e+00,-5.3844e+00,387xta
3262.5000,-4.3274e+00,-2.0735e+00,-4.5978e+00,-5.4092e+00,387xta
3270.0000,-4.3473e+00,-2.0831e+00,-4.6190e+00,-5.4341e+00,387xta
3277.5000,-4.3673e+00,-2.0926e+00,-4.6402e+00,-5.4591e+00,387xta
3285.0000,-4.3873e+00,-2.1022e+00,-4.6615e+00,-5.4841e+00,387xta
3292.5000,-4.4073e+00,-2.1118e+00,-4.6828e+00,-5.5092e+00,387xta
3300.0000,-4.4274e+00,-2.1215e+00,-4.7042e+00,-5.5343e+00,387xta
3307.5000,-4.4476e+00,-2.1311e+00,-4.7256e+00,-5.5595e+00,387xta
3315.0000,-4.4678e+00,-2.1408e+00,-4.7470e+00,-5.5847e+00,387xta
3322.5000,-4.4880e+00,-2.1505e+00,-4.7685e+00,-5.6100e+00,387xta
3330.0000,-4.5083e+00,-2.1602e+00,-4.7901e+00,-5.6354e+00,387xta
3337.5000,-4.5286e+00,-2.1700e+00,3.7267e+02,1.5043e+03,387xta
3345.0000,-4.5490e+00,-2.1797e+00,-4.8333e+00,3.7349e+02,387xta
3352.5000,-4.5694e+00,-2.1895e+00,-4.8550e+00,-5.7118e+00,387xta
3360.0000,-4.5899e+00,-2.1993e+00,-4.8768e+00,-5.7374e+00,387xta
3367.5000,-4.6104e+00,-2.2092e+00,-4.8986e+00,-5.7630e+00,387xta
3375.0000,-4.6310e+00,-2.2190e+00,-4.9204e+00,-5.7887e+00,387xta
3382.5000,-4.6516e+00,-2.2289e+00,-4.9423e+00,-5.8145e+00,387xta
3390.0000,-4.6722e+00,-2.2388e+00,-4.9642e+00,-5.8403e+00,387xta
3397.5000,-4.6929e+00,-2.2487e+00,-4.9862e+00,-5.8662e+00,387xta
3405.0000,-4.7137e+00,-2.2586e+00,-5.0083e+00,-5.8921e+00,387xta
3412.5000,-4.7345e+00,-2.2686e+00,-5.0304e+00,-5.9181e+00,387xta
3420.0000,-4.7553e+00,-2.2786e+00,-5.0525e+00,-5.9441e+00,387xta
3427.5000,-4.7762e+00,-2.2886e+00,-5.0747e+00,-5.9702e+00,387xta
3435.0000,-4.7971e+00,-2.2986e+00,-5.0969e+00,-5.9964e+00,387xta
3442.5000,-4.8181e+00,-2.3087e+00,-5.1192e+00,-6.0226e+00,387xta
3450.0000,-4.8391e+00,-2.3187e+00,-5.1415e+00,-6.0488e+00,387xta
3457.5000,-4.8601e+00,-2.3288e+00,-5.1639e+00,-6.0752e+00,387xta
3465.0000,-4.8812e+00,-2.3389e+00,-5.1863e+00,-6.1016e+00,387xta
3472.5000,-4.9024e+00,-2.3491e+00,-5.2088e+00,-6.1280e+00,387xta
3480.0000,-4.9236e+00,-2.3592e+00,-5.2313e+00,-6.1545e+00,387xta
3487.5000,-4.9448e+00,-2.3694e+00,-5.2539e+00,-6.1811e+00,387xta
3495.0000,-4.9661e+00,-2.3796e+00,-5.2765e+00,-6.2077e+00,387xta
3502.5000,-4.9875e+00,-2.3898e+00,-5.2992e+00,-6.2343e+00,387xta
3510.0000,-5.0089e+00,-2.4001e+00,-5.3219e+00,-6.2611e+00,387xta
3517.5000,-5.0303e+00,-2.4103e+00,-5.3447e+00,-6.2879e+00,387xta
3525.0000,-5.0518e+00,-2.4206e+00,-5.3675e+00,-6.3147e+00,387xta
3532.5000,-5.0733e+00,-2.4309e+00,-5.3904e+00,-6.3416e+00,387xta
3540.0000,-5.0948e+00,-2.4413e+00,-5.4133e+00,-6.3686e+00,387xta
3547.5000,-5.1165e+00,-2.4516e+00,-5.4362e+00,-6.3956e+00,387xta
3555.0000,-5.1381e+00,-2.4620e+00,-5.4592e+00,-6.4226e+00,387xta
3562.5000,-5.1598e+00,-2.4724e+00,-5.4823e+00,-6.4498e+00,387xta
3570.0000,-5.1816e+00,-2.4828e+00,-5.5054e+00,-6.4770e+00,387xta
3577.5000,-5.2034e+00,-2.4933e+00,-5.5286e+00,-6.5042e+00,387xta
3585.0000,-5.2252e+00,-2.5037e+00,-5.5518e+00,-6.5315e+00,387xta
3592.5000,-5.2471e+00,-2.5142e+00,-5.5750e+00,-6.5589e+00,387xta
3600.0000,-5.2690e+00,-2.5247e+00,-5.5983e+00,-6.5863e+00,387xta
3607.5000,-5.2910e+00,-2.5353e+00,-5.6217e+00,-6.6137e+00,387xta
3615.0000,-5.3130e+00,-2.5458e+00,-5.6451e+00,-6.6413e+00,387xta
3622.5000,-5.3351e+00,-2.5564e+00,-5.6685e+00,-6.6689e+00,387xta
3630.0000,-5.3572e+00,-2.5670e+00,-5.6920e+00,-6.6965e+00,387xta
3637.5000,-5.3794e+00,-2.5776e+00,-5.7156e+00,-6.7242e+00,387xta
3645.0000,-5.4016e+00,-2.5882e+00,-5.7392e+00,-6.7520e+00,387xta
3652.5000,-5.4238e+00,-2.5989e+00,-5.7628e+00,-6.7798e+00,387xta
3660.0000,-5.4461e+00,-2.6096e+00,-5.7865e+00,-6.8076e+00,387xta
3667.5000,-5.4685e+00,-2.6203e+00,-5.8102e+00,-6.8356e+00,387xta
3675.0000,-5.4908e+00,-2.6310e+00,-5.8340e+00,-6.8636e+00,387xta
3682.5000,-5.5133e+00,-2.6418e+00,-5.8579e+00,-6.8916e+00,387xta
3690.0000,-5.5358e+00,-2.6526e+00,-5.8817e+00,-6.9197e+00,387xta
3697.5000,-5.5583e+00,-2.6633e+00,-5.9057e+00,-6.9479e+00,387xta
3705.0000,-5.5809e+00,-2.6742e+00,-5.9297e+00,-6.9761e+00,387xta
3712.5000,-5.6035e+00,-2.6850e+00,-5.9537e+00,-7.0043e+00,387xta
3720.0000,-5.6261e+00,-2.6959e+00,-5.9778e+00,-7.0327e+00,387xta
3727.5000,-5.6488e+00,-2.7067e+00,-6.0019e+00,-7.0611e+00,387xta
3735.0000,-5.6716e+00,-2.7176e+00,-6.0261e+00,-7.0895e+00,387xta
3742.5000,-5.6944e+00,-2.7286e+00,-6.0503e+00,-7.1180e+00,387xta
3750.0000,-5.7172e+00,-2.7395e+00,-6.0746e+00,-7.1466e+00,387xta
3757.5000,-5.7401e+00,-2.7505e+00,-6.0989e+00,-7.1752e+00,387xta
3765.0000,-5.7631e+00,-2.7615e+00,-6.1233e+00,-7.2038e+00,387xta
3772.5000,-5.7861e+00,-2.7725e+00,-6.1477e+00,-7.2326e+00,387xta
3780.0000,-5.8091e+00,-2.7835e+00,-6.1722e+00,-7.2614e+00,387xta
3787.5000,-5.8322e+00,-2.7946e+00,-6.1967e+00,-7.2902e+00,387xta
3795.0000,-5.8553e+00,-2.8057e+00,-6.2212e+00,-7.3191e+00,387xta
3802.5000,-5.8785e+00,-2.8168e+00,-6.2459e+00,-7.3481e+00,387xta
3810.0000,-5.9017e+00,-2.8279e+00,-6.2705e+00,-7.3771e+00,387xta
3817.5000,-5.9249e+00,-2.8390e+00,-6.2952e+00,-7.4062e+00,387xta
3825.0000,-5.9482e+00,-2.8502e+00,-6.3200e+00,4.8837e+02,387xta
3832.5000,-5.9716e+00,-2.8614e+00,-6.3448e+00,-7.4645e+00,387xta
3840.0000,-5.9950e+00,-2.8726e+00,-6.3697e+00,-7.4937e+00,387xta
3847.5000,-6.0184e+00,-2.8838e+00,-6.3946e+00,-7.5230e+00,387xta
3855.0000,-6.0419e+00,-2.8951e+00,-6.4195e+00,-7.5524e+00,387xta
3862.5000,-6.0654e+00,-2.9064e+00,-6.4445e+00,-7.5818e+00,387xta
3870.0000,-6.0890e+00,-2.9176e+00,-6.4696e+00,-7.6113e+00,387xta
3877.5000,-6.1126e+00,-2.9290e+00,-6.4947e+00,-7.6408e+00,387xta
3885.0000,-6.1363e+00,-2.9403e+00,-6.5198e+00,-7.6704e+00,387xta
3892.5000,-6.1600e+00,-2.9517e+00,-6.5450e+00,-7.7000e+00,387xta
3900.0000,-6.1838e+00,-2.9631e+00,-6.5703e+00,-7.7297e+00,387xta
3907.5000,-6.2076e+00,-2.9745e+00,-6.5956e+00,-7.7595e+00,387xta
3915.0000,-6.2314e+00,-2.9859e+00,-6.6209e+00,-7.7893e+00,387xta
3922.5000,-6.2553e+00,-2.9973e+00,-6.6463e+00,-7.8192e+00,387xta
3930.0000,-6.2793e+00,-3.0088e+00,-6.6717e+00,-7.8491e+00,387xta
3937.5000,-6.3033e+00,-3.0203e+00,-6.6972e+00,-7.8791e+00,387xta
3945.0000,-6.3273e+00,-3.0318e+00,-6.7228e+00,-7.9091e+00,387xta
3952.5000,-6.3514e+00,-3.0434e+00,-6.7483e+00,-7.9392e+00,387xta
3960.0000,-6.3755e+00,-3.0549e+00,-6.7740e+00,-7.9694e+00,387xta
3967.5000,-6.3997e+00,-3.0665e+00,-6.7997e+00,-7.9996e+00,387xta
3975.0000,-6.4239e+00,-3.0781e+00,-6.8254e+00,-8.0299e+00,387xta
3982.5000,-6.4482e+00,-3.0897e+00,-6.8512e+00,-8.0602e+00,387xta
3990.0000,-6.4725e+00,-3.1014e+00,-6.8770e+00,-8.0906e+00,387xta
3997.5000,-6.4968e+00,-3.1131e+00,-6.9029e+00,-8.1210e+00,387xta
4005.0000,-6.5212e+00,-3.1248e+00,-6.9288e+00,-8.1515e+00,387xta
4012.5000,-6.5457e+00,-3.1365e+00,-6.9548e+00,-8.1821e+00,387xta
4020.0000,-6.5702e+00,-3.1482e+00,-6.9808e+00,-8.2127e+00,387xta
4027.5000,-6.5947e+00,-3.1600e+00,-7.0069e+00,-8.2434e+00,387xta
4035.0000,-6.6193e+00,-3.1717e+00,-7.0330e+00,-8.2741e+00,387xta
4042.5000,-6.6439e+00,-3.1835e+00,-7.0592e+00,-8.3049e+00,387xta
4050.0000,-6.6686e+00,-3.1954e+00,-7.0854e+00,-8.3357e+00,387xta
4057.5000,-6.6933e+00,-3.2072e+00,-7.1117e+00,-8.3666e+00,387xta
4065.0000,-6.7181e+00,-3.2191e+00,-7.1380e+00,-8.3976e+00,387xta
4072.5000,-6.7429e+00,-3.2310e+00,-7.1643e+00,-8.4286e+00,387xta
4080.0000,-6.7678e+00,-3.2429e+00,-7.1907e+00,-8.4597e+00,387xta
4087.5000,-6.7927e+00,-3.2548e+00,-7.2172e+00,-8.4908e+00,387xta
4095.0000,-6.8176e+00,-3.2668e+00,-7.2437e+00,-8.5220e+00,387xta
4102.5000,-6.8426e+00,-3.2788e+00,-7.2703e+00,-8.5533e+00,387xta
4110.0000,-6.8677e+00,-3.2907e+00,-7.2969e+00,-8.5846e+00,387xta
4117.5000,-6.8927e+00,-3.3028e+00,-7.3235e+00,-8.6159e+00,387xta
4125.0000,-6.9179e+00,-3.3148e+00,-7.3502e+00,-8.6473e+00,387xta
4132.5000,-6.9430e+00,-3.3269e+00,-7.3770e+00,-8.6788e+00,387xta
4140.0000,-6.9683e+00,-3.3390e+00,-7.4038e+00,-8.7103e+00,387xta
4147.5000,-6.9935e+00,-3.3511e+00,-7.4306e+00,-8.7419e+00,387xta
4155.0000,-7.0189e+00,-3.3632e+00,-7.4575e+00,-8.7736e+00,387xta
4162.5000,-7.0442e+00,-3.3754e+00,-7.4845e+00,-8.8053e+00,387xta
4170.0000,-7.0696e+00,-3.3875e+00,-7.5115e+00,-8.8370e+00,387xta
4177.5000,-7.0951e+00,-3.3997e+00,-7.5385e+00,-8.8689e+00,387xta
4185.0000,-7.1206e+00,-3.4119e+00,-7.5656e+00,-8.9007e+00,387xta
4192.5000,-7.1461e+00,-3.4242e+00,-7.5928e+00,-8.9327e+00,387xta
4200.0000,-7.1717e+00,-3.4364e+00,-7.6199e+00,-8.9646e+00,387xta
4207.5000,-7.1974e+00,-3.4487e+00,-7.6472e+00,-8.9967e+00,387xta
4215.0000,-7.2230e+00,-3.4610e+00,-7.6745e+00,-9.0288e+00,387xta
4222.5000,-7.2488e+00,-3.4734e+00,-7.7018e+00,-9.0610e+00,387xta
4230.0000,-7.2745e+00,-3.4857e+00,-7.7292e+00,-9.0932e+00,387xta
4237.5000,-7.3004e+00,-3.4981e+00,-7.7566e+00,-9.1254e+00,387xta
4245.0000,-7.3262e+00,-3.5105e+00,-7.7841e+00,-9.1578e+00,387xta
4252.5000,-7.3521e+00,-3.5229e+00,-7.8116e+00,-9.1902e+00,387xta
4260.0000,-7.3781e+00,-3.5353e+00,-7.8392e+00,-9.2226e+00,387xta
4267.5000,-7.4041e+00,-3.5478e+00,-7.8668e+00,-9.2551e+00,387xta
4275.0000,-7.4301e+00,-3.5603e+00,-7.8945e+00,-9.2877e+00,387xta
4282.5000,-7.4562e+00,-3.5728e+00,-7.9222e+00,-9.3203e+00,387xta
4290.0000,-7.4824e+00,-3.5853e+00,-7.9500e+00,-9.3530e+00,387xta
4297.5000,-7.5086e+00,-3.5978e+00,-7.9778e+00,-9.3857e+00,387xta
4305.0000,-7.5348e+00,-3.6104e+00,-8.0057e+00,-9.4185e+00,387xta
4312.5000,-7.5611e+00,-3.6230e+00,-8.0336e+00,-9.4513e+00,387xta
4320.0000,-7.5874e+00,-3.6356e+00,-8.0616e+00,-9.4842e+00,387xta
4327.5000,-7.6138e+00,-3.6483e+00,-8.0896e+00,-9.5172e+00,387xta
4335.0000,-7.6402e+00,-3.6609e+00,-8.1177e+00,-9.5502e+00,387xta
4342.5000,-7.6666e+00,-3.6736e+00,-8.1458e+00,-9.5833e+00,387xta
4350.0000,-7.6931e+00,-3.6863e+00,-8.1740e+00,-9.6164e+00,387xta
4357.5000,-7.7197e+00,-3.6990e+00,-8.2022e+00,-9.6496e+00,387xta
4365.0000,-7.7463e+00,-3.7118e+00,-8.2304e+00,-9.6828e+00,387xta
4372.5000,-7.7729e+00,-3.7245e+00,-8.2587e+00,-9.7161e+00,387xta
4380.0000,-7.7996e+00,-3.7373e+00,-8.2871e+00,-9.7495e+00,387xta
4387.5000,-7.8263e+00,-3.7501e+00,3.2535e+03,-9.7829e+00,387xta
4395.0000,-7.8531e+00,-3.7630e+00,-8.3439e+00,-9.8164e+00,387xta
4402.5000,-7.8799e+00,-3.7758e+00,-8.3724e+00,-9.8499e+00,387xta
4410.0000,-7.9068e+00,-3.7887e+00,-8.4010e+00,-9.8835e+00,387xta
4417.5000,-7.9337e+00,-3.8016e+00,-8.4296e+00,-9.9172e+00,387xta
4425.0000,-7.9607e+00,-3.8145e+00,-8.4582e+00,-9.9509e+00,387xta
4432.5000,-7.9877e+00,-3.8274e+00,-8.4869e+00,-9.9846e+00,387xta
4440.0000,-8.0148e+00,-3.8404e+00,-8.5157e+00,-1.0018e+01,387xta
4447.5000,-8.0419e+00,-3.8534e+00,-8.5445e+00,-1.0052e+01,387xta
4455.0000,-8.0690e+00,-3.8664e+00,-8.5733e+00,-1.0086e+01,387xta
4462.5000,-8.0962e+00,-3.8794e+00,-8.6022e+00,-1.0120e+01,387xta
4470.0000,-8.1234e+00,-3.8925e+00,-8.6311e+00,-1.0154e+01,387xta
4477.5000,-8.1507e+00,-3.9056e+00,-8.6601e+00,-1.0188e+01,387xta
4485.0000,-8.1780e+00,-3.9186e+00,-8.6892e+00,-1.0223e+01,387xta
4492.5000,-8.2054e+00,-3.9318e+00,-8.7183e+00,-1.0257e+01,387xta
4500.0000,-8.2328e+00,-3.9449e+00,-8.7474e+00,-1.0291e+01,387xta
4507.5000,-8.2603e+00,-3.9581e+00,-8.7766e+00,-1.0325e+01,387xta
4515.0000,-8.2878e+00,-3.9712e+00,-8.8058e+00,-1.0360e+01,387xta
4522.5000,-8.3154e+00,-3.9844e+00,-8.8351e+00,-1.0394e+01,387xta
4530.0000,-8.3430e+00,-3.9977e+00,-8.8644e+00,-1.0429e+01,387xta
