station ID = gr (Granada)
system = VELETA
signal = 355, parallel, photoncounting, dark-subtracted
date, time= 21.02.2022, 19UTC
range,E,N,S,W,channel
2415.0000,2.2637e+07,2.1862e+07,2.1534e+07,2.7299e+07,355xpp
2422.5000,2.3216e+07,2.0856e+07,2.1201e+07,2.7904e+07,355xpp
2430.0000,2.3164e+07,2.1220e+07,2.2140e+07,2.5464e+07,355xpp
2437.5000,2.2625e+07,2.1284e+07,2.2857e+07,2.6576e+07,355xpp
2445.0000,2.3923e+07,2.2506e+07,2.1429e+07,2.5197e+07,355xpp
2452.5000,2.2246e+07,2.1444e+07,2.2140e+07,2.6700e+07,355xpp
2460.0000,2.2451e+07,2.1990e+07,2.2275e+07,2.5784e+07,355xpp
2467.5000,2.1302e+07,2.2648e+07,2.2065e+07,2.5838e+07,355xpp
2475.0000,2.2657e+07,2.2087e+07,2.0522e+07,2.5995e+07,355xpp
2482.5000,2.2446e+07,2.0955e+07,2.3213e+07,2.6720e+07,355xpp
2490.0000,2.2084e+07,2.2318e+07,2.1408e+07,2.5531e+07,355xpp
2497.5000,2.2251e+07,2.1456e+07,2.2605e+07,2.5719e+07,355xpp
2505.0000,2.1740e+07,2.2408e+07,2.1384e+07,2.5553e+07,355xpp
2512.5000,2.1835e+07,2.1645e+07,2.2661e+07,2.5740e+07,355xpp
2520.0000,2.1893e+07,2.1772e+07,2.1022e+07,2.6987e+07,355xpp
2527.5000,2.1223e+07,2.3541e+07,2.1547e+07,2.6669e+07,355xpp
2535.0000,2.3438e+07,1.9474e+07,2.0102e+07,2.5466e+07,355xpp
2542.5000,2.3023e+07,2.1131e+07,1.9964e+07,2.5582e+07,355xpp
2550.0000,2.0491e+07,2.0443e+07,2.1118e+07,2.5772e+07,355xpp
2557.5000,2.2735e+07,2.0677e+07,2.3330e+07,2.5285e+07,355xpp
2565.0000,2.1257e+07,1.9937e+07,2.2566e+07,2.5736e+07,355xpp
2572.5000,2.1118e+07,2.0692e+07,2.0625e+07,2.6150e+07,355xpp
2580.0000,2.1470e+07,1.9906e+07,2.1428e+07,2.3299e+07,355xpp
2587.5000,2.2547e+07,2.0440e+07,2.2241e+07,2.4581e+07,355xpp
2595.0000,2.2489e+07,2.1400e+07,1.9840e+07,2.7500e+07,355xpp
2602.5000,2.1502e+07,2.1061e+07,1.9378e+07,2.3632e+07,355xpp
2610.0000,2.2049e+07,2.1843e+07,2.0767e+07,2.5283e+07,355xpp
2617.5000,2.1629e+07,2.0373e+07,1.9759e+07,2.5311e+07,355xpp
2625.0000,2.2579e+07,2.1702e+07,2.3596e+07,2.3924e+07,355xpp
2632.5000,2.1214e+07,2.1983e+07,1.9867e+07,2.4181e+07,355xpp
2640.0000,2.2003e+07,2.0920e+07,2.0099e+07,2.5390e+07,355xpp
2647.5000,2.3845e+07,1.9489e+07,2.2766e+07,2.5694e+07,355xpp
2655.0000,2.1812e+07,2.0719e+07,2.2893e+07,2.4029e+07,355xpp
2662.5000,2.1936e+07,2.1441e+07,2.2538e+07,2.3681e+07,355xpp
2670.0000,2.0926e+07,1.9376e+07,2.1894e+07,2.4221e+07,355xpp
2677.5000,2.0800e+07,2.1236e+07,2.2591e+07,2.5707e+07,355xpp
2685.0000,2.1736e+07,1.8576e+07,1.8583e+07,2.4658e+07,355xpp
2692.5000,2.0868e+07,2.2461e+07,1.9837e+07,2.4879e+07,355xpp
2700.0000,2.0901e+07,1.9941e+07,2.1230e+07,2.6557e+07,355xpp
2707.5000,2.0977e+07,2.1887e+07,2.0767e+07,2.4196e+07,355xpp
2715.0000,1.9798e+07,2.2258e+07,2.3142e+07,2.5130e+07,355xpp
2722.5000,2.2388e+07,2.1577e+07,2.1206e+07,2.5607e+07,355xpp
2730.0000,2.0734e+07,1.9160e+07,2.0902e+07,2.3669e+07,355xpp
2737.5000,2.3403e+07,2.0411e+07,2.1781e+07,2.4651e+07,355xpp
2745.0000,2.1775e+07,2.1038e+07,2.1816e+07,2.3844e+07,355xpp
2752.5000,2.1550e+07,1.9949e+07,2.1290e+07,2.3415e+07,355xpp
2760.0000,2.1671e+07,2.0148e+07,1.8599e+07,2.2636e+07,355xpp
2767.5000,2.2090e+07,2.0731e+07,1.8830e+07,2.6023e+07,355xpp
2775.0000,2.2080e+07,1.9492e+07,1.9762e+07,2.5330e+07,355xpp
2782.5000,2.2508e+07,1.8677e+07,2.1537e+07,2.2828e+07,355xpp
2790.0000,2.2231e+07,1.9526e+07,1.9447e+07,2.2596e+07,355xpp
2797.5000,2.1641e+07,1.9501e+07,1.9286e+07,2.5164e+07,355xpp
2805.0000,2.0997e+07,1.9293e+07,2.0816e+07,2.5524e+07,355xpp
2812.5000,2.4255e+07,2.0289e+07,1.9672e+07,2.2557e+07,355xpp
2820.0000,2.0275e+07,1.9544e+07,1.9510e+07,2.4710e+07,355xpp
2827.5000,2.3111e+07,1.9286e+07,2.1290e+07,2.3391e+07,355xpp
2835.0000,2.2863e+07,2.1255e+07,2.0215e+07,2.5845e+07,355xpp
2842.5000,1.9047e+07,1.9902e+07,2.0693e+07,2.3546e+07,355xpp
2850.0000,2.1169e+07,1.8677e+07,2.1075e+07,2.5101e+07,355xpp
2857.5000,1.8924e+07,2.0207e+07,1.9430e+07,2.5746e+07,355xpp
2865.0000,2.2184e+07,1.8827e+07,2.1624e+07,2.4898e+07,355xpp
2872.5000,2.1226e+07,2.1913e+07,2.0473e+07,2.6531e+07,355xpp
2880.0000,2.0303e+07,1.7807e+07,1.9783e+07,2.3087e+07,355xpp
2887.5000,2.2014e+07,1.7053e+07,2.2152e+07,2.3870e+07,355xpp
2895.0000,2.1368e+07,2.1357e+07,2.0654e+07,2.2712e+07,355xpp
2902.5000,2.0001e+07,2.1186e+07,2.0760e+07,2.5414e+07,355xpp
2910.0000,2.2364e+07,2.0907e+07,2.0584e+07,2.4437e+07,355xpp
2917.5000,1.8623e+07,2.0677e+07,2.1073e+07,2.3308e+07,355xpp
2925.0000,2.0604e+07,2.1267e+07,1.8280e+07,2.5954e+07,355xpp
2932.5000,1.9542e+07,1.8897e+07,1.7257e+07,2.3010e+07,355xpp
2940.0000,1.9887e+07,1.8899e+07,2.0371e+07,2.4949e+07,355xpp
2947.5000,1.9154e+07,2.0516e+07,2.1460e+07,2.5811e+07,355xpp
2955.0000,2.2019e+07,2.0126e+07,2.0579e+07,2.5695e+07,355xpp
2962.5000,1.9101e+07,2.1518e+07,1.9047e+07,2.3533e+07,355xpp
2970.0000,2.0345e+07,1.9136e+07,1.8397e+07,2.3655e+07,355xpp
2977.5000,2.0196e+07,1.8882e+07,1.7792e+07,2.3925e+07,355xpp
2985.0000,1.9996e+07,1.9480e+07,1.9187e+07,2.3084e+07,355xpp
2992.5000,2.0298e+07,1.8112e+07,2.0296e+07,2.3255e+07,355xpp
3000.0000,2.0503e+07,2.0088e+07,2.1008e+07,2.4951e+07,355xpp
3007.5000,2.0554e+07,2.1108e+07,2.0452e+07,2.4511e+07,355xpp
3015.0000,1.9784e+07,2.1005e+07,1.9576e+07,2.3191e+07,355xpp
3022.5000,1.9216e+07,2.0131e+07,1.7816e+07,2.4809e+07,355xpp
3030.0000,2.1018e+07,1.8155e+07,2.0186e+07,2.2486e+07,355xpp
3037.5000,2.0812e+07,1.7312e+07,1.9975e+07,2.2284e+07,355xpp
3045.0000,2.1343e+07,1.8440e+07,1.9181e+07,2.2714e+07,355xpp
3052.5000,1.8650e+07,1.8321e+07,2.0275e+07,2.0082e+07,355xpp
3060.0000,1.8159e+07,2.0049e+07,1.9952e+07,2.3360e+07,355xpp
3067.5000,1.7877e+07,1.8396e+07,2.0795e+07,2.3634e+07,355xpp
3075.0000,2.1380e+07,1.7686e+07,1.8390e+07,2.3322e+07,355xpp
3082.5000,1.9503e+07,1.9382e+07,1.8638e+07,2.2951e+07,355xpp
3090.0000,1.8682e+07,1.9585e+07,2.0293e+07,2.4958e+07,355xpp
3097.5000,2.1423e+07,2.0924e+07,1.9144e+07,2.2091e+07,355xpp
3105.0000,2.0223e+07,1.9174e+07,1.8803e+07,2.4977e+07,355xpp
3112.5000,1.9170e+07,1.8994e+07,2.0318e+07,2.5544e+07,355xpp
3120.0000,2.0196e+07,1.9526e+07,1.8930e+07,2.2410e+07,355xpp
3127.5000,1.9521e+07,1.8957e+07,1.8690e+07,2.3679e+07,355xpp
3135.0000,2.0835e+07,1.8884e+07,1.8170e+07,2.3793e+07,355xpp
3142.5000,2.0991e+07,1.9474e+07,2.1436e+07,2.3461e+07,355xpp
3150.0000,1.9747e+07,1.8559e+07,2.0305e+07,2.1898e+07,355xpp
3157.5000,1.8548e+07,1.9493e+07,1.8151e+07,2.2113e+07,355xpp
3165.0000,1.9769e+07,2.0035e+07,1.8352e+07,2.4082e+07,355xpp
3172.5000,1.7083e+07,1.6900e+07,1.9234e+07,2.4025e+07,355xpp
3180.0000,1.9497e+07,1.8971e+07,1.9379e+07,2.0712e+07,355xpp
3187.5000,2.0680e+07,2.0437e+07,2.0332e+07,2.1210e+07,355xpp
3195.0000,2.2858e+07,1.7198e+07,1.7780e+07,2.0445e+07,355xpp
3202.5000,2.0647e+07,1.8376e+07,2.0001e+07,2.0080e+07,355xpp
3210.0000,2.2076e+07,1.8113e+07,1.8586e+07,2.0348e+07,355xpp
3217.5000,2.1656e+07,1.8957e+07,2.0425e+07,2.1493e+07,355xpp
3225.0000,2.0404e+07,1.7521e+07,1.8526e+07,2.2827e+07,355xpp
3232.5000,1.5793e+07,1.7897e+07,2.0203e+07,2.1400e+07,355xpp
3240.0000,1.7933e+07,1.8513e+07,1.6041e+07,2.3514e+07,355xpp
3247.5000,2.0988e+07,1.7886e+07,1.9022e+07,2.3147e+07,355xpp
3255.0000,1.9891e+07,1.9578e+07,1.9528e+07,1.9848e+07,355xpp
3262.5000,1.8184e+07,1.9909e+07,1.9858e+07,2.2039e+07,355xpp
3270.0000,1.9773e+07,1.9277e+07,1.7903e+07,2.2382e+07,355xpp
3277.5000,2.0227e+07,1.7375e+07,1.6415e+07,2.1091e+07,355xpp
3285.0000,1.8862e+07,1.7390e+07,1.9769e+07,2.3135e+07,355xpp
3292.5000,1.7421e+07,1.8997e+07,1.7600e+07,2.2507e+07,355xpp
3300.0000,1.6767e+07,1.7063e+07,1.7313e+07,2.3042e+07,355xpp
3307.5000,2.0107e+07,2.0216e+07,1.6531e+07,2.3393e+07,355xpp
3315.0000,1.9826e+07,1.7279e+07,1.5803e+07,2.4680e+07,355xpp
3322.5000,1.9480e+07,1.7790e+07,1.8670e+07,2.4169e+07,355xpp
3330.0000,1.8196e+07,1.6250e+07,1.7131e+07,2.3466e+07,355xpp
3337.5000,1.9284e+07,1.8391e+07,2.1035e+07,2.2752e+07,355xpp
3345.0000,1.9307e+07,1.8221e+07,2.1194e+07,2.3421e+07,355xpp
3352.5000,1.7432e+07,1.8429e+07,1.8060e+07,2.0863e+07,355xpp
3360.0000,1.8905e+07,1.6865e+07,2.0175e+07,2.4013e+07,355xpp
3367.5000,1.9373e+07,1.9999e+07,2.0329e+07,2.1497e+07,355xpp
3375.0000,1.7605e+07,2.1050e+07,1.9775e+07,2.1019e+07,355xpp
3382.5000,1.6008e+07,1.7411e+07,1.8318e+07,2.2463e+07,355xpp
3390.0000,1.8404e+07,1.7294e+07,1.7883e+07,2.1592e+07,355xpp
3397.5000,1.9461e+07,1.8796e+07,1.7188e+07,2.2471e+07,355xpp
3405.0000,1.7917e+07,1.9401e+07,1.6543e+07,2.1717e+07,355xpp
3412.5000,1.9042e+07,1.9749e+07,1.9628e+07,2.2339e+07,355xpp
3420.0000,1.7878e+07,1.7996e+07,1.9385e+07,2.2506e+07,355xpp
3427.5000,1.8352e+07,1.6952e+07,1.8809e+07,2.2601e+07,355xpp
3435.0000,1.8962e+07,1.8285e+07,1.8230e+07,2.3966e+07,355xpp
3442.5000,1.7582e+07,1.7367e+07,1.8907e+07,2.4608e+07,355xpp
3450.0000,2.0806e+07,1.6107e+07,1.7050e+07,2.3705e+07,355xpp
3457.5000,1.9278e+07,1.7182e+07,1.8536e+07,2.1517e+07,355xpp
3465.0000,2.0513e+07,1.8336e+07,1.6460e+07,2.3033e+07,355xpp
3472.5000,1.9040e+07,1.6519e+07,1.6867e+07,2.1772e+07,355xpp
3480.0000,1.5517e+07,1.5708e+07,1.9869e+07,2.1116e+07,355xpp
3487.5000,1.7427e+07,1.7552e+07,1.9131e+07,2.0185e+07,355xpp
3495.0000,1.5788e+07,1.8449e+07,1.9421e+07,1.9924e+07,355xpp
3502.5000,1.8473e+07,1.9151e+07,1.5507e+07,1.9673e+07,355xpp
3510.0000,2.1190e+07,1.5220e+07,1.8896e+07,2.2384e+07,355xpp
3517.5000,1.7799e+07,1.5772e+07,2.0019e+07,1.9277e+07,355xpp
3525.0000,1.7526e+07,1.8976e+07,1.6753e+07,1.9009e+07,355xpp
3532.5000,1.8234e+07,2.0390e+07,1.4304e+07,2.3726e+07,355xpp
3540.0000,1.7465e+07,1.6255e+07,1.5067e+07,2.0793e+07,355xpp
3547.5000,1.7823e+07,1.7383e+07,1.7040e+07,2.2512e+07,355xpp
3555.0000,2.0310e+07,1.5542e+07,1.9098e+07,2.1186e+07,355xpp
3562.5000,1.7329e+07,1.7316e+07,1.8039e+07,2.2202e+07,355xpp
3570.0000,1.6830e+07,1.9106e+07,1.7400e+07,2.0791e+07,355xpp
3577.5000,1.9058e+07,1.5524e+07,1.6824e+07,2.0301e+07,355xpp
3585.0000,1.8777e+07,1.6382e+07,1.8122e+07,2.0747e+07,355xpp
3592.5000,1.8709e+07,1.7030e+07,1.8198e+07,1.9890e+07,355xpp
3600.0000,1.8426e+07,1.5215e+07,1.6819e+07,2.1430e+07,355xpp
3607.5000,1.5799e+07,1.5859e+07,1.4918e+07,2.3060e+07,355xpp
3615.0000,1.9681e+07,1.8494e+07,1.7986e+07,2.2571e+07,355xpp
3622.5000,1.9320e+07,2.0484e+07,1.8723e+07,1.9928e+07,355xpp
3630.0000,1.6737e+07,1.7756e+07,1.7916e+07,2.2456e+07,355xpp
3637.5000,1.5023e+07,1.7607e+07,1.4130e+07,2.2400e+07,355xpp
3645.0000,1.4638e+07,1.7458e+07,1.5602e+07,2.1001e+07,355xpp
3652.5000,1.7244e+07,1.5212e+07,1.7912e+07,2.0114e+07,355xpp
3660.0000,1.5511e+07,1.4672e+07,1.4454e+07,2.0419e+07,355xpp
3667.5000,1.8064e+07,1.8434e+07,1.6551e+07,1.9447e+07,355xpp
3675.0000,1.8896e+07,1.4944e+07,1.9730e+07,1.9221e+07,355xpp
3682.5000,1.7147e+07,1.7743e+07,1.7902e+07,2.1129e+07,355xpp
3690.0000,1.7599e+07,1.7203e+07,1.7135e+07,1.9531e+07,355xpp
3697.5000,1.6519e+07,1.8116e+07,1.6515e+07,1.9916e+07,355xpp
3705.0000,1.8435e+07,1.6421e+07,1.7200e+07,1.9846e+07,355xpp
3712.5000,1.5804e+07,1.6412e+07,1.7425e+07,2.0157e+07,355xpp
3720.0000,1.6255e+07,2.0360e+07,1.7414e+07,2.1251e+07,355xpp
3727.5000,2.0455e+07,1.7401e+07,1.6397e+07,1.9462e+07,355xpp
3735.0000,1.9439e+07,1.5438e+07,1.5913e+07,2.1734e+07,355xpp
3742.5000,1.6766e+07,1.5184e+07,1.5273e+07,1.9383e+07,355xpp
3750.0000,1.6203e+07,1.6268e+07,1.6909e+07,2.3334e+07,355xpp
3757.5000,2.0309e+07,1.5544e+07,1.6580e+07,2.1444e+07,355xpp
3765.0000,1.8322e+07,1.5925e+07,1.5692e+07,2.0735e+07,355xpp
3772.5000,1.7676e+07,1.8060e+07,1.6873e+07,2.2096e+07,355xpp
3780.0000,1.8707e+07,1.6691e+07,1.5898e+07,1.9935e+07,355xpp
3787.5000,1.5324e+07,1.5955e+07,1.6364e+07,2.4295e+07,355xpp
3795.0000,1.6273e+07,1.5936e+07,1.7963e+07,2.2683e+07,355xpp
3802.5000,1.6417e+07,1.7863e+07,1.7304e+07,1.9359e+07,355xpp
3810.0000,1.6808e+07,1.5655e+07,1.4607e+07,1.9844e+07,355xpp
3817.5000,1.8347e+07,1.5636e+07,1.5318e+07,1.8042e+07,355xpp
3825.0000,1.4647e+07,1.6352e+07,1.6363e+07,2.2802e+07,355xpp
3832.5000,1.7830e+07,1.7321e+07,1.6260e+07,1.9832e+07,355xpp
3840.0000,1.7570e+07,1.4004e+07,1.4920e+07,2.1813e+07,355xpp
3847.5000,1.6228e+07,1.6878e+07,1.6721e+07,2.0153e+07,355xpp
3855.0000,1.5541e+07,1.7360e+07,1.9036e+07,1.7983e+07,355xpp
3862.5000,1.6606e+07,1.8348e+07,1.9779e+07,1.7883e+07,355xpp
3870.0000,2.0198e+07,1.8924e+07,1.5074e+07,1.8879e+07,355xpp
3877.5000,2.0953e+07,1.8829e+07,2.0358e+07,2.0807e+07,355xpp
3885.0000,1.9509e+07,2.1359e+07,1.8995e+07,2.2921e+07,355xpp
3892.5000,2.0093e+07,1.7616e+07,1.9409e+07,1.9778e+07,355xpp
3900.0000,1.4629e+07,1.6916e+07,1.5986e+07,1.9682e+07,355xpp
3907.5000,1.5796e+07,1.6981e+07,1.6564e+07,1.8815e+07,355xpp
3915.0000,1.6286e+07,1.6106e+07,1.8086e+07,1.8716e+07,355xpp
3922.5000,1.8421e+07,1.6853e+07,1.7378e+07,2.1125e+07,355xpp
3930.0000,1.7796e+07,1.5705e+07,1.5369e+07,2.1117e+07,355xpp
3937.5000,1.8560e+07,1.6114e+07,1.4820e+07,2.2326e+07,355xpp
3945.0000,1.5927e+07,1.5826e+07,1.9497e+07,2.0839e+07,355xpp
3952.5000,1.9402e+07,1.5976e+07,1.4147e+07,2.2059e+07,355xpp
3960.0000,1.8685e+07,1.5688e+07,1.3146e+07,2.0207e+07,355xpp
3967.5000,1.5668e+07,1.7593e+07,1.7957e+07,1.9132e+07,355xpp
3975.0000,1.5108e+07,1.7571e+07,1.5545e+07,1.8496e+07,355xpp
3982.5000,1.7030e+07,1.3733e+07,1.6670e+07,2.2488e+07,355xpp
3990.0000,1.4688e+07,1.4053e+07,1.7535e+07,1.8280e+07,355xpp
3997.5000,1.3670e+07,1.4551e+07,1.6708e+07,1.8258e+07,355xpp
4005.0000,1.8305e+07,1.6132e+07,1.4794e+07,1.7698e+07,355xpp
4012.5000,1.6569e+07,1.6645e+07,1.8098e+07,1.8938e+07,355xpp
4020.0000,1.4552e+07,1.6161e+07,1.7167e+07,2.0006e+07,355xpp
4027.5000,2.0060e+07,1.5314e+07,1.4960e+07,2.0170e+07,355xpp
4035.0000,1.8765e+07,1.3278e+07,1.4014e+07,1.9698e+07,355xpp
4042.5000,1.3981e+07,1.4881e+07,1.3701e+07,2.1517e+07,355xpp
4050.0000,1.9178e+07,1.6407e+07,1.7149e+07,2.0028e+07,355xpp
4057.5000,1.8510e+07,1.6466e+07,1.5555e+07,1.6229e+07,355xpp
4065.0000,2.0986e+07,1.5047e+07,1.6166e+07,1.8141e+07,355xpp
4072.5000,1.5026e+07,1.7981e+07,1.5855e+07,2.1370e+07,355xpp
4080.0000,1.4893e+07,1.4228e+07,1.5356e+07,2.0981e+07,355xpp
4087.5000,2.0282e+07,1.5123e+07,1.6906e+07,2.3495e+07,355xpp
4095.0000,1.9418e+07,1.5272e+07,1.8471e+07,1.6436e+07,355xpp
4102.5000,1.7508e+07,1.7586e+07,1.6370e+07,1.8571e+07,355xpp
4110.0000,1.4831e+07,1.7464e+07,1.6052e+07,1.9684e+07,355xpp
4117.5000,1.7445e+07,1.8854e+07,1.7535e+07,1.9941e+07,355xpp
4125.0000,1.5986e+07,1.6543e+07,1.9602e+07,1.7920e+07,355xpp
4132.5000,1.6425e+07,1.7558e+07,1.5654e+07,1.8077e+07,355xpp
4140.0000,1.5045e+07,1.5511e+07,1.6191e+07,1.9396e+07,355xpp
4147.5000,1.7218e+07,1.6242e+07,1.6443e+07,1.9849e+07,355xpp
4155.0000,1.6607e+07,1.7268e+07,1.6220e+07,1.8661e+07,355xpp
4162.5000,1.6282e+07,1.5970e+07,1.4623e+07,1.9409e+07,355xpp
4170.0000,1.4586e+07,1.4375e+07,1.6817e+07,1.9187e+07,355xpp
4177.5000,1.5319e+07,1.6967e+07,1.8342e+07,1.9750e+07,355xpp
4185.0000,1.8120e+07,1.3500e+07,1.4979e+07,1.6578e+07,355xpp
4192.5000,1.6807e+07,1.6103e+07,1.3655e+07,1.8508e+07,355xpp
4200.0000,1.4399e+07,1.5274e+07,1.6770e+07,1.9859e+07,355xpp
4207.5000,1.6433e+07,1.4934e+07,1.9901e+07,1.9434e+07,355xpp
4215.0000,1.7388e+07,1.5583e+07,1.7878e+07,1.8708e+07,355xpp
4222.5000,1.4855e+07,1.5340e+07,1.5047e+07,2.0371e+07,355xpp
4230.0000,1.8418e+07,1.6595e+07,1.8708e+07,2.1751e+07,355xpp
4237.5000,1.8880e+07,1.5948e+07,1.6768e+07,2.0113e+07,355xpp
4245.0000,1.5417e+07,1.3991e+07,1.5007e+07,1.8173e+07,355xpp
4252.5000,1.5874e+07,1.4142e+07,1.8198e+07,1.7724e+07,355xpp
4260.0000,1.5727e+07,1.4800e+07,1.6636e+07,2.1855e+07,355xpp
4267.5000,1.6192e+07,1.7602e+07,1.3435e+07,1.8869e+07,355xpp
4275.0000,1.9113e+07,1.8484e+07,1.6651e+07,1.9447e+07,355xpp
4282.5000,1.5691e+07,1.4240e+07,1.4658e+07,1.6335e+07,355xpp
4290.0000,1.5949e+07,1.5938e+07,1.6253e+07,1.5671e+07,355xpp
4297.5000,1.5593e+07,1.5993e+07,1.6206e+07,1.5828e+07,355xpp
4305.0000,1.5855e+07,1.6461e+07,1.5643e+07,1.8995e+07,355xpp
4312.5000,1.9139e+07,1.6003e+07,1.5074e+07,2.0213e+07,355xpp
4320.0000,1.3984e+07,1.6475e+07,1.1787e+07,2.0910e+07,355xpp
4327.5000,1.6230e+07,1.7581e+07,1.4237e+07,1.9930e+07,355xpp
4335.0000,1.4184e+07,1.6376e+07,1.3235e+07,1.5369e+07,355xpp
4342.5000,1.4655e+07,1.6855e+07,1.5387e+07,1.7638e+07,355xpp
4350.0000,1.1851e+07,1.4694e+07,1.7241e+07,1.8865e+07,355xpp
4357.5000,1.5076e+07,1.3575e+07,1.5600e+07,1.6911e+07,355xpp
4365.0000,1.6407e+07,1.4474e+07,1.5762e+07,2.1879e+07,355xpp
4372.5000,1.4751e+07,1.4418e+07,1.2506e+07,2.2384e+07,355xpp
4380.0000,1.4802e+07,1.5859e+07,1.5547e+07,2.0629e+07,355xpp
4387.5000,1.3455e+07,1.3979e+07,1.5923e+07,1.6715e+07,355xpp
4395.0000,1.4472e+07,1.3917e+07,1.7278e+07,1.6230e+07,355xpp
4402.5000,1.3656e+07,1.4181e+07,1.4625e+07,1.5203e+07,355xpp
4410.0000,1.4680e+07,1.3036e+07,1.4782e+07,1.5471e+07,355xpp
4417.5000,1.8226e+07,1.3407e+07,1.4833e+07,1.5305e+07,355xpp
4425.0000,1.7191e+07,1.4437e+07,1.4228e+07,1.7001e+07,355xpp
4432.5000,1.7582e+07,1.3389e+07,1.3069e+07,1.7937e+07,355xpp
4440.0000,1.4001e+07,1.2993e+07,1.3332e+07,1.7225e+07,355xpp
4447.5000,1.4267e+07,1.3700e+07,1.2162e+07,1.6952e+07,355xpp
4455.0000,1.3650e+07,1.5078e+07,1.8083e+07,1.8454e+07,355xpp
4462.5000,1.4141e+07,1.4571e+07,1.7476e+07,2.0968e+07,355xpp
4470.0000,1.4188e+07,1.7635e+07,1.5076e+07,1.7235e+07,355xpp
4477.5000,1.8496e+07,1.3102e+07,1.4344e+07,1.8978e+07,355xpp
4485.0000,1.7210e+07,1.2696e+07,1.3379e+07,1.9040e+07,355xpp
4492.5000,1.6024e+07,1.6235e+07,1.3539e+07,1.5830e+07,355xpp
4500.0000,1.6986e+07,1.4481e+07,1.4600e+07,1.8376e+07,355xpp
4507.5000,1.0685e+07,1.4073e+07,1.4421e+07,1.8324e+07,355xpp
4515.0000,1.5045e+07,1.6624e+07,1.3559e+07,1.9412e+07,355xpp
4522.5000,1.4524e+07,1.7712e+07,1.3146e+07,2.0971e+07,355xpp
4530.0000,1.5031e+07,1.7080e+07,1.5483e+07,1.9653e+07,355xpp
4537.5000,1.5886e+07,1.7256e+07,1.5764e+07,1.8336e+07,355xpp
4545.0000,1.4672e+07,1.6730e+07,1.7555e+07,1.5047e+07,355xpp
4552.5000,1.3097e+07,1.5396e+07,1.7375e+07,1.9502e+07,355xpp
4560.0000,1.4185e+07,1.5214e+07,1.6739e+07,1.8402e+07,355xpp
4567.5000,1.3535e+07,1.8650e+07,1.6794e+07,2.0564e+07,355xpp
4575.0000,1.8260e+07,1.2864e+07,1.5675e+07,1.8640e+07,355xpp
4582.5000,1.7146e+07,1.5131e+07,1.3497e+07,1.7646e+07,355xpp
4590.0000,1.7553e+07,1.3182e+07,1.3542e+07,1.6998e+07,355xpp
4597.5000,1.3593e+07,1.4410e+07,1.2995e+07,1.4808e+07,355xpp
4605.0000,1.2808e+07,1.4570e+07,1.2920e+07,1.9717e+07,355xpp
4612.5000,1.2138e+07,1.3430e+07,1.3200e+07,1.8593e+07,355xpp
4620.0000,1.2535e+07,1.5617e+07,1.3959e+07,1.9258e+07,355xpp
4627.5000,1.4491e+07,1.4952e+07,1.7475e+07,1.8593e+07,355xpp
4635.0000,1.8983e+07,1.2721e+07,1.3089e+07,1.5892e+07,355xpp
4642.5000,1.6271e+07,1.4085e+07,1.4575e+07,1.6545e+07,355xpp
4650.0000,1.4871e+07,1.4256e+07,2.0073e+07,2.0109e+07,355xpp
4657.5000,1.6982e+07,1.4297e+07,2.2324e+07,1.8353e+07,355xpp
4665.0000,1.6305e+07,1.5924e+07,1.5815e+07,1.9020e+07,355xpp
4672.5000,1.5504e+07,1.0979e+07,1.2206e+07,2.1400e+07,355xpp
4680.0000,1.3230e+07,1.2358e+07,1.3100e+07,1.3509e+07,355xpp
4687.5000,1.6340e+07,1.3872e+07,1.3266e+07,1.8225e+07,355xpp
4695.0000,1.4668e+07,1.8347e+07,1.6758e+07,1.3106e+07,355xpp
4702.5000,1.9414e+07,1.3217e+07,1.1992e+07,1.4502e+07,355xpp
4710.0000,1.6621e+07,1.4126e+07,1.7979e+07,1.5049e+07,355xpp
4717.5000,1.6799e+07,1.3302e+07,1.4429e+07,1.6460e+07,355xpp
4725.0000,1.4737e+07,1.3967e+07,1.2606e+07,1.7885e+07,355xpp
4732.5000,1.8536e+07,1.4011e+07,1.4396e+07,1.5063e+07,355xpp
4740.0000,1.7211e+07,1.6817e+07,1.1432e+07,1.5363e+07,355xpp
4747.5000,1.8398e+07,1.0580e+07,1.2726e+07,1.4152e+07,355xpp
4755.0000,1.4792e+07,1.0614e+07,1.5291e+07,1.5587e+07,355xpp
4762.5000,1.5219e+07,1.3937e+07,1.4451e+07,1.9945e+07,355xpp
4770.0000,1.5267e+07,1.4615e+07,1.2211e+07,1.6446e+07,355xpp
4777.5000,1.4042e+07,1.3389e+07,1.9264e+07,1.9433e+07,355xpp
4785.0000,1.4852e+07,1.5227e+07,1.3438e+07,1.5527e+07,355xpp
4792.5000,1.3487e+07,1.5394e+07,1.1302e+07,1.5448e+07,355xpp
4800.0000,9.9313e+06,1.4930e+07,1.0437e+07,1.5367e+07,355xpp
4807.5000,1.5509e+07,1.2525e+07,1.3694e+07,1.5158e+07,355xpp
4815.0000,1.3873e+07,1.1271e+07,1.2054e+07,2.0392e+07,355xpp
4822.5000,1.3527e+07,1.1696e+07,1.5987e+07,1.9541e+07,355xpp
4830.0000,1.6046e+07,1.1471e+07,1.6298e+07,1.5299e+07,355xpp
