station ID = gr (Granada)
system = KASCAL
signal = 355, parallel, analog, unknown
date of measurement, time, duration of measurement= 07.04.2018, 02UTC, 3600.0 s
location, WMO radiosonde station ID, date of radiosonde = Granada, ecmwf, 07.04.2018, 02UTC
lower and upper Rayleigh height limits = 5, 10
range,attnRayleighBSC,RangeCorrectedSignal
4.7400,3.0075e-06,1.8969e+05
4.7475,3.0032e-06,1.9593e+05
4.7550,2.9988e-06,2.0325e+05
4.7625,2.9944e-06,1.9722e+05
4.7700,2.9901e-06,1.9604e+05
4.7775,2.9857e-06,1.9457e+05
4.7850,2.9814e-06,1.9047e+05
4.7925,2.9770e-06,2.0298e+05
4.8000,2.9727e-06,2.1209e+05
4.8075,2.9684e-06,1.9022e+05
4.8150,2.9641e-06,1.8638e+05
4.8225,2.9598e-06,1.8080e+05
4.8300,2.9555e-06,1.8403e+05
4.8375,2.9512e-06,1.9301e+05
4.8450,2.9469e-06,1.9260e+05
4.8525,2.9427e-06,1.8510e+05
4.8600,2.9384e-06,1.8447e+05
4.8675,2.9341e-06,1.8721e+05
4.8750,2.9299e-06,1.8725e+05
4.8825,2.9256e-06,1.7427e+05
4.8900,2.9214e-06,1.8555e+05
4.8975,2.9172e-06,1.8841e+05
4.9050,2.9129e-06,1.7504e+05
4.9125,2.9087e-06,1.7017e+05
4.9200,2.9045e-06,1.7218e+05
4.9275,2.9003e-06,1.6094e+05
4.9350,2.8961e-06,1.8467e+05
4.9425,2.8919e-06,1.7279e+05
4.9500,2.8877e-06,1.7372e+05
4.9575,2.8836e-06,1.8210e+05
4.9650,2.8794e-06,1.8151e+05
4.9725,2.8752e-06,1.7902e+05
4.9800,2.8711e-06,1.8198e+05
4.9875,2.8669e-06,1.7192e+05
4.9950,2.8628e-06,1.8213e+05
5.0025,2.8587e-06,1.9504e+05
5.0100,2.8546e-06,1.7886e+05
5.0175,2.8504e-06,1.7889e+05
5.0250,2.8463e-06,1.8400e+05
5.0325,2.8422e-06,1.8058e+05
5.0400,2.8381e-06,1.8977e+05
5.0475,2.8340e-06,1.8909e+05
5.0550,2.8300e-06,1.6644e+05
5.0625,2.8259e-06,1.6636e+05
5.0700,2.8218e-06,1.8977e+05
5.0775,2.8177e-06,1.7743e+05
5.0850,2.8137e-06,1.8098e+05
5.0925,2.8096e-06,1.8565e+05
5.1000,2.8056e-06,1.7989e+05
5.1075,2.8016e-06,1.8538e+05
5.1150,2.7975e-06,1.8552e+05
5.1225,2.7935e-06,1.8090e+05
5.1300,2.7895e-06,1.7463e+05
5.1375,2.7855e-06,1.6997e+05
5.1450,2.7815e-06,1.7466e+05
5.1525,2.7775e-06,1.6793e+05
5.1600,2.7735e-06,1.6566e+05
5.1675,2.7695e-06,1.6784e+05
5.1750,2.7656e-06,1.6458e+05
5.1825,2.7616e-06,1.7670e+05
5.1900,2.7576e-06,1.7464e+05
5.1975,2.7537e-06,1.6775e+05
5.2050,2.7497e-06,1.7113e+05
5.2125,2.7458e-06,1.7969e+05
5.2200,2.7418e-06,1.7647e+05
5.2275,2.7379e-06,1.6093e+05
5.2350,2.7340e-06,1.6804e+05
5.2425,2.7301e-06,1.7848e+05
5.2500,2.7262e-06,1.7343e+05
5.2575,2.7223e-06,1.6820e+05
5.2650,2.7184e-06,1.6782e+05
5.2725,2.7145e-06,1.6070e+05
5.2800,2.7106e-06,1.5663e+05
5.2875,2.7067e-06,1.6258e+05
5.2950,2.7029e-06,1.6544e+05
5.3025,2.6990e-06,1.7588e+05
5.3100,2.6951e-06,1.6987e+05
5.3175,2.6913e-06,1.5785e+05
5.3250,2.6874e-06,1.6402e+05
5.3325,2.6836e-06,1.7077e+05
5.3400,2.6798e-06,1.7056e+05
5.3475,2.6760e-06,1.6807e+05
5.3550,2.6721e-06,1.7784e+05
5.3625,2.6683e-06,1.6004e+05
5.3700,2.6645e-06,1.6468e+05
5.3775,2.6607e-06,1.8580e+05
5.3850,2.6569e-06,1.7494e+05
5.3925,2.6531e-06,1.8616e+05
5.4000,2.6494e-06,1.7846e+05
5.4075,2.6456e-06,1.5221e+05
5.4150,2.6418e-06,1.5239e+05
5.4225,2.6381e-06,1.6067e+05
5.4300,2.6343e-06,1.4223e+05
5.4375,2.6306e-06,1.5525e+05
5.4450,2.6268e-06,1.6846e+05
5.4525,2.6231e-06,1.4735e+05
5.4600,2.6194e-06,1.5274e+05
5.4675,2.6156e-06,1.7367e+05
5.4750,2.6119e-06,1.5549e+05
5.4825,2.6082e-06,1.5440e+05
5.4900,2.6045e-06,1.6370e+05
5.4975,2.6008e-06,1.6025e+05
5.5050,2.5971e-06,1.4663e+05
5.5125,2.5934e-06,1.5006e+05
5.5200,2.5897e-06,1.5188e+05
5.5275,2.5861e-06,1.5121e+05
5.5350,2.5824e-06,1.4789e+05
5.5425,2.5787e-06,1.6782e+05
5.5500,2.5751e-06,1.4431e+05
5.5575,2.5714e-06,1.4934e+05
5.5650,2.5678e-06,1.5428e+05
5.5725,2.5641e-06,1.4166e+05
5.5800,2.5605e-06,1.4412e+05
5.5875,2.5569e-06,1.4998e+05
5.5950,2.5533e-06,1.4677e+05
5.6025,2.5496e-06,1.6519e+05
5.6100,2.5460e-06,1.5796e+05
5.6175,2.5424e-06,1.4022e+05
5.6250,2.5388e-06,1.5412e+05
5.6325,2.5352e-06,1.6485e+05
5.6400,2.5317e-06,1.4419e+05
5.6475,2.5281e-06,1.5327e+05
5.6550,2.5245e-06,1.7386e+05
5.6625,2.5209e-06,1.5007e+05
5.6700,2.5174e-06,1.4405e+05
5.6775,2.5138e-06,1.5328e+05
5.6850,2.5103e-06,1.4044e+05
5.6925,2.5067e-06,1.5608e+05
5.7000,2.5032e-06,1.6437e+05
5.7075,2.4997e-06,1.4867e+05
5.7150,2.4961e-06,1.6889e+05
5.7225,2.4926e-06,1.5526e+05
5.7300,2.4891e-06,1.4547e+05
5.7375,2.4856e-06,1.6596e+05
5.7450,2.4821e-06,1.7056e+05
5.7525,2.4786e-06,1.4652e+05
5.7600,2.4751e-06,1.4777e+05
5.7675,2.4716e-06,1.5686e+05
5.7750,2.4681e-06,1.3793e+05
5.7825,2.4647e-06,1.4566e+05
5.7900,2.4612e-06,1.4601e+05
5.7975,2.4577e-06,1.3238e+05
5.8050,2.4543e-06,1.3874e+05
5.8125,2.4508e-06,1.3252e+05
5.8200,2.4474e-06,1.3582e+05
5.8275,2.4439e-06,1.4155e+05
5.8350,2.4405e-06,1.4693e+05
5.8425,2.4371e-06,1.1986e+05
5.8500,2.4336e-06,1.3351e+05
5.8575,2.4302e-06,1.5030e+05
5.8650,2.4268e-06,1.2055e+05
5.8725,2.4234e-06,1.3505e+05
5.8800,2.4200e-06,1.4588e+05
5.8875,2.4166e-06,1.4952e+05
5.8950,2.4132e-06,1.3955e+05
5.9025,2.4098e-06,1.3961e+05
5.9100,2.4064e-06,1.4991e+05
5.9175,2.4031e-06,1.3306e+05
5.9250,2.3997e-06,1.4272e+05
5.9325,2.3963e-06,1.5262e+05
5.9400,2.3930e-06,1.3724e+05
5.9475,2.3896e-06,1.5549e+05
5.9550,2.3863e-06,1.6414e+05
5.9625,2.3829e-06,1.2371e+05
5.9700,2.3796e-06,1.4634e+05
5.9775,2.3763e-06,1.6811e+05
5.9850,2.3729e-06,1.3548e+05
5.9925,2.3696e-06,1.5676e+05
6.0000,2.3663e-06,1.6649e+05
6.0075,2.3630e-06,1.3828e+05
6.0150,2.3597e-06,1.3981e+05
6.0225,2.3564e-06,1.4914e+05
6.0300,2.3531e-06,1.3231e+05
6.0375,2.3498e-06,1.3244e+05
6.0450,2.3465e-06,1.4665e+05
6.0525,2.3433e-06,1.2227e+05
6.0600,2.3400e-06,1.2229e+05
6.0675,2.3367e-06,1.5183e+05
6.0750,2.3335e-06,1.4535e+05
6.0825,2.3302e-06,1.4422e+05
6.0900,2.3269e-06,1.5039e+05
6.0975,2.3237e-06,1.3388e+05
6.1050,2.3205e-06,1.3142e+05
6.1125,2.3172e-06,1.3006e+05
6.1200,2.3140e-06,1.2356e+05
6.1275,2.3108e-06,1.3434e+05
6.1350,2.3075e-06,1.4543e+05
6.1425,2.3043e-06,1.3371e+05
6.1500,2.3011e-06,1.2800e+05
6.1575,2.2979e-06,1.4883e+05
6.1650,2.2947e-06,1.3405e+05
6.1725,2.2915e-06,1.2848e+05
6.1800,2.2883e-06,1.5006e+05
6.1875,2.2852e-06,1.3315e+05
6.1950,2.2820e-06,1.4142e+05
6.2025,2.2788e-06,1.2773e+05
6.2100,2.2756e-06,1.1606e+05
6.2175,2.2725e-06,1.2296e+05
6.2250,2.2693e-06,1.2417e+05
6.2325,2.2662e-06,1.0889e+05
6.2400,2.2630e-06,1.2643e+05
6.2475,2.2599e-06,1.2982e+05
6.2550,2.2567e-06,1.4128e+05
6.2625,2.2536e-06,1.5682e+05
6.2700,2.2505e-06,1.3418e+05
6.2775,2.2473e-06,1.3710e+05
6.2850,2.2442e-06,1.4956e+05
6.2925,2.2411e-06,1.2035e+05
6.3000,2.2380e-06,1.1386e+05
6.3075,2.2349e-06,1.1532e+05
6.3150,2.2318e-06,1.1833e+05
6.3225,2.2287e-06,1.1627e+05
6.3300,2.2256e-06,1.4211e+05
6.3375,2.2225e-06,1.3875e+05
6.3450,2.2195e-06,1.3075e+05
6.3525,2.2164e-06,1.2512e+05
6.3600,2.2133e-06,1.1381e+05
6.3675,2.2103e-06,1.1491e+05
6.3750,2.2072e-06,1.1711e+05
6.3825,2.2041e-06,1.1735e+05
6.3900,2.2011e-06,1.3832e+05
6.3975,2.1981e-06,1.2623e+05
6.4050,2.1950e-06,1.2668e+05
6.4125,2.1920e-06,1.2690e+05
6.4200,2.1890e-06,9.5013e+04
6.4275,2.1859e-06,1.2214e+05
6.4350,2.1829e-06,1.4901e+05
6.4425,2.1799e-06,1.1324e+05
6.4500,2.1769e-06,1.1410e+05
6.4575,2.1739e-06,1.4915e+05
6.4650,2.1709e-06,1.1626e+05
6.4725,2.1679e-06,1.3837e+05
6.4800,2.1649e-06,1.4979e+05
6.4875,2.1619e-06,1.3658e+05
6.4950,2.1589e-06,1.4721e+05
6.5025,2.1559e-06,1.3717e+05
6.5100,2.1530e-06,1.2524e+05
6.5175,2.1500e-06,1.3547e+05
6.5250,2.1470e-06,1.4458e+05
6.5325,2.1441e-06,1.1197e+05
6.5400,2.1411e-06,1.1288e+05
6.5475,2.1382e-06,1.2570e+05
6.5550,2.1352e-06,1.1968e+05
6.5625,2.1323e-06,9.9858e+04
6.5700,2.1294e-06,1.1722e+05
6.5775,2.1264e-06,1.1537e+05
6.5850,2.1235e-06,9.8998e+04
6.5925,2.1206e-06,1.1153e+05
6.6000,2.1177e-06,1.1866e+05
6.6075,2.1148e-06,9.8994e+04
6.6150,2.1119e-06,1.1512e+05
6.6225,2.1089e-06,1.0695e+05
6.6300,2.1061e-06,1.0066e+05
6.6375,2.1032e-06,1.1311e+05
6.6450,2.1003e-06,1.1547e+05
6.6525,2.0974e-06,1.0244e+05
6.6600,2.0945e-06,1.0954e+05
6.6675,2.0916e-06,1.0091e+05
6.6750,2.0888e-06,9.6458e+04
6.6825,2.0859e-06,1.3358e+05
6.6900,2.0830e-06,1.3756e+05
6.6975,2.0802e-06,1.0000e+05
6.7050,2.0773e-06,1.0217e+05
6.7125,2.0745e-06,1.2669e+05
6.7200,2.0716e-06,1.1007e+05
6.7275,2.0688e-06,1.1084e+05
6.7350,2.0660e-06,1.2432e+05
6.7425,2.0631e-06,9.6970e+04
6.7500,2.0603e-06,1.1675e+05
6.7575,2.0575e-06,1.4759e+05
6.7650,2.0547e-06,1.1331e+05
6.7725,2.0518e-06,1.2861e+05
6.7800,2.0490e-06,1.5601e+05
6.7875,2.0462e-06,1.2645e+05
6.7950,2.0434e-06,1.0477e+05
6.8025,2.0406e-06,1.1711e+05
6.8100,2.0378e-06,1.0605e+05
6.8175,2.0351e-06,9.6306e+04
6.8250,2.0323e-06,1.0345e+05
6.8325,2.0295e-06,1.0254e+05
6.8400,2.0267e-06,1.1408e+05
6.8475,2.0240e-06,9.6949e+04
6.8550,2.0212e-06,1.1051e+05
6.8625,2.0184e-06,9.6984e+04
6.8700,2.0157e-06,8.8976e+04
6.8775,2.0129e-06,1.0334e+05
6.8850,2.0102e-06,9.6280e+04
6.8925,2.0074e-06,1.2148e+05
6.9000,2.0047e-06,1.0956e+05
6.9075,2.0020e-06,1.0964e+05
6.9150,1.9992e-06,1.3109e+05
6.9225,1.9965e-06,1.4505e+05
6.9300,1.9938e-06,1.2083e+05
6.9375,1.9911e-06,1.0872e+05
6.9450,1.9884e-06,1.0756e+05
6.9525,1.9856e-06,8.8179e+04
6.9600,1.9829e-06,9.6953e+04
6.9675,1.9802e-06,8.4220e+04
6.9750,1.9775e-06,8.6544e+04
6.9825,1.9749e-06,1.0949e+05
6.9900,1.9722e-06,1.0391e+05
6.9975,1.9695e-06,9.4447e+04
7.0050,1.9668e-06,1.0779e+05
7.0125,1.9641e-06,7.7999e+04
7.0200,1.9615e-06,1.0397e+05
7.0275,1.9588e-06,1.0870e+05
7.0350,1.9561e-06,9.1679e+04
7.0425,1.9535e-06,9.2031e+04
7.0500,1.9508e-06,1.0086e+05
7.0575,1.9482e-06,1.0130e+05
7.0650,1.9455e-06,1.0405e+05
7.0725,1.9429e-06,1.0482e+05
7.0800,1.9402e-06,9.2100e+04
7.0875,1.9376e-06,8.7388e+04
7.0950,1.9350e-06,9.5888e+04
7.1025,1.9323e-06,1.1038e+05
7.1100,1.9297e-06,1.0711e+05
7.1175,1.9271e-06,1.0122e+05
7.1250,1.9245e-06,1.1378e+05
7.1325,1.9219e-06,1.0439e+05
7.1400,1.9193e-06,1.0919e+05
7.1475,1.9167e-06,1.3229e+05
7.1550,1.9141e-06,1.1485e+05
7.1625,1.9115e-06,9.0802e+04
7.1700,1.9089e-06,1.0503e+05
7.1775,1.9063e-06,9.4565e+04
7.1850,1.9037e-06,6.4342e+04
7.1925,1.9011e-06,1.1278e+05
7.2000,1.8986e-06,1.0510e+05
7.2075,1.8960e-06,7.7847e+04
7.2150,1.8934e-06,1.1916e+05
7.2225,1.8909e-06,9.5608e+04
7.2300,1.8883e-06,8.4920e+04
7.2375,1.8858e-06,1.1929e+05
7.2450,1.8832e-06,1.0589e+05
7.2525,1.8807e-06,1.0013e+05
7.2600,1.8781e-06,9.1420e+04
7.2675,1.8756e-06,1.1472e+05
7.2750,1.8730e-06,9.2158e+04
7.2825,1.8705e-06,1.0389e+05
7.2900,1.8680e-06,9.3820e+04
7.2975,1.8655e-06,9.5369e+04
7.3050,1.8629e-06,1.2139e+05
7.3125,1.8604e-06,1.1955e+05
7.3200,1.8579e-06,1.1602e+05
7.3275,1.8554e-06,9.3048e+04
7.3350,1.8529e-06,8.4878e+04
7.3425,1.8504e-06,7.6824e+04
7.3500,1.8479e-06,7.5109e+04
7.3575,1.8454e-06,9.3118e+04
7.3650,1.8429e-06,8.5823e+04
7.3725,1.8404e-06,8.7072e+04
7.3800,1.8380e-06,1.0607e+05
7.3875,1.8355e-06,9.2999e+04
7.3950,1.8330e-06,9.1730e+04
7.4025,1.8305e-06,1.0676e+05
7.4100,1.8281e-06,7.2129e+04
7.4175,1.8256e-06,5.8292e+04
7.4250,1.8232e-06,8.9287e+04
7.4325,1.8207e-06,8.3701e+04
7.4400,1.8182e-06,9.6517e+04
7.4475,1.8158e-06,9.3804e+04
7.4550,1.8134e-06,8.6615e+04
7.4625,1.8109e-06,8.5498e+04
7.4700,1.8085e-06,1.0633e+05
7.4775,1.8060e-06,9.7170e+04
7.4850,1.8036e-06,7.9074e+04
7.4925,1.8012e-06,1.2249e+05
7.5000,1.7988e-06,9.1486e+04
7.5075,1.7964e-06,-4.8865e+04
7.5150,1.7939e-06,2.1355e+05
7.5225,1.7915e-06,-3.8873e+04
7.5300,1.7891e-06,9.5636e+03
7.5375,1.7867e-06,4.1581e+05
7.5450,1.7843e-06,-3.1845e+05
7.5525,1.7819e-06,1.9705e+05
7.5600,1.7795e-06,2.2096e+05
7.5675,1.7771e-06,-6.4657e+04
7.5750,1.7748e-06,1.3440e+05
7.5825,1.7724e-06,1.2270e+05
7.5900,1.7700e-06,-1.2700e+05
7.5975,1.7676e-06,2.3982e+05
7.6050,1.7653e-06,2.0351e+05
7.6125,1.7629e-06,-1.5379e+05
7.6200,1.7605e-06,1.1420e+05
7.6275,1.7582e-06,2.1496e+05
7.6350,1.7558e-06,-4.3350e+04
7.6425,1.7535e-06,8.7928e+04
7.6500,1.7511e-06,7.5163e+04
7.6575,1.7488e-06,-5.5319e+04
7.6650,1.7464e-06,1.5497e+05
7.6725,1.7441e-06,1.8075e+05
7.6800,1.7418e-06,-5.4531e+04
7.6875,1.7394e-06,3.7354e+04
7.6950,1.7371e-06,2.0090e+05
7.7025,1.7348e-06,1.0241e+05
7.7100,1.7325e-06,7.0853e+04
7.7175,1.7301e-06,6.5635e+04
7.7250,1.7278e-06,6.4330e+04
7.7325,1.7255e-06,1.5185e+05
7.7400,1.7232e-06,1.3006e+05
7.7475,1.7209e-06,2.8134e+04
7.7550,1.7186e-06,6.2201e+04
7.7625,1.7163e-06,6.8814e+04
7.7700,1.7140e-06,6.4921e+04
7.7775,1.7117e-06,7.9225e+04
7.7850,1.7094e-06,4.2303e+04
7.7925,1.7072e-06,4.1155e+04
7.8000,1.7049e-06,1.1486e+05
7.8075,1.7026e-06,8.7584e+04
7.8150,1.7003e-06,4.4205e+04
7.8225,1.6981e-06,6.4843e+04
7.8300,1.6958e-06,7.9383e+04
7.8375,1.6935e-06,9.6258e+04
7.8450,1.6913e-06,7.5762e+04
7.8525,1.6890e-06,2.4649e+04
7.8600,1.6868e-06,5.7523e+04
7.8675,1.6845e-06,7.9985e+04
7.8750,1.6823e-06,3.5014e+04
7.8825,1.6800e-06,5.6301e+04
7.8900,1.6778e-06,6.0385e+04
7.8975,1.6756e-06,3.6133e+04
7.9050,1.6733e-06,8.5780e+04
7.9125,1.6711e-06,6.2978e+04
7.9200,1.6689e-06,4.5319e+04
7.9275,1.6667e-06,8.4109e+04
7.9350,1.6644e-06,7.7975e+04
7.9425,1.6622e-06,7.0108e+04
7.9500,1.6600e-06,6.4434e+04
7.9575,1.6578e-06,4.4669e+04
7.9650,1.6556e-06,2.2354e+04
7.9725,1.6534e-06,4.2641e+04
7.9800,1.6512e-06,4.8603e+04
7.9875,1.6490e-06,1.5341e+04
7.9950,1.6468e-06,5.0501e+04
8.0025,1.6446e-06,7.0210e+04
8.0100,1.6424e-06,6.6247e+04
8.0175,1.6403e-06,7.5631e+04
8.0250,1.6381e-06,7.2177e+04
8.0325,1.6359e-06,6.2182e+04
8.0400,1.6337e-06,6.9572e+04
8.0475,1.6316e-06,5.2771e+04
8.0550,1.6294e-06,4.2330e+04
8.0625,1.6272e-06,4.9650e+04
8.0700,1.6251e-06,2.5867e+04
8.0775,1.6229e-06,5.7087e+04
8.0850,1.6208e-06,6.0658e+04
8.0925,1.6186e-06,6.8837e+04
8.1000,1.6165e-06,7.0914e+04
8.1075,1.6143e-06,6.9932e+04
8.1150,1.6122e-06,9.0503e+04
8.1225,1.6100e-06,3.5525e+04
8.1300,1.6079e-06,3.4807e+04
8.1375,1.6058e-06,8.4181e+04
8.1450,1.6036e-06,5.7793e+04
8.1525,1.6015e-06,5.9378e+04
8.1600,1.5994e-06,7.4299e+04
8.1675,1.5973e-06,6.6953e+04
8.1750,1.5952e-06,3.9239e+04
8.1825,1.5931e-06,5.2956e+04
8.1900,1.5909e-06,4.1540e+04
8.1975,1.5888e-06,4.9419e+04
8.2050,1.5867e-06,8.4292e+04
8.2125,1.5846e-06,6.7121e+04
8.2200,1.5825e-06,5.5713e+04
8.2275,1.5804e-06,7.5393e+04
8.2350,1.5784e-06,6.3111e+04
8.2425,1.5763e-06,6.2606e+04
8.2500,1.5742e-06,7.0743e+04
8.2575,1.5721e-06,5.4564e+04
8.2650,1.5700e-06,4.2288e+04
8.2725,1.5680e-06,7.5642e+04
8.2800,1.5659e-06,5.7955e+04
8.2875,1.5638e-06,3.1883e+04
8.2950,1.5617e-06,4.3870e+04
8.3025,1.5597e-06,3.9733e+04
8.3100,1.5576e-06,3.8247e+04
8.3175,1.5556e-06,5.0527e+04
8.3250,1.5535e-06,6.6184e+04
8.3325,1.5515e-06,5.6533e+04
8.3400,1.5494e-06,6.2800e+04
8.3475,1.5474e-06,8.5024e+04
8.3550,1.5453e-06,9.4122e+04
8.3625,1.5433e-06,6.7238e+04
8.3700,1.5413e-06,4.1735e+04
8.3775,1.5392e-06,4.5830e+04
8.3850,1.5372e-06,5.4709e+04
8.3925,1.5352e-06,4.4196e+04
8.4000,1.5331e-06,5.0244e+04
8.4075,1.5311e-06,3.2167e+04
8.4150,1.5291e-06,4.4680e+04
8.4225,1.5271e-06,4.9973e+04
8.4300,1.5251e-06,2.2283e+04
8.4375,1.5231e-06,5.4251e+04
8.4450,1.5211e-06,6.5497e+04
8.4525,1.5191e-06,5.5438e+04
8.4600,1.5171e-06,4.0735e+04
8.4675,1.5151e-06,4.4019e+04
8.4750,1.5131e-06,3.3976e+04
8.4825,1.5111e-06,3.1419e+04
8.4900,1.5091e-06,2.9101e+04
8.4975,1.5071e-06,3.1330e+04
8.5050,1.5051e-06,4.3040e+04
8.5125,1.5031e-06,4.4641e+04
8.5200,1.5012e-06,2.0469e+04
8.5275,1.4992e-06,6.4392e+04
8.5350,1.4972e-06,5.9027e+04
8.5425,1.4953e-06,6.2827e+04
8.5500,1.4933e-06,8.6770e+04
8.5575,1.4913e-06,5.9488e+04
8.5650,1.4894e-06,3.5762e+04
8.5725,1.4874e-06,3.7285e+04
8.5800,1.4855e-06,6.7716e+04
8.5875,1.4835e-06,5.1142e+04
8.5950,1.4816e-06,8.7659e+04
8.6025,1.4796e-06,8.2121e+04
8.6100,1.4777e-06,6.2801e+04
8.6175,1.4757e-06,1.1155e+05
8.6250,1.4738e-06,5.7497e+04
8.6325,1.4719e-06,5.3169e+04
8.6400,1.4699e-06,9.1450e+04
8.6475,1.4680e-06,9.4670e+04
8.6550,1.4661e-06,9.3287e+04
8.6625,1.4642e-06,1.2146e+05
8.6700,1.4622e-06,1.0040e+05
8.6775,1.4603e-06,9.4623e+04
8.6850,1.4584e-06,6.1064e+04
8.6925,1.4565e-06,6.1696e+04
8.7000,1.4546e-06,4.8237e+04
8.7075,1.4527e-06,3.6037e+04
8.7150,1.4508e-06,2.9996e+04
8.7225,1.4489e-06,1.5481e+04
8.7300,1.4470e-06,1.8656e+04
8.7375,1.4451e-06,1.6895e+04
8.7450,1.4432e-06,1.5512e+04
8.7525,1.4413e-06,3.0185e+04
8.7600,1.4394e-06,1.4185e+04
8.7675,1.4375e-06,5.6709e+03
8.7750,1.4356e-06,1.9195e+04
8.7825,1.4338e-06,8.2524e+03
8.7900,1.4319e-06,-7.3972e+03
8.7975,1.4300e-06,3.6140e+04
8.8050,1.4282e-06,3.5539e+04
8.8125,1.4263e-06,2.5672e+04
8.8200,1.4244e-06,1.7703e+04
8.8275,1.4226e-06,1.8072e+03
8.8350,1.4207e-06,1.0622e+04
8.8425,1.4188e-06,1.0490e+04
8.8500,1.4170e-06,1.0983e+04
8.8575,1.4151e-06,2.5777e+04
8.8650,1.4133e-06,3.0567e+04
8.8725,1.4114e-06,2.9421e+04
8.8800,1.4096e-06,2.3542e+04
8.8875,1.4078e-06,2.5291e+04
8.8950,1.4059e-06,2.6689e+04
8.9025,1.4041e-06,9.5848e+03
8.9100,1.4022e-06,1.6258e+03
8.9175,1.4004e-06,2.2349e+04
8.9250,1.3986e-06,2.0554e+04
8.9325,1.3968e-06,4.2925e+03
8.9400,1.3949e-06,2.0893e+04
8.9475,1.3931e-06,1.4006e+04
8.9550,1.3913e-06,-8.1917e+03
8.9625,1.3895e-06,3.4147e+04
8.9700,1.3877e-06,3.1564e+04
8.9775,1.3859e-06,1.4337e+04
8.9850,1.3841e-06,1.9814e+04
8.9925,1.3823e-06,3.5998e+04
9.0000,1.3805e-06,1.4197e+04
9.0075,1.3787e-06,1.2676e+04
9.0150,1.3769e-06,4.3812e+04
9.0225,1.3751e-06,1.5151e+04
9.0300,1.3733e-06,1.3069e+04
9.0375,1.3715e-06,1.6454e+04
9.0450,1.3697e-06,1.1703e+04
9.0525,1.3679e-06,-4.1978e+02
9.0600,1.3661e-06,-9.1289e+03
9.0675,1.3644e-06,1.2076e+02
9.0750,1.3626e-06,-1.7739e+04
9.0825,1.3608e-06,7.0321e+03
9.0900,1.3590e-06,5.1939e+04
9.0975,1.3573e-06,3.3065e+04
9.1050,1.3555e-06,4.2831e+04
9.1125,1.3537e-06,8.5968e+04
9.1200,1.3520e-06,3.2243e+04
9.1275,1.3502e-06,6.0588e+04
9.1350,1.3485e-06,7.5561e+04
9.1425,1.3467e-06,-1.5231e+04
9.1500,1.3450e-06,1.7757e+04
9.1575,1.3432e-06,1.7904e+04
9.1650,1.3415e-06,-3.4111e+04
9.1725,1.3397e-06,-1.6489e+04
9.1800,1.3380e-06,2.3928e+04
9.1875,1.3362e-06,-9.8377e+01
9.1950,1.3345e-06,8.5721e+03
9.2025,1.3328e-06,3.3450e+04
9.2100,1.3310e-06,5.0286e+03
9.2175,1.3293e-06,3.9607e+04
9.2250,1.3276e-06,4.6343e+04
9.2325,1.3259e-06,3.5959e+04
9.2400,1.3241e-06,2.2754e+04
9.2475,1.3224e-06,4.6579e+04
9.2550,1.3207e-06,1.4469e+04
9.2625,1.3190e-06,4.9447e+04
9.2700,1.3173e-06,7.6974e+04
9.2775,1.3156e-06,5.2839e+04
9.2850,1.3139e-06,6.2833e+04
9.2925,1.3122e-06,7.7357e+04
9.3000,1.3105e-06,1.3132e+03
9.3075,1.3088e-06,1.8006e+04
9.3150,1.3071e-06,7.2574e+03
9.3225,1.3054e-06,-2.8256e+04
9.3300,1.3037e-06,-1.1004e+04
9.3375,1.3020e-06,-1.1374e+04
9.3450,1.3003e-06,-2.1223e+04
9.3525,1.2986e-06,-8.7680e+02
9.3600,1.2969e-06,2.8643e+03
9.3675,1.2953e-06,-7.9539e+03
9.3750,1.2936e-06,2.0804e+04
9.3825,1.2919e-06,1.4096e+03
9.3900,1.2902e-06,3.7090e+04
9.3975,1.2886e-06,3.7851e+04
9.4050,1.2869e-06,1.6682e+04
9.4125,1.2852e-06,3.8424e+04
9.4200,1.2836e-06,1.5657e+04
9.4275,1.2819e-06,-2.5035e+04
9.4350,1.2802e-06,2.3962e+04
9.4425,1.2786e-06,2.5893e+04
9.4500,1.2769e-06,7.5568e+03
9.4575,1.2753e-06,2.5101e+04
9.4650,1.2736e-06,3.5044e+04
9.4725,1.2720e-06,-1.5854e+04
9.4800,1.2703e-06,2.1430e+04
9.4875,1.2687e-06,1.4100e+04
9.4950,1.2670e-06,-2.8017e+04
9.5025,1.2654e-06,8.2272e+03
9.5100,1.2638e-06,1.1624e+04
9.5175,1.2621e-06,-1.2909e+04
9.5250,1.2605e-06,-7.8215e+03
9.5325,1.2589e-06,-1.1428e+04
9.5400,1.2573e-06,-2.1007e+03
9.5475,1.2556e-06,-1.2209e+04
9.5550,1.2540e-06,-2.8887e+04
9.5625,1.2524e-06,-1.9245e+04
9.5700,1.2508e-06,-9.7831e+03
9.5775,1.2492e-06,-2.5367e+04
9.5850,1.2475e-06,5.1951e+02
9.5925,1.2459e-06,4.6561e+04
9.6000,1.2443e-06,1.7549e+04
9.6075,1.2427e-06,1.9764e+04
9.6150,1.2411e-06,2.6975e+04
9.6225,1.2395e-06,7.1950e+03
9.6300,1.2379e-06,8.6395e+03
9.6375,1.2363e-06,9.5152e+03
9.6450,1.2347e-06,3.5645e+04
9.6525,1.2331e-06,5.1024e+04
9.6600,1.2315e-06,8.4757e+03
